Ballot Style,Cast Vote Record,Precinct,rank1,rank2,rank3,Num cands,Num seats
BalSet 1 01 - Corvallis ONE C4S8H16,13640,01 - Corvallis ONE C4S8H16,Andrew Struthers,skipped,skipped,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,13641,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 03 - Corvallis THREE C4S8H16,13657,03 - Corvallis THREE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 06 - Corvallis SIX C4S8H16 001,13669,06 - Corvallis SIX C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 05 - Corvallis FIVE C4S8H16,13670,05 - Corvallis FIVE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 09 - Corvallis NINE C4S8H16,13673,09 - Corvallis NINE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 09 - Corvallis NINE C4S8H16,13682,09 - Corvallis NINE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,13693,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,13698,01 - Corvallis ONE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 06 - Corvallis SIX C4S8H16 001,13703,06 - Corvallis SIX C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 06 - Corvallis SIX C4S8H16 001,13704,06 - Corvallis SIX C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 09 - Corvallis NINE C4S8H16,13707,09 - Corvallis NINE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 06 - Corvallis SIX C4S8H16 001,13708,06 - Corvallis SIX C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 03 - Corvallis THREE C4S8H16,13713,03 - Corvallis THREE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,13714,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,13715,01 - Corvallis ONE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,13716,01 - Corvallis ONE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,13718,01 - Corvallis ONE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,13719,01 - Corvallis ONE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 09 - Corvallis NINE C4S8H16,13732,09 - Corvallis NINE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,13734,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,13735,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,13739,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,13743,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 06 - Corvallis SIX C4S8H16 001,13752,06 - Corvallis SIX C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 07 - Corvallis SEVEN C4S8H16 001,13757,07 - Corvallis SEVEN C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 07 - Corvallis SEVEN C4S8H16 001,13758,07 - Corvallis SEVEN C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,13763,01 - Corvallis ONE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 02 - Corvallis TWO C4S8H16,13764,02 - Corvallis TWO C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,13766,01 - Corvallis ONE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,13775,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 09 - Corvallis NINE C4S8H16,13781,09 - Corvallis NINE C4S8H16,Andrew Struthers,skipped,skipped,4,1
BalSet 1 07 - Corvallis SEVEN C4S8H16 001,13786,07 - Corvallis SEVEN C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 06 - Corvallis SIX C4S8H16 001,13787,06 - Corvallis SIX C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 03 - Corvallis THREE C4S8H16,13794,03 - Corvallis THREE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 06 - Corvallis SIX C4S8H16 001,13795,06 - Corvallis SIX C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,13796,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,13797,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,13800,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,13801,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 03 - Corvallis THREE C4S8H16,13805,03 - Corvallis THREE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 05 - Corvallis FIVE C4S8H16,13810,05 - Corvallis FIVE C4S8H16,Andrew Struthers,Charles Maughan,Write-in,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,13811,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,skipped,skipped,4,1
BalSet 1 07 - Corvallis SEVEN C4S8H16 001,13817,07 - Corvallis SEVEN C4S8H16,Andrew Struthers,Charles Maughan,Write-in,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,13824,01 - Corvallis ONE C4S8H16,Andrew Struthers,Roen Hogg,skipped,4,1
BalSet 1 09 - Corvallis NINE C4S8H16,13825,09 - Corvallis NINE C4S8H16,Andrew Struthers,skipped,skipped,4,1
BalSet 1 03 - Corvallis THREE C4S8H16,13829,03 - Corvallis THREE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,13832,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Write-in,4,1
BalSet 1 09 - Corvallis NINE C4S8H16,13835,09 - Corvallis NINE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,13843,01 - Corvallis ONE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,13847,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,skipped,skipped,4,1
BalSet 1 06 - Corvallis SIX C4S8H16 001,13861,06 - Corvallis SIX C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 05 - Corvallis FIVE C4S8H16,13863,05 - Corvallis FIVE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,13864,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,skipped,skipped,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,13865,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,13886,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 03 - Corvallis THREE C4S8H16,13887,03 - Corvallis THREE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,13888,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,13894,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,13895,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 09 - Corvallis NINE C4S8H16,13913,09 - Corvallis NINE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,13916,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 03 - Corvallis THREE C4S8H16,13925,03 - Corvallis THREE C4S8H16,Andrew Struthers,skipped,skipped,4,1
BalSet 1 07 - Corvallis SEVEN C4S8H16 001,13926,07 - Corvallis SEVEN C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 06 - Corvallis SIX C4S8H16 001,13931,06 - Corvallis SIX C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,13935,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Charles Maughan,skipped,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,13936,01 - Corvallis ONE C4S8H16,Andrew Struthers,Roen Hogg,Write-in,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,13939,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,13942,01 - Corvallis ONE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 06 - Corvallis SIX C4S8H16 001,13958,06 - Corvallis SIX C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 06 - Corvallis SIX C4S8H16 001,13959,06 - Corvallis SIX C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 06 - Corvallis SIX C4S8H16 001,13967,06 - Corvallis SIX C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,14008,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,14009,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 04 - Corvallis FOUR C4S8H16,14010,04 - Corvallis FOUR C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,14012,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 05 - Corvallis FIVE C4S8H16,14015,05 - Corvallis FIVE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 07 - Corvallis SEVEN C4S8H16 001,14022,07 - Corvallis SEVEN C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 07 - Corvallis SEVEN C4S8H16 001,14023,07 - Corvallis SEVEN C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 07 - Corvallis SEVEN C4S8H16 001,14029,07 - Corvallis SEVEN C4S8H16,Andrew Struthers,skipped,skipped,4,1
BalSet 1 04 - Corvallis FOUR C4S8H16,14032,04 - Corvallis FOUR C4S8H16,Andrew Struthers,Charles Maughan,Write-in,4,1
BalSet 1 06 - Corvallis SIX C4S8H16 001,14033,06 - Corvallis SIX C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 06 - Corvallis SIX C4S8H16 001,14034,06 - Corvallis SIX C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 06 - Corvallis SIX C4S8H16 001,14052,06 - Corvallis SIX C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 07 - Corvallis SEVEN C4S8H16 001,14053,07 - Corvallis SEVEN C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,14056,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 04 - Corvallis FOUR C4S8H16,14088,04 - Corvallis FOUR C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 09 - Corvallis NINE C4S8H16,14112,09 - Corvallis NINE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 04 - Corvallis FOUR C4S8H16,14114,04 - Corvallis FOUR C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 07 - Corvallis SEVEN C4S8H16 001,14144,07 - Corvallis SEVEN C4S8H16,Andrew Struthers,Charles Maughan,skipped,4,1
BalSet 1 04 - Corvallis FOUR C4S8H16,14147,04 - Corvallis FOUR C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 09 - Corvallis NINE C4S8H16,14160,09 - Corvallis NINE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,14162,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,14164,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,14172,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,14174,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 09 - Corvallis NINE C4S8H16,14177,09 - Corvallis NINE C4S8H16,Andrew Struthers,Charles Maughan,skipped,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,14179,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,14184,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 02 - Corvallis TWO C4S8H16,14185,02 - Corvallis TWO C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,14186,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 06 - Corvallis SIX C4S8H16 001,14196,06 - Corvallis SIX C4S8H16,Andrew Struthers,Charles Maughan,Write-in,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,14204,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Charles Maughan,skipped,4,1
BalSet 1 05 - Corvallis FIVE C4S8H16,14205,05 - Corvallis FIVE C4S8H16,Andrew Struthers,Charles Maughan,skipped,4,1
BalSet 1 07 - Corvallis SEVEN C4S8H16 001,14209,07 - Corvallis SEVEN C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,14219,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,14229,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,14232,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,14236,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,14239,01 - Corvallis ONE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,14241,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,skipped,skipped,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,14246,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,14248,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 09 - Corvallis NINE C4S8H16,14253,09 - Corvallis NINE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 03 - Corvallis THREE C4S8H16,14256,03 - Corvallis THREE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 03 - Corvallis THREE C4S8H16,14258,03 - Corvallis THREE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 09 - Corvallis NINE C4S8H16,14259,09 - Corvallis NINE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 09 - Corvallis NINE C4S8H16,14262,09 - Corvallis NINE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 07 - Corvallis SEVEN C4S8H16 001,14265,07 - Corvallis SEVEN C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 03 - Corvallis THREE C4S8H16,14268,03 - Corvallis THREE C4S8H16,Andrew Struthers,skipped,skipped,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,14273,01 - Corvallis ONE C4S8H16,Andrew Struthers,skipped,skipped,4,1
BalSet 1 06 - Corvallis SIX C4S8H16 001,14275,06 - Corvallis SIX C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,14277,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 05 - Corvallis FIVE C4S8H16,14281,05 - Corvallis FIVE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,14284,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,14291,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 03 - Corvallis THREE C4S8H16,14292,03 - Corvallis THREE C4S8H16,Andrew Struthers,skipped,skipped,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,14299,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,14300,01 - Corvallis ONE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,14301,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Write-in,4,1
BalSet 1 04 - Corvallis FOUR C4S8H16,14305,04 - Corvallis FOUR C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 02 - Corvallis TWO C4S8H16,14311,02 - Corvallis TWO C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 07 - Corvallis SEVEN C4S8H16 001,14317,07 - Corvallis SEVEN C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,14318,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 07 - Corvallis SEVEN C4S8H16 001,14322,07 - Corvallis SEVEN C4S8H16,Andrew Struthers,Charles Maughan,skipped,4,1
BalSet 1 07 - Corvallis SEVEN C4S8H16 001,14324,07 - Corvallis SEVEN C4S8H16,Andrew Struthers,Charles Maughan,Write-in,4,1
BalSet 1 07 - Corvallis SEVEN C4S8H16 001,14325,07 - Corvallis SEVEN C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 06 - Corvallis SIX C4S8H16 001,14326,06 - Corvallis SIX C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,14329,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 09 - Corvallis NINE C4S8H16,14332,09 - Corvallis NINE C4S8H16,Andrew Struthers,Charles Maughan,Write-in,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,14336,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,14350,01 - Corvallis ONE C4S8H16,Andrew Struthers,Roen Hogg,Write-in,4,1
BalSet 1 09 - Corvallis NINE C4S8H16,14357,09 - Corvallis NINE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,14359,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 07 - Corvallis SEVEN C4S8H16 001,14361,07 - Corvallis SEVEN C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 09 - Corvallis NINE C4S8H16,14366,09 - Corvallis NINE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 09 - Corvallis NINE C4S8H16,14373,09 - Corvallis NINE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 09 - Corvallis NINE C4S8H16,14379,09 - Corvallis NINE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,14382,01 - Corvallis ONE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 09 - Corvallis NINE C4S8H16,14385,09 - Corvallis NINE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,14386,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,14389,01 - Corvallis ONE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,14391,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,skipped,skipped,4,1
BalSet 1 09 - Corvallis NINE C4S8H16,14394,09 - Corvallis NINE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,14399,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 07 - Corvallis SEVEN C4S8H16 001,14402,07 - Corvallis SEVEN C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 03 - Corvallis THREE C4S8H16,14405,03 - Corvallis THREE C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 09 - Corvallis NINE C4S8H16,14407,09 - Corvallis NINE C4S8H16,Andrew Struthers,Charles Maughan,Write-in,4,1
BalSet 1 06 - Corvallis SIX C4S8H16 001,14409,06 - Corvallis SIX C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 06 - Corvallis SIX C4S8H16 001,14413,06 - Corvallis SIX C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,14416,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Write-in,Charles Maughan,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,14418,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 06 - Corvallis SIX C4S8H16 001,14423,06 - Corvallis SIX C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,14426,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Charles Maughan,skipped,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,14428,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 04 - Corvallis FOUR C4S8H16,14432,04 - Corvallis FOUR C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,14436,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,14444,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,14448,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,14449,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 06 - Corvallis SIX C4S8H16 001,14451,06 - Corvallis SIX C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 06 - Corvallis SIX C4S8H16 001,14455,06 - Corvallis SIX C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,14458,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 06 - Corvallis SIX C4S8H16 001,14459,06 - Corvallis SIX C4S8H16,Andrew Struthers,Charles Maughan,Write-in,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,14468,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,14469,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 08 - Corvallis EIGHT C4S8H16,14470,08 - Corvallis EIGHT C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 09 - Corvallis NINE C4S8H16,14472,09 - Corvallis NINE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 06 - Corvallis SIX C4S8H16 001,14488,06 - Corvallis SIX C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 06 - Corvallis SIX C4S8H16 001,14489,06 - Corvallis SIX C4S8H16,Andrew Struthers,Roen Hogg,Charles Maughan,4,1
BalSet 1 09 - Corvallis NINE C4S8H16,14490,09 - Corvallis NINE C4S8H16,Andrew Struthers,Roen Hogg,skipped,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,14499,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,Roen Hogg,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,14506,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,skipped,4,1
BalSet 1 01 - Corvallis ONE C4S8H16,14508,01 - Corvallis ONE C4S8H16,Andrew Struthers,Charles Maughan,skipped,4,1
