voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,num_positions
0,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
1,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
2,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
3,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
4,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
5,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
6,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
7,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
8,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
9,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
10,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
11,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
12,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
13,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
14,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
15,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
16,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
17,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
18,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
19,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
20,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
21,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
22,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
23,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
24,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
25,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
26,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
27,Jack AITCHISO (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
28,Jack AITCHISO (Ind),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,skipped,3
29,Jack AITCHISO (Ind),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,skipped,3
30,Jack AITCHISO (Ind),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,skipped,3
31,Jack AITCHISO (Ind),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,skipped,3
32,Jack AITCHISO (Ind),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,skipped,3
33,Jack AITCHISO (Ind),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,skipped,3
34,Jack AITCHISO (Ind),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,skipped,3
35,Jack AITCHISO (Ind),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,skipped,3
36,Jack AITCHISO (Ind),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,skipped,3
37,Jack AITCHISO (Ind),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,skipped,3
38,Jack AITCHISO (Ind),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,skipped,3
39,Jack AITCHISO (Ind),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,skipped,3
40,Jack AITCHISO (Ind),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,skipped,3
41,Jack AITCHISO (Ind),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,skipped,3
42,Jack AITCHISO (Ind),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,skipped,3
43,Jack AITCHISO (Ind),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,skipped,3
44,Jack AITCHISO (Ind),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,skipped,3
45,Jack AITCHISO (Ind),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,skipped,3
46,Jack AITCHISO (Ind),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,skipped,3
47,Jack AITCHISO (Ind),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,skipped,3
48,Jack AITCHISO (Ind),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,skipped,3
49,Jack AITCHISO (Ind),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,skipped,3
50,Jack AITCHISO (Ind),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,skipped,3
51,Jack AITCHISO (Ind),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,skipped,3
52,Jack AITCHISO (Ind),Ian BAXTE (Grn),Bob CONSTABL (SNP),skipped,skipped,skipped,skipped,3
53,Jack AITCHISO (Ind),Ian BAXTE (Grn),Bob CONSTABL (SNP),skipped,skipped,skipped,skipped,3
54,Jack AITCHISO (Ind),Ian BAXTE (Grn),Bob CONSTABL (SNP),skipped,skipped,skipped,skipped,3
55,Jack AITCHISO (Ind),Ian BAXTE (Grn),Bob CONSTABL (SNP),skipped,skipped,skipped,skipped,3
56,Jack AITCHISO (Ind),Ian BAXTE (Grn),Bob CONSTABL (SNP),Derek MILLIGA (Lab),skipped,skipped,skipped,3
57,Jack AITCHISO (Ind),Ian BAXTE (Grn),Bob CONSTABL (SNP),Derek MILLIGA (Lab),Louie MILLIKE (Lab),Thomas MUNR (SNP),Emma CUMMING (Con),3
58,Jack AITCHISO (Ind),Ian BAXTE (Grn),Bob CONSTABL (SNP),Thomas MUNR (SNP),Emma CUMMING (Con),Derek MILLIGA (Lab),Louie MILLIKE (Lab),3
59,Jack AITCHISO (Ind),Ian BAXTE (Grn),Bob CONSTABL (SNP),Thomas MUNR (SNP),Emma CUMMING (Con),Derek MILLIGA (Lab),Louie MILLIKE (Lab),3
60,Jack AITCHISO (Ind),Ian BAXTE (Grn),Bob CONSTABL (SNP),Thomas MUNR (SNP),Louie MILLIKE (Lab),skipped,skipped,3
61,Jack AITCHISO (Ind),Ian BAXTE (Grn),Emma CUMMING (Con),skipped,skipped,skipped,skipped,3
62,Jack AITCHISO (Ind),Ian BAXTE (Grn),Emma CUMMING (Con),skipped,skipped,skipped,skipped,3
63,Jack AITCHISO (Ind),Ian BAXTE (Grn),Emma CUMMING (Con),skipped,skipped,skipped,skipped,3
64,Jack AITCHISO (Ind),Ian BAXTE (Grn),Emma CUMMING (Con),skipped,skipped,skipped,skipped,3
65,Jack AITCHISO (Ind),Ian BAXTE (Grn),Emma CUMMING (Con),skipped,skipped,skipped,skipped,3
66,Jack AITCHISO (Ind),Ian BAXTE (Grn),Emma CUMMING (Con),skipped,skipped,skipped,skipped,3
67,Jack AITCHISO (Ind),Ian BAXTE (Grn),Emma CUMMING (Con),skipped,skipped,skipped,skipped,3
68,Jack AITCHISO (Ind),Ian BAXTE (Grn),Emma CUMMING (Con),skipped,skipped,skipped,skipped,3
69,Jack AITCHISO (Ind),Ian BAXTE (Grn),Emma CUMMING (Con),skipped,skipped,skipped,skipped,3
70,Jack AITCHISO (Ind),Ian BAXTE (Grn),Emma CUMMING (Con),Bob CONSTABL (SNP),Thomas MUNR (SNP),Louie MILLIKE (Lab),Derek MILLIGA (Lab),3
71,Jack AITCHISO (Ind),Ian BAXTE (Grn),Emma CUMMING (Con),Derek MILLIGA (Lab),Bob CONSTABL (SNP),Thomas MUNR (SNP),Louie MILLIKE (Lab),3
72,Jack AITCHISO (Ind),Ian BAXTE (Grn),Derek MILLIGA (Lab),skipped,skipped,skipped,skipped,3
73,Jack AITCHISO (Ind),Ian BAXTE (Grn),Derek MILLIGA (Lab),skipped,skipped,skipped,skipped,3
74,Jack AITCHISO (Ind),Ian BAXTE (Grn),Derek MILLIGA (Lab),skipped,skipped,skipped,skipped,3
75,Jack AITCHISO (Ind),Ian BAXTE (Grn),Derek MILLIGA (Lab),skipped,skipped,skipped,skipped,3
76,Jack AITCHISO (Ind),Ian BAXTE (Grn),Derek MILLIGA (Lab),skipped,skipped,skipped,skipped,3
77,Jack AITCHISO (Ind),Ian BAXTE (Grn),Derek MILLIGA (Lab),skipped,skipped,skipped,skipped,3
78,Jack AITCHISO (Ind),Ian BAXTE (Grn),Derek MILLIGA (Lab),skipped,skipped,skipped,skipped,3
79,Jack AITCHISO (Ind),Ian BAXTE (Grn),Derek MILLIGA (Lab),skipped,skipped,skipped,skipped,3
80,Jack AITCHISO (Ind),Ian BAXTE (Grn),Derek MILLIGA (Lab),skipped,skipped,skipped,skipped,3
81,Jack AITCHISO (Ind),Ian BAXTE (Grn),Derek MILLIGA (Lab),skipped,skipped,skipped,skipped,3
82,Jack AITCHISO (Ind),Ian BAXTE (Grn),Derek MILLIGA (Lab),skipped,skipped,skipped,skipped,3
83,Jack AITCHISO (Ind),Ian BAXTE (Grn),Derek MILLIGA (Lab),Bob CONSTABL (SNP),Louie MILLIKE (Lab),Thomas MUNR (SNP),Emma CUMMING (Con),3
84,Jack AITCHISO (Ind),Ian BAXTE (Grn),Derek MILLIGA (Lab),Emma CUMMING (Con),Bob CONSTABL (SNP),Louie MILLIKE (Lab),Thomas MUNR (SNP),3
85,Jack AITCHISO (Ind),Ian BAXTE (Grn),Derek MILLIGA (Lab),Thomas MUNR (SNP),Louie MILLIKE (Lab),Bob CONSTABL (SNP),Emma CUMMING (Con),3
86,Jack AITCHISO (Ind),Ian BAXTE (Grn),Louie MILLIKE (Lab),skipped,skipped,skipped,skipped,3
87,Jack AITCHISO (Ind),Ian BAXTE (Grn),Louie MILLIKE (Lab),skipped,skipped,skipped,skipped,3
88,Jack AITCHISO (Ind),Ian BAXTE (Grn),Louie MILLIKE (Lab),skipped,skipped,skipped,skipped,3
89,Jack AITCHISO (Ind),Ian BAXTE (Grn),Louie MILLIKE (Lab),skipped,skipped,skipped,skipped,3
90,Jack AITCHISO (Ind),Ian BAXTE (Grn),Louie MILLIKE (Lab),skipped,skipped,skipped,skipped,3
91,Jack AITCHISO (Ind),Ian BAXTE (Grn),Louie MILLIKE (Lab),skipped,skipped,skipped,skipped,3
92,Jack AITCHISO (Ind),Ian BAXTE (Grn),Louie MILLIKE (Lab),skipped,skipped,skipped,skipped,3
93,Jack AITCHISO (Ind),Ian BAXTE (Grn),Louie MILLIKE (Lab),skipped,skipped,skipped,skipped,3
94,Jack AITCHISO (Ind),Ian BAXTE (Grn),Louie MILLIKE (Lab),Derek MILLIGA (Lab),skipped,skipped,skipped,3
95,Jack AITCHISO (Ind),Ian BAXTE (Grn),Louie MILLIKE (Lab),Derek MILLIGA (Lab),skipped,skipped,skipped,3
96,Jack AITCHISO (Ind),Ian BAXTE (Grn),Louie MILLIKE (Lab),Derek MILLIGA (Lab),skipped,skipped,skipped,3
97,Jack AITCHISO (Ind),Ian BAXTE (Grn),Louie MILLIKE (Lab),Derek MILLIGA (Lab),Bob CONSTABL (SNP),Thomas MUNR (SNP),Emma CUMMING (Con),3
98,Jack AITCHISO (Ind),Ian BAXTE (Grn),Louie MILLIKE (Lab),Thomas MUNR (SNP),Derek MILLIGA (Lab),Emma CUMMING (Con),Bob CONSTABL (SNP),3
99,Jack AITCHISO (Ind),Ian BAXTE (Grn),Thomas MUNR (SNP),skipped,skipped,skipped,skipped,3
100,Jack AITCHISO (Ind),Ian BAXTE (Grn),Thomas MUNR (SNP),skipped,skipped,skipped,skipped,3
101,Jack AITCHISO (Ind),Ian BAXTE (Grn),Thomas MUNR (SNP),skipped,skipped,skipped,skipped,3
102,Jack AITCHISO (Ind),Ian BAXTE (Grn),Thomas MUNR (SNP),skipped,skipped,skipped,skipped,3
103,Jack AITCHISO (Ind),Ian BAXTE (Grn),Thomas MUNR (SNP),skipped,skipped,skipped,skipped,3
104,Jack AITCHISO (Ind),Ian BAXTE (Grn),Thomas MUNR (SNP),Bob CONSTABL (SNP),skipped,skipped,skipped,3
105,Jack AITCHISO (Ind),Ian BAXTE (Grn),Thomas MUNR (SNP),Bob CONSTABL (SNP),Emma CUMMING (Con),skipped,skipped,3
106,Jack AITCHISO (Ind),Bob CONSTABL (SNP),skipped,skipped,skipped,skipped,skipped,3
107,Jack AITCHISO (Ind),Bob CONSTABL (SNP),skipped,skipped,skipped,skipped,skipped,3
108,Jack AITCHISO (Ind),Bob CONSTABL (SNP),skipped,skipped,skipped,skipped,skipped,3
109,Jack AITCHISO (Ind),Bob CONSTABL (SNP),skipped,skipped,skipped,skipped,skipped,3
110,Jack AITCHISO (Ind),Bob CONSTABL (SNP),skipped,skipped,skipped,skipped,skipped,3
111,Jack AITCHISO (Ind),Bob CONSTABL (SNP),skipped,skipped,skipped,skipped,skipped,3
112,Jack AITCHISO (Ind),Bob CONSTABL (SNP),skipped,skipped,skipped,skipped,skipped,3
113,Jack AITCHISO (Ind),Bob CONSTABL (SNP),skipped,skipped,skipped,skipped,skipped,3
114,Jack AITCHISO (Ind),Bob CONSTABL (SNP),skipped,skipped,skipped,skipped,skipped,3
115,Jack AITCHISO (Ind),Bob CONSTABL (SNP),skipped,skipped,skipped,skipped,skipped,3
116,Jack AITCHISO (Ind),Bob CONSTABL (SNP),skipped,skipped,skipped,skipped,skipped,3
117,Jack AITCHISO (Ind),Bob CONSTABL (SNP),skipped,skipped,skipped,skipped,skipped,3
118,Jack AITCHISO (Ind),Bob CONSTABL (SNP),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,3
119,Jack AITCHISO (Ind),Bob CONSTABL (SNP),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,3
120,Jack AITCHISO (Ind),Bob CONSTABL (SNP),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,3
121,Jack AITCHISO (Ind),Bob CONSTABL (SNP),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,3
122,Jack AITCHISO (Ind),Bob CONSTABL (SNP),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,3
123,Jack AITCHISO (Ind),Bob CONSTABL (SNP),Ian BAXTE (Grn),skipped,skipped,skipped,skipped,3
124,Jack AITCHISO (Ind),Bob CONSTABL (SNP),Ian BAXTE (Grn),Emma CUMMING (Con),Thomas MUNR (SNP),Louie MILLIKE (Lab),Derek MILLIGA (Lab),3
125,Jack AITCHISO (Ind),Bob CONSTABL (SNP),Ian BAXTE (Grn),Derek MILLIGA (Lab),skipped,skipped,skipped,3
126,Jack AITCHISO (Ind),Bob CONSTABL (SNP),Ian BAXTE (Grn),Thomas MUNR (SNP),skipped,skipped,skipped,3
127,Jack AITCHISO (Ind),Bob CONSTABL (SNP),Ian BAXTE (Grn),Thomas MUNR (SNP),skipped,skipped,skipped,3
128,Jack AITCHISO (Ind),Bob CONSTABL (SNP),Ian BAXTE (Grn),Thomas MUNR (SNP),Emma CUMMING (Con),Derek MILLIGA (Lab),Louie MILLIKE (Lab),3
