rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,Num Cands,Num Seats
13,11,15,3,4,12,2,5,9,7,8,10,14,1,6,15.0,Unknown
14,3,15,9,2,14,4,14,1,10,14,6,7,4,8,,Unknown
15,4,11,5,15,5,4,2,12,13,4,14,10,3,1,,Unknown
14,5,14,14,14,14,3,14,1,14,14,14,15,2,4,,Unknown
15,15,15,15,15,15,15,15,15,15,15,15,15,15,1,,Unknown
15,11,1,12,8,2,3,14,6,7,10,13,5,4,9,,Unknown
15,1,15,15,15,15,15,15,15,15,15,15,15,15,15,,Unknown
15,15,15,15,3,15,2,15,15,15,15,15,4,1,15,,Unknown
15,4,15,3,15,15,15,15,2,15,15,15,15,1,15,,Unknown
6,9,8,15,1,2,4,12,3,7,14,10,11,5,13,,Unknown
3,1,2,13,3,3,4,9,3,15,12,10,5,4,14,,Unknown
15,2,12,4,5,10,6,9,3,11,13,14,8,1,7,,Unknown
15,15,15,2,15,15,15,15,1,15,15,15,15,15,15,,Unknown
15,2,15,15,1,9,3,15,6,15,15,15,5,4,10,,Unknown
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,Unknown
14,5,8,11,10,9,3,13,1,6,7,15,4,2,12,,Unknown
15,11,9,15,15,15,15,11,1,11,15,10,10,15,5,,Unknown
12,1,15,1,15,15,4,10,15,15,10,12,15,5,10,,Unknown
14,11,3,5,9,8,1,10,4,7,12,15,13,2,6,,Unknown
2,7,11,14,3,13,4,12,1,9,15,6,10,5,8,,Unknown
14,15,8,1,13,10,2,5,6,11,12,15,9,3,4,,Unknown
15,15,1,15,15,15,15,15,15,15,15,15,15,15,15,,Unknown
10,5,14,13,4,12,3,8,1,6,13,15,2,7,9,,Unknown
4,3,1,2,5,15,15,15,7,15,8,10,15,11,6,,Unknown
7,4,4,8,5,13,9,6,3,6,8,6,7,9,13,,Unknown
4,15,2,15,15,15,15,3,1,5,15,14,15,15,13,,Unknown
8,15,5,2,5,8,15,15,1,8,9,3,8,15,4,,Unknown
15,1,5,4,10,15,1,15,3,14,15,15,15,2,15,,Unknown
15,11,2,9,15,1,4,12,15,15,8,15,15,10,3,,Unknown
1,11,15,9,11,13,15,12,11,12,12,10,13,13,6,,Unknown
8,15,15,9,15,5,2,2,15,13,3,15,1,10,14,,Unknown
6,2,5,14,4,12,8,13,1,10,7,3,9,11,15,,Unknown
