rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,Num Cands,Num Seats
8,3,5,10,11,9,4,2,1,7,6,11.0,1.0
5,2,11,11,11,11,11,11,4,3,1,,
9,5,3,6,10,4,8,11,2,1,7,,
3,9,10,4,7,2,5,1,6,8,11,,
7,10,4,5,9,1,6,3,8,2,11,,
11,11,11,1,11,3,11,2,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,2,11,11,11,11,1,5,4,11,3,,
3,11,6,8,10,2,4,7,10,5,1,,
11,11,11,2,11,11,3,1,4,11,11,,
3,11,5,11,11,6,11,2,1,11,4,,
11,11,11,11,1,2,3,4,11,11,11,,
5,4,3,11,11,7,11,6,1,11,2,,
8,3,5,8,6,1,4,11,10,9,2,,
6,9,5,8,2,11,7,1,4,10,3,,
4,11,5,11,7,11,2,10,3,1,6,,
4,11,11,11,11,11,2,3,7,10,1,,
11,2,7,3,7,1,3,8,3,3,11,,
11,11,11,11,11,1,11,11,11,11,11,,
1,10,1,2,9,10,2,2,2,11,10,,
11,11,11,3,11,11,11,1,11,2,11,,
2,11,2,11,1,11,2,1,11,11,2,,
3,4,11,11,11,1,2,11,11,11,5,,
5,11,4,11,3,11,2,1,6,11,11,,
11,7,3,9,5,2,4,1,8,10,6,,
6,1,5,4,11,11,3,7,8,9,2,,
11,11,11,11,11,1,2,5,4,3,11,,
1,5,10,1,2,2,1,2,2,11,6,,
11,11,2,11,11,11,1,11,3,11,11,,
2,7,8,7,3,5,10,1,4,10,11,,
11,11,11,2,11,1,4,3,11,11,11,,
11,11,11,11,2,11,11,1,3,11,11,,
