rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,Num Cands,Num Seats
12,13,15,1,2,11,5,14,9,3,7,6,4,10,8,15.0,1.0
13,14,1,2,11,4,10,6,5,1,7,9,8,12,3,,
10,14,15,3,6,5,9,7,4,2,12,11,8,13,1,,
15,15,1,15,15,15,15,15,15,15,15,15,15,15,15,,
13,8,15,14,9,12,3,7,4,2,6,1,10,11,5,,
13,15,14,10,11,3,9,12,8,2,6,4,1,5,7,,
15,15,15,1,2,15,15,15,15,3,15,15,15,15,15,,
4,8,3,11,2,14,5,6,1,15,9,7,13,12,10,,
13,9,15,2,10,4,1,11,3,12,8,7,6,5,14,,
13,14,15,5,11,2,10,9,3,1,7,8,12,4,6,,
15,15,15,15,15,2,15,15,4,1,15,15,5,3,15,,
10,10,15,15,2,2,2,15,10,1,1,2,1,1,15,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
15,15,15,5,15,3,15,15,2,4,15,15,1,6,15,,
15,14,11,2,10,3,12,9,13,4,8,1,7,5,6,,
15,15,15,5,12,7,9,11,1,3,10,8,4,6,2,,
8,14,12,2,13,4,1,5,15,3,7,6,10,11,9,,
15,15,15,10,1,6,3,15,11,5,2,7,4,8,9,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
15,15,15,2,15,5,15,15,15,1,2,6,4,6,11,,
12,13,14,2,15,4,10,11,8,5,7,3,9,6,1,,
14,13,15,6,7,1,8,12,11,5,2,9,4,3,10,,
5,7,4,8,15,3,15,15,6,1,15,15,2,15,15,,
13,10,14,1,15,5,8,6,12,2,3,11,9,4,7,,
6,15,3,1,2,15,9,15,5,3,15,7,15,7,15,,
15,15,15,2,1,15,15,15,15,3,15,4,4,10,5,,
6,12,3,1,8,2,9,11,7,5,14,13,10,4,15,,
12,15,14,3,13,2,9,11,7,1,4,8,5,6,10,,
9,10,7,15,1,8,11,13,6,4,14,5,2,12,3,,
15,15,5,15,15,15,4,15,2,15,15,15,3,1,15,,
15,15,15,3,1,15,15,15,2,4,5,15,15,15,15,,
