rank1,rank2,rank3,rank4,rank5,rank6,rank7,Num Cands,Num Seats
4,2,6,3,7,1,5,7.0,1.0
5,7,4,3,2,1,6,,
2,7,3,5,6,1,4,,
3,1,5,7,2,4,6,,
7,4,7,7,7,1,7,,
4,4,3,4,4,1,2,,
7,1,7,7,7,1,7,,
5,7,7,3,3,1,7,,
7,6,5,1,7,7,2,,
7,1,4,3,6,2,5,,
7,1,7,7,1,7,7,,
7,2,7,7,7,1,3,,
6,2,3,4,5,1,7,,
7,1,7,7,2,7,7,,
7,7,7,7,7,7,7,,
2,1,7,7,7,7,7,,
2,3,7,7,7,1,7,,
2,1,7,7,7,7,7,,
7,7,7,2,7,1,3,,
1,1,1,7,5,1,6,,
7,2,5,3,4,1,6,,
2,6,5,4,3,1,7,,
5,1,4,6,2,3,7,,
4,2,6,3,5,1,7,,
7,1,4,5,3,6,2,,
5,1,2,6,3,4,7,,
7,1,7,7,7,7,7,,
7,1,7,7,3,2,7,,
3,7,7,2,7,1,7,,
7,1,7,6,7,4,7,,
4,1,7,2,7,3,7,,
4,5,6,3,2,1,7,,
