rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,Num Cands,Num Seats
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,,
1,10,18,3,16,6,2,15,22,20,13,14,17,7,5,8,11,9,24,19,4,21,23,12,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,,
24,24,3,24,24,24,24,24,24,24,24,2,24,24,24,24,24,24,24,24,24,1,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
1,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,24,24,1,24,2,,
19,14,17,22,8,14,17,18,8,14,9,8,8,2,14,8,19,1,24,21,15,14,8,19,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,,
2,3,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,4,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,1,1,24,24,1,24,24,,
5,17,4,9,12,1,10,13,24,2,11,20,3,22,19,21,16,7,18,15,14,6,23,8,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,2,,
24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,,
11,18,5,15,19,21,20,17,12,22,13,2,6,3,7,23,4,24,14,9,10,1,16,8,,
1,10,3,5,6,23,12,7,11,17,9,4,16,14,19,2,8,13,20,24,15,22,21,18,,
2,22,17,17,21,24,20,17,17,23,3,17,17,4,17,18,17,19,17,17,17,1,17,17,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,4,24,24,3,24,24,24,24,2,24,24,1,5,24,,
1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
1,24,24,24,24,24,24,24,24,24,24,2,2,24,24,24,24,24,24,24,24,1,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,,
24,24,24,24,1,1,1,24,24,1,24,24,24,24,24,24,24,1,24,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,3,5,24,24,24,24,2,24,24,4,24,1,24,24,,
14,21,1,4,19,23,22,15,9,20,10,17,7,16,8,12,18,24,6,5,2,13,11,3,,
24,24,24,24,24,24,2,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,,
24,2,20,23,4,6,5,20,20,3,20,20,7,21,20,8,20,1,20,20,22,20,20,9,,
24,24,24,24,2,24,24,1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,,
14,24,11,13,15,17,16,19,23,20,9,12,3,1,8,21,22,5,7,2,18,10,6,4,,
1,6,9,24,3,5,5,24,24,2,24,24,24,24,24,3,24,4,7,9,24,24,8,24,,
9,10,2,24,5,7,6,8,24,9,24,24,24,24,24,3,24,4,24,24,24,24,24,24,,
1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,,
1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,3,24,24,24,24,24,4,2,24,24,24,1,,
24,24,24,24,24,24,24,24,24,24,24,24,3,24,24,24,24,1,24,2,24,24,24,4,,
1,16,23,11,24,18,19,13,15,20,21,9,4,10,17,12,7,5,2,3,14,8,22,6,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,2,24,24,24,24,24,24,,
3,24,24,24,24,24,1,24,24,2,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
4,24,14,10,24,24,24,3,11,24,9,1,7,2,8,24,12,24,16,13,15,6,17,5,,
24,24,24,24,24,24,5,24,24,24,24,24,3,24,24,2,24,1,4,24,24,24,24,24,,
24,24,24,24,24,24,24,3,24,24,24,24,4,24,24,24,24,1,6,5,24,24,24,2,,
24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
24,24,24,24,24,24,24,8,24,24,1,24,7,10,5,24,6,3,24,2,24,24,4,9,,
24,24,24,24,24,24,24,24,24,24,24,2,24,3,24,24,24,24,24,24,24,1,24,24,,
16,23,17,14,20,21,18,14,14,19,14,14,15,2,14,24,14,22,3,4,14,14,14,1,,
1,24,3,7,24,24,24,4,24,24,6,24,24,7,24,2,24,24,24,24,7,24,24,5,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,2,24,24,24,24,24,,
2,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,,
5,19,13,17,22,23,21,15,12,20,16,10,9,11,8,14,2,24,4,6,18,1,3,7,,
1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2,24,24,24,24,24,24,24,24,,
9,12,22,4,24,23,21,6,15,13,19,1,2,8,14,11,10,20,16,18,7,5,17,14,,
3,24,24,24,24,24,24,24,24,24,2,24,24,24,24,24,24,4,1,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,,
23,22,11,14,6,5,17,2,3,12,24,4,16,20,18,9,10,1,7,13,15,19,21,8,,
24,24,6,4,24,24,24,5,7,24,24,24,24,24,24,2,24,24,1,24,24,3,24,24,,
1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,2,24,24,24,24,,
2,24,13,24,13,13,5,13,13,3,13,13,24,4,24,24,13,1,13,13,6,24,24,14,,
15,18,2,2,17,2,19,24,16,20,22,2,2,21,2,23,2,13,2,2,2,2,1,14,,
1,16,3,7,21,22,24,14,6,23,8,12,20,19,5,2,11,4,10,13,9,17,18,15,,
5,22,21,19,17,18,23,9,13,16,8,4,1,3,12,20,14,11,6,10,24,2,15,7,,
4,20,3,20,24,24,24,20,20,24,20,20,5,20,20,1,20,3,20,20,20,20,20,20,,
2,23,5,9,18,22,12,3,10,24,4,15,14,1,17,11,13,20,16,21,6,8,7,19,,
1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
3,24,24,24,24,24,24,4,24,24,24,2,24,24,24,24,24,24,24,24,24,1,24,24,,
1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2,24,24,,
16,10,9,24,4,5,2,24,24,1,24,24,16,24,16,16,24,3,9,16,17,9,16,9,,
1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
2,4,3,3,24,24,24,3,2,4,2,3,1,1,3,4,3,4,3,3,3,24,3,3,,
13,20,2,15,18,10,19,5,15,22,21,6,9,15,15,3,12,23,4,1,16,11,7,8,,
24,24,24,24,24,24,24,24,24,24,24,24,4,24,24,24,24,24,2,24,24,1,24,3,,
2,6,6,6,6,6,6,10,7,6,5,9,6,6,6,23,6,24,8,6,6,1,3,4,,
1,24,1,1,24,24,24,1,1,24,1,1,1,1,1,24,1,24,1,1,1,1,1,1,,
21,24,9,2,3,6,15,18,10,22,23,16,12,19,13,1,14,17,20,11,7,5,8,4,,
4,24,5,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2,24,24,1,24,3,,
22,18,5,14,7,10,8,3,2,11,23,12,4,16,24,1,21,9,19,6,20,13,17,15,,
11,21,20,16,17,18,24,7,10,14,12,8,4,13,19,9,23,5,3,1,15,2,22,6,,
1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2,24,24,24,24,24,24,24,24,,
9,24,5,7,24,24,24,12,15,24,13,6,16,2,11,1,3,24,17,14,10,8,18,4,,
1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2,24,24,24,24,24,24,,
20,16,13,24,4,5,23,12,6,15,17,14,2,22,11,12,18,1,19,21,8,7,9,3,,
4,24,4,3,24,24,24,4,4,24,4,2,4,4,4,24,4,24,4,4,3,1,4,4,,
3,14,10,21,22,23,13,17,18,24,4,7,9,8,15,11,20,2,1,12,19,6,16,5,,
10,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,,
1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,24,2,24,24,5,6,3,24,24,24,24,1,24,24,,
6,24,12,2,5,10,8,21,19,9,14,15,11,16,20,22,17,3,4,18,13,1,23,7,,
16,8,6,13,7,5,1,22,14,20,11,4,17,18,9,21,24,2,12,10,3,20,23,15,,
24,24,24,24,24,24,24,24,24,24,1,24,24,1,24,24,24,24,24,24,24,24,24,1,,
17,23,4,12,23,23,23,7,9,23,10,5,16,6,8,24,15,23,2,1,13,3,14,11,,
24,24,24,24,24,24,24,24,24,24,24,24,2,24,24,24,24,1,4,3,24,24,24,24,,
1,24,24,24,24,24,24,24,24,1,24,24,24,24,24,1,24,24,24,24,24,24,24,24,,
24,7,16,13,5,3,4,10,14,6,17,11,9,12,21,2,22,1,18,23,15,19,8,20,,
24,24,24,24,2,24,3,24,24,4,24,24,24,24,24,24,24,1,24,24,5,24,24,24,,
10,24,2,14,22,23,20,6,12,21,7,3,17,5,8,24,1,24,11,9,15,4,16,13,,
9,10,7,20,21,24,22,8,11,23,5,17,16,18,13,6,14,1,4,3,19,12,15,2,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,,
24,1,17,17,18,21,20,17,17,23,17,3,17,16,17,19,17,22,17,17,17,2,17,17,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,,
14,24,17,12,23,22,19,6,16,20,5,11,15,1,9,18,3,21,8,7,10,2,13,4,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,,
5,12,3,23,4,15,10,19,17,13,7,16,2,21,14,8,22,1,11,9,24,6,20,18,,
1,24,24,24,24,24,24,24,24,24,24,3,24,24,24,24,24,24,24,24,24,2,24,24,,
2,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,3,24,24,24,24,24,24,,
4,21,2,18,23,7,24,5,8,22,13,16,6,19,15,1,9,18,10,11,20,4,12,14,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,2,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,,
24,3,7,24,9,8,6,24,24,2,1,24,24,24,24,24,24,4,24,24,24,24,12,24,,
24,24,24,24,24,24,2,24,24,3,24,24,24,24,24,24,24,24,1,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,24,,
4,24,1,4,24,24,24,4,4,24,3,4,4,4,4,5,4,24,4,4,2,4,4,4,,
1,6,8,14,13,13,13,24,20,9,22,19,17,21,16,4,13,18,3,5,7,23,2,15,,
9,15,18,6,6,2,15,6,18,6,23,18,2,24,18,15,6,9,9,18,18,1,23,6,,
7,24,16,17,11,22,10,18,13,23,1,19,12,20,9,8,21,6,4,2,5,15,14,3,,
24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,24,,
1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
2,6,13,19,24,10,19,7,24,20,10,10,11,19,3,1,14,5,10,24,24,19,4,6,,
24,24,24,24,2,3,24,24,24,1,24,24,5,24,24,24,24,4,24,24,24,24,24,24,,
10,17,24,20,4,6,2,18,13,5,12,22,1,19,8,16,15,7,3,11,21,14,23,9,,
1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,3,24,24,24,24,24,24,1,4,24,24,24,2,24,,
24,24,24,24,5,2,3,24,24,4,24,24,1,24,24,24,24,24,24,24,24,24,24,24,,
3,24,24,24,24,24,24,24,24,24,24,24,7,24,24,1,24,5,24,4,24,24,24,6,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,,
24,24,24,7,2,5,3,24,24,4,24,24,24,24,24,24,24,1,24,24,24,24,24,6,,
4,24,5,7,24,24,24,24,3,24,11,1,12,14,10,13,9,6,24,4,3,2,24,8,,
1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
1,18,6,17,21,22,20,9,17,23,3,5,24,7,17,11,10,19,8,17,17,2,17,4,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,,
3,18,11,15,22,21,20,11,11,23,2,14,13,16,11,24,11,19,1,11,17,11,11,11,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,,
24,24,24,24,24,24,24,1,24,24,24,24,1,24,1,24,24,24,24,1,24,24,1,1,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2,1,3,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,,
24,7,9,17,4,18,8,10,15,2,16,19,12,3,5,23,14,22,1,13,21,20,11,6,,
2,24,24,24,24,24,24,24,24,24,24,24,24,4,24,24,24,24,1,5,24,3,24,24,,
24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,,
24,9,16,11,10,4,22,20,5,19,12,2,15,14,23,21,17,3,7,13,6,1,18,8,,
24,24,24,24,24,24,24,24,24,24,24,2,24,3,24,24,24,24,24,24,24,1,24,24,,
2,24,2,7,24,24,24,7,7,24,7,2,7,2,7,24,2,24,7,7,7,1,7,7,,
1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
24,18,18,18,19,18,20,18,21,18,18,18,2,22,18,18,18,1,18,4,18,18,23,3,,
3,24,24,24,6,24,7,24,24,5,2,24,24,24,24,8,24,1,24,24,9,4,24,24,,
3,20,20,20,21,20,23,20,20,22,1,5,20,20,4,24,20,20,20,20,20,20,2,20,,
2,4,10,22,6,7,8,18,15,5,17,21,12,19,24,1,23,3,13,11,20,9,14,16,,
1,16,24,15,19,18,22,11,23,20,12,3,10,2,8,17,5,21,6,7,13,4,9,14,,
2,6,3,16,12,1,14,4,9,13,5,19,20,21,18,11,23,10,15,17,22,7,24,8,,
21,2,24,20,23,5,13,11,15,12,3,16,10,18,8,1,6,22,7,14,19,17,4,9,,
2,19,13,5,18,20,23,9,8,22,11,3,16,12,15,21,10,24,4,6,7,1,17,14,,
24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,3,24,24,24,24,24,24,24,2,,
2,24,24,24,24,24,24,24,24,24,24,3,24,24,24,24,24,24,1,24,24,24,24,24,,
2,24,24,24,1,1,1,24,24,1,24,24,24,24,24,3,24,2,24,24,24,24,24,24,,
24,24,17,22,12,10,2,24,24,3,23,18,24,24,24,1,21,11,24,20,24,15,24,24,,
3,5,19,7,14,22,4,10,18,21,6,15,13,23,2,1,12,16,9,19,8,11,20,17,,
24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
24,12,10,2,8,5,9,23,22,11,13,21,16,6,15,7,14,4,1,17,3,18,19,20,,
24,11,20,14,7,16,19,6,6,21,4,9,3,8,17,23,22,18,2,13,12,5,15,1,,
24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
2,24,9,19,21,20,22,10,23,16,1,12,15,6,18,5,14,4,3,13,7,11,17,8,,
2,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,,
23,5,4,24,7,13,11,21,17,8,18,20,6,9,15,12,22,1,3,19,14,16,10,2,,
13,20,9,3,2,19,1,21,6,4,22,23,24,17,11,10,15,5,7,8,16,12,14,18,,
24,3,24,24,4,4,4,24,24,4,24,24,24,24,24,1,24,5,24,24,24,24,24,24,,
17,23,7,7,23,23,23,7,7,23,7,1,7,1,7,24,7,23,7,7,7,1,7,7,,
6,8,4,17,22,21,24,15,7,23,11,16,2,19,13,9,12,20,5,3,18,14,10,1,,
15,2,22,17,21,6,10,18,8,5,19,11,14,16,9,23,3,20,7,1,4,12,24,13,,
1,8,19,5,22,24,23,15,18,21,12,3,20,6,10,4,9,11,14,17,7,2,13,16,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,,
1,24,1,1,24,24,24,1,1,24,1,1,1,1,1,24,1,24,1,1,1,1,1,1,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,,
3,24,16,8,15,19,21,17,22,2,23,9,12,4,6,14,20,13,1,11,7,5,18,10,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,,
1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,7,24,2,24,24,6,3,5,24,24,1,4,,
24,24,24,24,1,1,1,24,24,1,24,24,24,24,24,24,24,24,2,24,24,24,24,24,,
13,23,3,17,22,21,20,1,11,19,15,16,10,6,14,18,9,24,4,8,7,12,5,2,,
5,24,17,12,24,24,24,13,10,24,8,2,11,3,9,24,4,24,6,7,15,1,16,14,,
24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,,
20,1,6,12,14,10,13,9,24,3,8,19,11,17,16,5,4,23,7,21,15,22,18,2,,
10,19,3,4,21,18,22,14,15,20,11,7,16,2,6,24,13,23,9,12,17,1,5,8,,
18,23,5,16,9,20,6,10,14,12,13,19,24,4,8,21,15,3,22,2,17,7,11,1,,
24,20,22,9,14,17,4,12,16,13,3,11,5,21,2,8,19,7,15,10,18,1,6,23,,
1,18,17,17,18,18,18,17,17,18,17,17,17,17,17,18,17,18,17,17,17,17,17,17,,
24,1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,,
1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
24,24,24,24,24,24,24,4,24,24,1,3,2,24,24,24,24,5,24,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,,
24,1,24,24,24,24,24,24,24,1,2,24,24,24,24,24,24,24,24,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,,
6,24,24,24,2,24,8,24,24,7,24,10,24,4,24,1,24,3,24,24,24,5,24,9,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,,
1,11,24,24,11,24,11,24,24,11,24,11,24,24,24,24,11,12,11,24,11,11,11,11,,
5,23,3,5,23,23,23,5,5,23,5,4,6,4,5,24,5,24,2,1,5,4,5,5,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,,
1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
4,24,21,23,14,15,18,3,8,13,9,22,11,12,6,17,20,5,10,2,16,19,7,1,,
24,24,24,24,5,24,5,24,24,24,1,24,4,24,24,24,24,3,24,24,24,24,24,2,,
18,1,7,18,4,9,5,18,24,10,18,21,22,23,19,3,6,11,18,20,18,18,8,2,,
12,1,4,17,20,22,21,11,13,24,10,15,23,16,8,2,7,19,3,5,18,9,14,6,,
24,24,2,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,,
7,12,11,22,18,20,13,4,10,9,19,5,23,3,15,21,2,24,8,16,6,1,17,14,,
24,24,1,24,24,24,24,24,24,24,24,24,24,3,24,24,24,24,24,24,24,4,24,2,,
1,19,12,18,15,9,2,5,9,6,16,13,20,23,9,24,3,10,17,21,22,4,11,14,,
24,24,24,24,24,3,1,24,24,3,24,24,24,24,24,24,24,3,24,24,24,24,24,2,,
6,24,24,24,24,24,24,24,24,24,4,24,24,24,24,1,24,2,24,5,24,24,24,3,,
24,24,4,24,24,24,24,3,24,24,6,9,10,24,7,24,1,8,11,5,24,24,24,2,,
2,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2,24,24,1,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,24,2,24,3,24,24,24,24,24,24,24,1,24,24,,
7,24,24,24,24,24,24,24,24,24,8,1,24,4,24,9,24,8,24,24,24,2,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,,
24,1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,1,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,24,2,24,24,24,24,24,24,24,24,24,1,24,24,,
2,24,24,24,24,24,24,3,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,,
14,23,23,23,6,23,23,4,23,13,23,13,13,23,13,1,13,6,13,23,23,23,23,4,,
1,24,1,1,24,24,24,1,1,24,1,1,1,1,1,24,1,24,1,1,1,1,1,1,,
17,24,2,12,21,22,20,11,13,23,16,6,8,10,5,19,15,18,9,7,4,1,14,3,,
1,24,8,16,13,14,12,15,19,23,11,7,17,9,10,5,18,4,6,3,22,2,20,21,,
1,24,2,7,24,24,24,5,24,24,24,24,24,24,24,24,4,24,24,6,24,24,3,24,,
11,22,5,13,19,23,20,12,8,21,9,2,4,3,17,24,4,18,15,16,10,1,14,6,,
24,24,8,2,24,11,24,13,24,10,12,2,24,5,6,24,9,24,7,14,24,2,24,1,,
7,14,8,4,15,20,21,12,6,18,13,11,2,5,9,17,16,24,1,22,2,19,23,10,,
24,4,8,20,15,17,12,6,22,13,16,7,23,14,18,3,5,1,10,9,21,2,11,19,,
1,15,13,19,9,7,18,24,22,17,12,14,2,5,8,4,23,16,3,20,11,10,6,21,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,,
24,24,6,24,10,24,24,24,24,24,5,24,2,24,7,4,24,1,9,8,24,24,24,3,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,,
1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
1,24,1,1,24,24,24,1,1,24,1,1,1,1,1,24,1,24,1,1,1,1,1,1,,
