rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,Num Cands,Num Seats
12,12,12,12,12,1,12,12,12,2,3,12,12.0,Unknown
1,12,12,12,12,2,12,12,12,3,12,12,,Unknown
7,2,12,5,12,6,10,8,9,4,1,12,,Unknown
4,9,11,1,12,2,10,7,6,5,3,8,,Unknown
1,5,11,9,12,3,10,7,8,4,2,6,,Unknown
7,12,8,2,4,1,9,10,11,3,5,6,,Unknown
1,8,12,7,12,2,3,5,6,4,2,9,,Unknown
6,7,10,9,12,1,11,4,5,2,3,8,,Unknown
7,3,11,6,12,2,9,5,4,1,8,10,,Unknown
3,4,8,6,7,9,5,10,1,11,2,12,,Unknown
5,6,12,3,9,1,10,7,8,4,2,11,,Unknown
2,6,3,11,7,10,9,12,5,1,8,4,,Unknown
3,9,11,10,12,1,8,5,7,2,6,4,,Unknown
4,6,11,5,10,3,8,12,7,1,2,9,,Unknown
4,7,11,5,12,1,10,6,8,2,3,9,,Unknown
8,9,12,3,5,1,6,11,7,2,4,10,,Unknown
5,8,11,1,12,3,9,6,7,2,4,10,,Unknown
5,6,11,12,1,4,9,10,10,2,2,3,,Unknown
2,6,12,10,11,3,7,5,4,9,1,8,,Unknown
1,1,12,1,12,1,12,1,1,1,1,12,,Unknown
4,3,9,8,11,10,7,6,1,12,2,5,,Unknown
4,5,8,9,7,2,5,3,3,1,2,6,,Unknown
1,7,6,3,4,10,5,9,8,2,12,11,,Unknown
7,8,11,4,12,5,2,6,10,1,3,9,,Unknown
12,12,12,12,12,12,12,2,3,1,12,12,,Unknown
3,5,12,6,11,4,10,8,7,2,1,9,,Unknown
6,7,12,8,11,1,5,4,3,2,10,9,,Unknown
12,12,12,3,2,1,12,4,12,12,5,12,,Unknown
12,12,1,12,12,12,12,12,12,12,12,12,,Unknown
2,3,9,10,6,8,11,5,1,12,4,7,,Unknown
3,7,12,12,12,1,12,5,6,2,4,8,,Unknown
4,7,10,11,12,2,9,6,8,1,4,5,,Unknown
1,6,11,4,7,3,9,10,5,2,12,8,,Unknown
10,3,12,5,12,3,12,5,4,1,2,10,,Unknown
6,5,12,8,11,2,9,4,10,3,1,7,,Unknown
1,8,12,6,10,11,9,4,7,3,2,5,,Unknown
