rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,Num Cands,Num Seats
5,1,6,7,8,2,9,4,3,9.0,1.0
8,2,7,5,3,6,4,9,1,,
5,1,6,9,7,2,8,4,3,,
9,4,1,5,2,7,8,3,6,,
6,1,4,8,9,3,7,6,2,,
4,1,3,9,8,2,7,6,5,,
3,2,6,1,5,7,9,4,8,,
4,3,1,8,2,9,7,5,6,,
4,3,8,1,6,7,9,2,5,,
7,1,6,4,8,9,5,3,2,,
9,1,4,3,6,8,2,7,5,,
2,1,2,9,9,9,9,2,2,,
8,5,6,1,3,9,7,2,4,,
9,1,9,9,9,2,9,9,9,,
3,1,3,9,4,9,4,2,2,,
6,1,4,3,5,3,7,4,2,,
7,3,6,1,4,2,8,5,9,,
7,1,8,2,4,5,3,6,9,,
3,1,6,9,8,5,7,4,2,,
3,1,4,2,6,7,5,8,9,,
3,2,6,8,5,7,9,4,1,,
7,1,6,9,8,2,4,5,3,,
3,1,4,8,6,5,9,7,2,,
1,2,7,9,3,6,4,8,4,,
6,1,3,8,9,2,7,5,4,,
4,1,9,7,5,8,6,3,2,,
9,1,3,4,9,2,9,9,4,,
6,4,6,2,5,1,3,6,6,,
9,4,6,7,3,2,1,5,8,,
9,1,4,9,9,2,9,9,3,,
6,1,4,9,8,2,7,5,3,,
9,1,5,9,9,3,9,4,2,,
7,1,8,6,3,5,9,2,4,,
7,1,6,9,8,5,4,2,3,,
6,1,5,2,8,7,9,4,3,,
8,2,1,3,4,5,9,7,6,,
3,9,8,6,2,4,1,5,7,,
3,1,4,9,8,2,5,7,6,,
6,1,4,7,8,2,9,5,3,,
8,1,5,7,6,3,9,4,2,,
3,1,2,8,5,6,9,7,2,,
6,1,7,9,4,3,8,2,5,,
4,7,1,3,2,8,9,5,6,,
6,1,2,7,4,5,3,4,8,,
8,1,4,6,2,5,3,7,9,,
