rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,Num Cands,Num Seats
1,2,3,4,9,8,5,6,7,9.0,1.0
1,5,8,2,7,6,4,9,3,,
9,3,9,9,9,2,1,9,9,,
3,2,4,7,8,1,5,9,6,,
6,1,1,6,6,4,1,4,6,,
2,5,7,1,8,9,4,6,3,,
9,3,9,9,9,2,1,9,9,,
5,7,4,8,2,1,9,3,6,,
9,9,1,9,9,2,3,4,9,,
2,1,1,9,9,1,9,8,9,,
5,2,1,6,7,9,4,3,8,,
4,4,5,4,5,4,1,3,2,,
8,4,2,9,5,1,3,6,7,,
9,4,5,7,6,1,2,3,8,,
9,9,1,9,9,1,2,9,9,,
7,8,2,6,1,4,9,3,5,,
2,1,9,4,4,3,1,4,7,,
7,2,8,9,1,7,9,9,9,,
7,4,3,9,7,1,1,2,9,,
5,8,5,5,9,8,8,1,9,,
1,2,7,6,4,9,1,5,8,,
9,3,6,8,9,2,1,5,4,,
9,9,9,9,9,1,9,9,1,,
7,6,5,4,2,3,1,8,9,,
4,5,2,5,3,1,5,5,4,,
1,1,9,9,9,1,9,9,9,,
9,1,1,9,9,1,9,9,9,,
4,3,5,7,8,2,1,9,6,,
4,3,6,1,2,2,5,6,1,,
1,3,4,9,9,2,9,9,9,,
4,3,3,9,9,1,3,9,9,,
8,6,3,4,9,1,2,5,7,,
8,2,6,4,1,5,7,3,9,,
3,5,6,2,8,9,4,7,1,,
9,1,1,9,1,1,1,9,9,,
2,3,1,7,6,5,9,4,8,,
9,9,2,9,9,1,2,9,9,,
1,3,5,6,8,2,9,4,7,,
8,2,9,1,6,3,7,5,4,,
4,6,7,8,3,1,2,5,9,,
9,3,9,9,5,2,4,1,9,,
9,3,5,9,9,4,2,1,9,,
4,9,9,4,3,2,9,9,1,,
3,4,6,7,8,2,9,5,1,,
4,2,6,6,6,5,1,3,6,,
3,6,6,3,3,1,6,9,2,,
