rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,Num Cands,Num Seats
2,11,9,2,2,1,2,9,12,2,13,2,2,13.0,Unknown
3,7,6,8,4,5,9,11,13,10,12,1,2,,Unknown
13,13,13,13,13,1,13,13,13,13,2,13,13,,Unknown
2,5,10,8,3,9,4,11,13,7,12,1,6,,Unknown
5,3,10,7,6,9,8,11,13,1,12,2,4,,Unknown
4,11,10,2,6,12,5,10,10,7,13,3,1,,Unknown
4,11,6,12,7,11,3,9,10,5,8,1,2,,Unknown
3,13,2,3,3,1,3,2,13,3,1,3,3,,Unknown
7,12,10,7,7,1,7,11,13,7,9,7,7,,Unknown
4,10,11,3,8,5,2,1,12,6,13,7,9,,Unknown
5,1,4,11,12,2,8,10,13,7,9,6,3,,Unknown
3,11,9,6,2,8,5,10,13,4,12,7,1,,Unknown
4,1,3,5,10,12,8,2,11,9,7,6,13,,Unknown
1,9,10,5,3,8,7,11,12,4,13,6,2,,Unknown
11,1,3,6,10,1,11,7,12,10,12,5,6,,Unknown
6,9,3,2,4,8,12,7,13,5,10,11,1,,Unknown
6,12,9,7,1,8,5,10,13,2,11,4,3,,Unknown
3,1,4,7,9,11,6,12,2,8,13,10,5,,Unknown
5,13,9,3,4,12,7,7,11,6,10,2,1,,Unknown
7,11,2,10,8,1,9,3,13,6,12,5,4,,Unknown
6,9,11,5,1,8,7,12,13,4,10,2,3,,Unknown
9,5,4,8,3,1,10,11,12,7,13,2,6,,Unknown
3,12,9,2,5,7,6,8,10,11,13,4,1,,Unknown
5,11,1,8,2,4,10,9,13,6,12,3,7,,Unknown
1,11,9,1,1,2,1,9,12,1,13,1,1,,Unknown
7,11,4,8,5,1,13,3,9,6,10,2,12,,Unknown
8,2,1,6,10,4,9,3,13,11,12,7,5,,Unknown
2,12,9,4,7,13,3,8,10,6,11,1,5,,Unknown
1,5,2,10,13,6,11,9,7,12,3,4,8,,Unknown
5,9,10,2,7,4,6,11,12,3,13,8,1,,Unknown
7,3,4,12,5,2,11,6,1,10,13,8,9,,Unknown
11,2,1,11,11,3,11,1,12,11,13,11,11,,Unknown
13,13,1,13,13,1,13,1,13,13,13,13,13,,Unknown
6,5,13,1,8,4,3,13,13,7,13,13,1,,Unknown
13,13,13,13,13,13,13,13,13,2,13,13,1,,Unknown
2,3,11,7,8,4,6,12,13,9,1,10,5,,Unknown
3,10,12,3,3,1,2,12,13,2,9,2,2,,Unknown
3,13,8,7,6,4,12,10,11,2,9,5,1,,Unknown
6,12,9,3,4,11,7,10,13,5,8,2,1,,Unknown
11,3,1,11,11,1,11,1,12,11,13,11,11,,Unknown
