rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,Num Cands,Num Seats
6,15,15,15,15,1,15,15,15,15,15,15,15,15,15,15.0,1.0
2,15,3,15,4,15,5,15,15,15,15,15,1,15,5,,
2,3,3,6,1,3,3,5,3,3,3,3,3,3,4,,
12,13,8,4,1,5,7,3,15,14,6,11,9,10,2,,
7,7,7,5,4,3,1,6,15,13,7,14,7,7,2,,
5,8,9,1,6,7,11,1,15,15,4,15,9,10,3,,
11,9,7,2,12,4,10,1,13,13,3,13,6,8,5,,
11,13,15,3,6,1,2,5,15,14,7,12,9,8,4,,
11,5,13,3,4,1,7,2,15,12,9,14,10,6,8,,
6,6,5,4,1,6,6,3,6,6,6,6,6,6,2,,
9,6,10,13,4,1,2,8,15,12,7,14,11,5,3,,
5,8,10,1,6,7,11,9,15,15,4,15,2,12,3,,
8,6,12,9,11,1,3,7,15,15,2,15,10,5,4,,
12,11,6,6,15,1,10,7,6,8,14,6,9,13,2,,
15,15,15,1,15,3,15,15,15,15,1,1,15,15,6,,
15,15,15,2,1,5,15,4,15,15,6,15,15,15,3,,
9,10,3,7,4,8,1,5,15,14,2,13,6,11,12,,
15,15,15,15,15,1,2,15,15,15,15,15,15,15,15,,
11,7,5,1,9,12,6,3,15,14,4,13,8,10,2,,
6,9,10,3,15,2,1,4,14,12,8,13,7,11,5,,
15,6,15,2,1,15,15,4,15,15,15,15,15,15,3,,
9,4,7,10,13,2,1,11,15,14,8,12,3,6,5,,
15,15,11,15,5,1,15,15,15,15,12,15,15,15,10,,
9,10,5,8,1,2,13,6,12,11,4,15,3,14,7,,
15,15,15,15,1,2,15,15,15,15,15,15,15,15,15,,
15,15,15,15,15,1,15,15,15,15,15,15,15,15,15,,
11,12,10,7,4,1,5,8,13,15,6,15,3,2,9,,
15,15,15,15,1,1,15,15,15,15,2,15,15,15,15,,
3,12,4,11,1,6,2,9,13,14,5,15,7,10,8,,
15,15,15,15,1,15,15,15,15,15,15,15,15,15,15,,
3,15,15,15,1,2,15,4,15,5,15,6,15,15,15,,
3,7,8,9,12,5,1,10,15,13,2,14,6,4,11,,
10,11,6,5,1,4,3,7,15,14,2,13,8,12,9,,
6,5,9,10,1,12,8,11,15,14,4,13,7,3,2,,
15,15,15,15,1,15,3,15,15,15,15,15,15,2,15,,
8,10,11,4,15,3,2,6,12,5,1,13,9,14,7,,
15,15,3,15,1,2,15,7,15,15,3,15,12,15,6,,
15,4,10,5,1,9,2,6,15,15,15,15,8,3,7,,
6,8,12,4,1,5,13,4,15,11,7,3,10,9,2,,
15,15,14,4,2,1,2,3,15,15,15,15,14,15,15,,
15,15,15,3,1,15,2,3,15,15,15,15,15,15,15,,
14,1,11,4,7,6,8,2,15,13,12,10,10,9,5,,
15,15,15,15,1,15,15,15,15,15,15,15,15,15,15,,
15,14,10,12,1,11,8,13,15,15,6,2,7,9,15,,
10,15,15,15,2,1,5,15,15,15,4,15,7,4,3,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
15,15,15,15,4,1,3,1,15,15,15,15,15,15,5,,
15,15,10,15,1,1,9,15,15,15,5,15,15,15,15,,
7,10,2,9,12,1,8,11,14,13,3,15,4,5,6,,
11,12,9,5,10,2,6,3,15,14,1,13,7,8,4,,
15,15,15,15,1,2,15,15,15,15,15,15,15,15,15,,
15,7,15,15,1,10,15,5,15,4,15,15,15,15,15,,
5,3,6,12,11,2,9,13,7,14,10,15,8,4,1,,
15,15,15,15,1,15,15,15,15,10,14,13,2,15,15,,
15,15,15,15,1,2,3,15,15,15,15,15,4,15,15,,
