rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,Num Cands,Num Seats
9,1,9,9,9,9,9,9,9,9.0,1.0
9,9,9,9,9,9,9,1,9,,
9,1,9,9,9,9,9,9,9,,
9,1,9,9,9,9,9,9,9,,
9,9,9,9,9,9,1,9,9,,
9,1,9,9,9,9,9,9,9,,
9,9,9,9,9,9,1,9,9,,
9,9,9,9,9,9,1,9,9,,
1,9,9,9,9,9,9,9,9,,
7,9,6,4,2,5,1,3,8,,
3,9,9,9,9,9,1,9,2,,
9,1,9,9,9,9,9,9,9,,
8,3,2,1,9,5,4,7,6,,
9,9,9,9,9,9,1,9,9,,
9,9,9,9,9,9,9,1,9,,
2,3,9,9,9,9,9,9,1,,
9,3,5,6,4,2,7,1,8,,
9,1,9,9,9,9,9,9,9,,
2,4,9,1,6,9,9,3,5,,
9,1,9,9,9,9,9,9,5,,
6,8,2,4,7,5,9,1,3,,
9,9,9,9,9,9,1,9,9,,
9,9,9,1,9,9,9,9,9,,
9,9,9,9,9,9,1,9,9,,
9,9,9,9,9,9,1,9,9,,
9,1,9,9,9,9,9,9,9,,
1,9,9,9,9,9,9,9,9,,
9,9,9,9,9,1,9,9,9,,
9,9,9,9,9,9,1,9,9,,
1,7,3,2,9,4,6,5,8,,
9,1,9,9,9,9,9,9,9,,
7,5,7,8,4,3,9,1,9,,
9,1,9,9,9,9,9,9,9,,
9,1,9,9,9,9,9,9,9,,
5,7,4,3,8,6,1,2,9,,
5,1,7,9,3,8,2,4,6,,
9,1,7,9,9,9,4,9,9,,
9,1,9,9,9,9,9,9,9,,
9,9,9,9,9,9,9,9,1,,
9,9,9,9,9,9,9,9,1,,
9,9,9,9,9,9,1,9,9,,
9,9,9,9,9,9,1,9,9,,
1,9,9,9,9,9,9,9,9,,
9,9,9,9,9,9,1,9,9,,
9,9,9,9,9,9,1,9,9,,
9,1,9,9,9,9,9,9,9,,
7,2,6,3,1,4,9,8,5,,
9,1,9,9,9,9,9,9,9,,
9,2,9,4,1,9,9,9,3,,
9,9,9,9,9,9,1,9,9,,
9,9,9,9,9,9,1,9,9,,
9,9,9,9,9,9,9,9,1,,
9,9,9,9,9,9,9,9,1,,
9,9,9,9,9,9,9,9,1,,
9,2,3,4,5,9,1,6,7,,
9,9,9,9,9,9,1,9,9,,
9,9,9,9,9,9,1,9,9,,
6,2,9,2,1,9,9,5,3,,
9,9,9,9,1,9,9,9,9,,
3,9,2,6,7,4,1,5,8,,
1,9,9,9,9,9,9,9,9,,
9,1,9,9,9,9,9,9,9,,
9,9,9,9,1,9,9,9,9,,
