rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,Num Cands,Num Seats
2,8,7,3,4,1,9,5,6,9.0,Unknown
3,7,6,1,4,2,9,8,5,,Unknown
5,7,6,8,3,1,9,2,4,,Unknown
3,9,1,5,6,7,2,8,4,,Unknown
3,2,4,1,4,6,6,5,4,,Unknown
3,9,5,9,1,2,9,9,4,,Unknown
3,7,4,8,5,6,1,2,9,,Unknown
4,6,8,2,5,9,1,3,8,,Unknown
1,5,2,9,4,9,9,9,3,,Unknown
5,7,6,4,2,9,1,2,8,,Unknown
6,4,9,3,8,7,1,2,5,,Unknown
7,8,6,4,9,4,1,2,4,,Unknown
3,1,2,9,9,9,5,9,4,,Unknown
5,5,3,2,3,1,6,9,8,,Unknown
4,7,6,7,5,1,2,3,7,,Unknown
6,1,2,4,9,8,7,5,3,,Unknown
5,7,8,4,9,3,1,6,2,,Unknown
6,1,5,3,8,2,7,4,9,,Unknown
5,8,6,7,3,9,1,2,4,,Unknown
1,3,4,6,2,9,5,8,7,,Unknown
7,9,5,3,7,4,1,2,6,,Unknown
1,6,4,5,7,9,3,2,8,,Unknown
2,9,9,9,9,9,1,9,3,,Unknown
4,7,5,3,2,8,6,9,1,,Unknown
7,6,3,2,4,4,9,1,8,,Unknown
2,3,3,2,1,2,3,2,9,,Unknown
7,8,9,1,5,2,4,3,6,,Unknown
4,1,6,8,9,7,2,5,3,,Unknown
2,1,9,9,2,9,2,9,9,,Unknown
9,9,9,9,9,9,9,1,9,,Unknown
4,7,8,2,5,3,6,1,9,,Unknown
5,6,9,2,9,4,1,9,3,,Unknown
3,3,1,9,6,8,2,2,7,,Unknown
1,3,9,7,8,6,4,5,2,,Unknown
3,7,5,9,1,4,2,6,8,,Unknown
6,8,7,4,2,1,9,5,3,,Unknown
