rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,Num Cands,Num Seats
20,6,14,13,26,12,21,16,8,11,2,9,3,4,22,7,17,1,10,15,25,24,5,18,19,23,26.0,1.0
22,5,8,13,14,7,21,9,23,26,4,10,24,3,17,25,11,2,1,6,19,20,12,16,15,18,,
26,2,26,26,26,26,26,26,26,26,5,26,26,26,3,26,26,1,26,26,26,26,26,26,4,26,,
13,18,4,2,11,15,6,5,8,6,11,3,9,15,16,8,3,17,1,11,11,14,12,7,10,7,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,,
2,3,3,3,4,2,3,4,4,4,4,2,4,4,3,4,4,1,1,2,4,4,2,4,3,4,,
20,2,11,11,19,1,3,11,15,24,23,11,26,23,19,25,13,6,11,11,21,14,16,19,4,5,,
16,12,11,21,5,13,7,17,9,8,19,14,26,18,25,15,23,1,3,22,10,20,24,4,2,6,,
19,1,18,11,6,2,22,7,21,15,24,13,25,17,20,23,10,26,3,12,14,8,9,5,4,16,,
15,3,6,7,20,5,23,21,19,10,13,4,12,26,8,16,2,1,9,11,17,18,25,14,22,24,,
15,4,15,6,15,3,16,15,24,2,24,7,24,26,15,24,25,1,5,8,24,24,15,15,24,24,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,,
26,26,26,9,26,3,26,26,26,26,26,6,26,26,26,26,26,1,4,13,26,26,8,26,3,5,,
15,3,11,11,24,8,6,11,15,4,26,11,25,2,10,23,9,1,5,11,22,15,15,15,11,7,,
26,2,26,6,26,6,8,26,26,26,26,1,26,26,26,4,26,26,6,3,26,26,26,26,26,26,,
26,9,4,8,10,2,16,6,3,26,26,7,26,26,26,26,5,26,1,12,26,26,13,11,14,15,,
23,16,8,7,22,13,2,21,10,1,26,4,12,19,14,9,5,6,17,15,3,11,24,20,25,19,,
23,6,19,17,8,9,23,19,2,3,1,5,4,25,20,15,26,10,12,14,16,13,18,11,7,24,,
26,26,26,26,26,26,26,26,3,2,26,26,26,26,5,26,26,1,26,26,4,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
4,16,1,3,23,13,8,17,15,14,22,11,9,25,20,7,6,2,12,24,26,19,5,21,18,10,,
26,2,3,7,26,5,26,26,26,26,26,26,26,26,26,26,26,1,26,6,26,26,26,4,26,26,,
26,2,26,26,26,26,1,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
24,2,9,3,8,6,14,16,13,11,19,4,23,26,15,23,12,1,7,5,21,18,22,17,10,21,,
11,2,4,4,8,3,10,7,6,10,4,3,8,2,11,5,9,1,2,6,7,6,9,8,5,10,,
24,1,15,8,15,8,23,16,23,26,23,8,23,23,2,9,15,3,8,8,23,23,15,15,15,25,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,26,,
26,2,11,11,11,11,26,11,26,26,26,11,26,26,26,26,11,1,11,11,26,26,26,11,26,26,,
17,23,9,9,16,10,26,12,18,26,19,6,24,4,11,21,15,1,14,13,5,8,7,22,3,20,,
25,16,22,22,24,17,21,22,24,24,24,19,24,24,16,15,20,24,22,22,23,24,18,24,24,24,,
18,5,4,3,16,8,10,9,21,19,24,2,12,23,17,26,22,25,1,11,6,13,20,7,14,15,,
26,3,26,26,26,3,26,4,26,26,26,26,9,26,26,8,26,1,26,7,26,26,26,5,6,26,,
26,2,7,8,11,3,26,9,4,26,14,5,26,26,26,26,10,1,6,12,26,26,13,11,26,26,,
