rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,Num Cands,Num Seats
1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2,32,32,32,32,32,32,32,32,32,32.0,1.0
32,32,32,32,32,2,32,32,32,32,32,32,1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,3,,
19,7,10,25,31,21,2,8,30,17,5,9,17,6,32,25,20,27,23,13,15,18,14,1,28,26,24,11,12,22,4,3,,
31,10,11,29,29,19,19,3,25,9,29,19,32,19,12,20,6,14,25,7,1,17,4,30,15,29,8,13,5,25,11,2,,
32,32,3,32,32,32,32,32,32,1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2,32,32,32,32,32,,
17,9,10,27,21,19,28,12,14,32,4,25,24,15,18,27,23,26,2,22,11,30,5,1,26,20,8,7,3,13,16,6,,
12,32,32,32,32,32,13,8,9,32,7,32,32,32,3,32,10,32,32,32,4,32,5,11,6,32,1,32,32,32,2,32,,
18,18,18,32,32,18,2,18,32,18,32,18,32,18,32,32,18,32,32,32,18,32,18,18,32,32,3,18,18,18,1,18,,
32,32,32,32,32,32,1,32,2,32,4,3,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
32,32,4,32,32,32,32,32,5,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32,32,2,32,3,32,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2,32,32,32,32,2,32,3,32,32,32,32,32,,
32,32,32,32,32,32,32,32,1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
31,12,1,28,24,20,19,1,22,14,32,18,1,30,1,13,17,1,3,1,16,26,11,21,27,29,2,15,10,23,10,25,,
32,8,32,9,32,5,4,10,7,32,11,1,32,32,32,32,2,32,3,32,32,32,32,6,32,32,32,32,32,32,32,32,,
2,32,32,1,32,32,7,3,32,32,32,6,32,5,32,32,32,32,4,32,32,32,32,32,32,32,32,32,32,32,32,32,,
32,5,11,14,32,32,6,32,3,32,32,4,10,32,32,32,32,32,2,32,32,6,9,1,32,32,5,32,13,32,13,32,,
32,10,2,32,1,31,32,32,32,32,5,32,32,32,32,32,32,32,32,32,32,32,32,29,32,32,7,32,3,32,32,32,,
8,32,9,27,26,2,11,5,31,6,7,14,22,16,24,28,19,1,3,22,14,29,23,15,30,25,10,20,13,18,4,21,,
32,32,32,32,6,32,32,32,11,1,7,32,12,32,32,32,3,32,32,5,32,10,32,32,14,32,4,32,32,32,32,2,,
4,32,2,5,32,32,32,32,32,32,32,32,32,6,31,32,32,32,3,31,32,32,31,32,32,32,1,32,7,32,32,32,,
32,32,32,32,32,32,1,32,3,32,32,32,32,32,32,32,32,32,32,32,32,2,32,32,32,32,32,32,32,32,32,32,,
32,32,32,32,32,32,1,32,32,32,32,32,32,32,32,4,32,32,32,32,32,3,32,2,32,32,32,32,32,32,5,32,,
30,30,7,30,30,4,2,30,8,8,30,1,30,30,30,30,5,30,5,30,30,30,7,3,30,30,7,30,7,30,7,8,,
32,32,32,32,32,3,32,32,32,32,32,2,32,32,32,32,32,32,32,32,32,1,32,4,32,32,32,32,32,32,32,32,,
32,32,32,32,32,32,32,32,5,32,32,32,32,32,32,32,32,32,32,32,32,32,1,2,32,32,4,32,32,32,3,32,,
8,30,20,8,30,30,30,20,1,30,30,30,30,30,20,30,30,30,30,5,32,32,30,30,30,30,5,5,3,30,30,30,,
2,32,32,1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
32,32,32,32,32,32,1,32,32,32,32,32,32,32,32,32,32,32,2,32,32,3,32,32,32,32,32,32,32,32,32,32,,
32,32,32,32,32,32,32,32,1,32,32,32,32,2,32,32,32,32,32,3,32,4,32,32,32,32,32,32,32,32,32,32,,
32,31,31,32,31,32,32,31,4,31,31,32,31,31,31,31,31,31,31,31,31,1,31,31,31,31,2,31,3,31,31,31,,
