rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,Num Cands,Num Seats
32,32,3,32,32,32,32,32,32,4,32,32,6,32,32,32,32,1,32,32,32,32,32,32,32,32,2,32,5,32,32,32,,
32,32,1,32,32,32,32,32,32,32,32,32,32,32,3,32,32,1,32,32,32,4,32,32,32,32,32,32,32,32,32,32,,
32,32,32,32,32,32,1,32,3,32,32,32,32,32,32,32,32,32,2,32,32,32,32,32,32,32,32,32,32,32,32,32,,
20,17,15,32,32,19,9,8,2,4,1,18,20,3,32,32,20,22,21,11,6,32,14,10,32,32,32,16,5,7,12,13,,
32,32,4,32,32,32,32,32,5,32,1,32,7,32,32,32,32,32,32,32,32,32,32,32,32,32,30,32,32,32,4,32,,
11,13,14,11,30,7,1,12,6,31,11,8,3,23,27,25,18,24,4,21,22,5,28,2,32,29,26,17,16,19,15,20,,
2,32,32,4,32,32,2,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32,32,32,32,32,32,,
32,32,3,32,32,32,32,32,32,32,32,32,1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2,,
23,10,14,29,29,30,9,2,3,6,28,31,1,11,13,27,20,4,22,22,20,27,17,19,27,32,21,8,15,7,5,8,,
31,31,1,31,31,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,31,31,32,31,31,31,2,31,31,31,4,31,,
32,32,32,32,32,8,32,32,4,32,2,32,6,1,9,32,32,32,7,3,32,32,32,32,32,32,32,32,32,5,32,32,,
32,32,32,32,32,32,1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2,32,32,3,32,32,32,32,32,,
