rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,Num Cands,Num Seats
12,13,8,3,17,9,6,5,18,2,7,14,10,16,1,4,11,15,,
18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,18,18,18,,
18,5,3,18,18,5,5,18,18,1,18,18,4,18,18,2,18,18,,
18,18,18,4,18,18,18,18,18,1,18,2,18,18,18,3,18,18,,
10,14,5,17,7,2,15,16,11,1,3,8,4,8,13,18,6,12,,
2,18,18,1,18,4,1,5,18,3,18,18,18,18,18,18,5,18,,
16,16,16,18,16,16,16,16,1,17,16,16,16,16,16,16,16,16,,
18,18,18,18,18,4,18,3,18,1,18,18,2,18,5,18,18,18,,
18,18,18,4,18,3,18,18,18,1,18,18,18,18,18,2,18,18,,
4,18,18,18,18,2,18,18,18,1,18,18,18,18,18,3,18,18,,
18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,18,18,18,,
5,18,18,4,18,3,18,18,18,2,18,18,18,18,18,1,18,18,,
4,15,15,3,15,5,18,6,17,1,15,15,2,15,16,15,15,15,,
18,18,18,17,3,18,1,18,18,18,18,18,2,18,18,18,18,18,,
18,18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,18,18,,
18,18,18,5,18,2,18,18,18,1,18,4,18,18,18,3,18,18,,
15,15,15,16,15,17,15,15,1,18,15,15,15,15,15,15,15,15,,
6,9,13,2,16,5,14,10,12,1,18,1,3,17,15,7,8,18,,
18,18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,18,18,,
18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,18,18,18,,
18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,18,18,18,,
18,18,18,18,18,1,18,18,18,18,18,18,18,18,18,18,18,18,,
18,18,18,2,18,18,18,18,18,1,18,18,18,18,18,2,18,18,,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1,18,18,,
18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,18,18,18,,
