rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,Num Cands,Num Seats
20,20,20,8,20,20,20,5,3,7,20,20,9,20,6,20,4,20,2,1,20.0,1.0
20,20,20,20,20,20,20,20,2,20,20,20,20,1,20,20,20,20,20,20,,
20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,,
20,2,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,,
20,20,20,5,20,20,20,20,1,20,20,20,3,2,20,4,20,20,20,20,,
20,20,20,5,1,20,20,6,3,20,20,2,20,7,20,20,20,20,20,4,,
20,20,20,20,20,20,20,20,3,20,20,20,20,20,20,2,1,20,20,20,,
20,20,20,4,20,20,20,20,3,20,20,2,20,20,20,20,20,20,1,20,,
20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,,
20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,2,,
20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,,
20,20,6,20,20,20,20,20,20,1,20,20,20,20,5,20,20,20,20,20,,
20,20,20,20,20,20,20,3,2,20,20,1,20,20,20,20,4,5,20,20,,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,1,20,,
20,20,1,20,20,20,20,20,20,3,20,20,20,20,20,20,20,20,2,20,,
20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,,
15,6,20,2,20,15,20,20,1,20,20,15,18,15,20,15,20,5,20,4,,
20,20,20,1,20,20,20,20,20,20,20,20,20,20,2,20,20,20,20,20,,
20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,,
20,20,20,20,20,20,4,5,20,20,20,20,20,20,20,2,3,1,20,20,,
15,17,16,10,19,20,2,4,7,18,13,9,14,6,3,1,5,12,11,8,,
14,19,17,4,20,16,17,18,1,19,9,7,5,15,16,10,15,10,9,2,,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,,
20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,2,20,3,20,,
20,3,20,20,20,20,20,19,20,20,20,20,20,2,10,1,1,20,20,20,,
20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,2,20,20,,
20,20,20,20,20,20,20,20,20,20,20,20,3,20,20,1,20,3,2,4,,
12,9,3,4,18,8,19,20,2,5,14,7,6,17,16,13,11,10,15,1,,
20,20,20,20,20,20,20,20,20,20,20,2,20,20,20,1,3,20,20,20,,
5,14,19,18,6,8,20,17,1,7,12,2,11,15,3,9,13,10,4,16,,
3,20,20,20,20,20,20,20,20,20,20,20,2,20,20,1,20,20,20,20,,
20,20,20,1,20,20,20,20,2,20,20,20,20,20,20,20,20,20,20,3,,
1,11,4,3,20,10,12,19,17,5,14,18,15,16,7,6,2,9,13,8,,
9,16,15,5,19,2,12,1,20,14,13,17,10,18,8,7,11,4,3,6,,
2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,3,,
20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,2,,
20,20,20,20,20,20,20,20,2,20,20,20,20,20,19,20,18,20,20,1,,
20,20,5,3,6,20,20,8,1,7,20,2,20,20,4,20,20,20,20,20,,
19,19,19,20,19,19,19,19,1,4,19,19,19,19,19,3,19,4,19,5,,
12,20,20,20,20,20,20,16,20,20,20,20,20,20,20,1,8,20,20,20,,
3,17,11,9,16,20,10,12,1,14,13,2,4,7,2,6,18,15,8,5,,
20,20,20,20,20,20,20,20,1,20,20,16,18,20,20,20,20,19,20,17,,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
20,20,20,20,20,20,20,20,2,20,1,20,20,20,20,20,20,20,20,20,,
6,10,20,12,19,13,18,15,1,17,14,9,5,4,16,8,7,11,2,3,,
4,20,19,15,17,16,18,6,2,14,5,7,3,10,11,8,9,13,12,1,,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,,
1,4,20,8,20,20,20,20,3,20,7,20,20,20,20,2,6,20,20,5,,
20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,10,,
20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,,
20,20,20,20,20,20,20,20,1,20,20,3,20,20,20,20,20,20,4,2,,
