rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,Num Cands,Num Seats
1,4,10,11,11,11,8,6,2,10,9,11.0,1.0
6,10,11,3,5,1,7,8,4,9,2,,
11,11,11,11,11,11,11,11,11,11,11,,
3,5,4,9,7,11,2,8,6,10,1,,
3,5,1,8,7,11,2,6,9,10,4,,
1,5,8,9,6,11,2,4,3,7,10,,
2,3,1,11,8,11,5,4,10,9,10,,
2,5,9,10,4,11,1,7,3,6,8,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,1,11,7,1,11,11,1,1,1,,
2,5,1,11,11,11,3,4,11,6,1,,
3,11,1,11,11,11,2,4,11,11,11,,
2,6,1,10,7,11,3,8,5,9,4,,
2,2,2,11,11,11,3,3,11,10,4,,
11,6,11,5,8,1,11,10,6,11,1,,
2,7,1,5,5,11,1,3,10,6,2,,
2,4,6,9,3,11,1,5,8,7,10,,
9,11,4,8,8,7,2,4,10,4,4,,
1,4,4,11,5,11,2,3,4,3,2,,
4,5,1,6,11,11,3,9,8,7,2,,
11,9,7,1,1,1,11,5,1,7,5,,
1,11,11,11,11,11,11,11,11,11,11,,
1,3,2,11,11,11,3,5,10,11,4,,
3,9,10,7,4,11,5,2,8,6,1,,
1,5,3,10,5,11,4,5,2,8,5,,
2,7,1,11,11,11,3,6,11,5,4,,
4,5,1,11,7,10,3,9,8,6,2,,
10,1,11,4,1,1,3,5,1,1,6,,
1,6,2,9,11,5,3,4,7,8,10,,
6,3,2,8,9,10,5,7,4,1,11,,
1,3,8,9,5,10,11,2,4,6,7,,
8,10,1,4,3,2,11,7,9,5,6,,
2,2,2,11,11,11,3,3,11,10,4,,
1,4,3,10,9,11,5,2,7,6,8,,
1,4,10,8,6,11,3,5,7,9,2,,
11,11,1,11,11,11,11,11,11,11,11,,
1,1,2,6,5,7,3,3,4,5,6,,
2,4,6,4,6,7,1,6,3,5,3,,
4,1,2,9,8,10,5,3,6,7,11,,
5,2,1,10,9,11,4,8,7,3,6,,
1,3,8,9,7,10,5,2,4,11,6,,
3,2,1,8,7,11,4,6,5,9,10,,
2,5,1,10,9,11,3,4,8,7,6,,
4,1,10,9,5,11,8,2,3,6,7,,
3,2,1,10,7,11,4,5,6,8,9,,
4,6,9,8,5,10,11,3,1,7,2,,
4,5,8,10,6,11,2,7,9,3,1,,
1,5,7,9,2,11,8,4,6,10,3,,
2,7,5,10,9,11,1,4,6,8,3,,
6,8,4,9,2,11,7,3,10,5,1,,
