rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,Num Cands,Num Seats
15,4,2,15,15,15,15,15,15,15,15,3,15,15,1,15.0,1.0
8,15,15,1,15,14,13,9,12,11,13,4,10,14,3,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
1,15,15,14,15,15,13,5,15,15,15,15,15,4,15,,
7,13,6,3,8,1,15,2,4,14,5,9,11,12,10,,
2,15,1,15,4,15,7,15,6,5,15,14,15,5,3,,
15,13,11,2,14,1,10,5,6,9,7,4,8,3,12,,
15,15,15,15,15,1,15,3,15,15,15,15,15,15,15,,
15,2,1,15,15,15,15,13,14,15,12,15,10,4,15,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
15,15,15,1,15,15,15,15,15,15,15,4,15,15,3,,
6,7,15,1,14,4,9,2,15,15,8,3,14,14,5,,
15,1,15,15,15,15,15,15,15,15,15,15,15,15,15,,
15,15,15,3,15,15,4,15,15,15,15,1,5,15,2,,
5,3,1,8,2,12,13,14,11,15,7,6,9,10,4,,
3,10,6,2,5,11,4,12,13,15,14,9,8,7,1,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
13,15,7,2,14,8,15,9,15,15,13,1,15,15,3,,
2,12,5,11,4,7,13,10,14,8,9,15,6,3,1,,
15,1,15,15,15,15,15,15,14,15,3,15,2,15,15,,
13,15,15,1,15,14,15,1,1,15,12,15,15,14,13,,
15,2,2,15,15,1,15,1,15,15,15,15,15,15,15,,
15,8,7,12,15,3,13,15,1,3,2,10,7,9,14,,
13,1,4,14,13,5,15,6,13,14,8,2,7,13,2,,
15,15,15,2,15,15,15,1,15,15,15,3,15,15,15,,
1,15,3,13,9,12,8,4,15,6,5,10,11,7,2,,
1,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
2,4,1,13,3,14,10,11,12,9,15,6,7,8,5,,
15,15,15,2,15,3,15,1,15,15,15,15,15,15,15,,
15,1,15,15,15,15,15,15,15,15,15,15,15,15,15,,
15,1,15,15,15,15,15,15,15,15,15,15,15,15,15,,
13,15,13,2,2,1,13,13,12,12,12,3,13,12,13,,
15,15,15,1,15,15,15,15,15,15,15,15,15,3,2,,
4,6,12,13,1,14,11,10,8,9,15,7,3,2,5,,
15,15,15,1,15,15,15,15,15,15,15,3,15,15,2,,
2,15,15,15,15,15,15,15,1,15,15,15,15,15,15,,
15,15,15,1,15,2,15,15,15,15,15,15,15,15,15,,
2,3,13,7,14,10,11,9,4,6,12,5,8,15,1,,
1,15,15,12,15,15,15,15,13,15,15,6,15,8,1,,
7,15,14,2,4,3,12,11,9,10,13,1,6,5,8,,
8,1,4,15,6,13,11,14,10,12,9,2,5,7,3,,
9,15,15,2,10,12,15,11,12,13,15,1,15,6,4,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
15,15,1,8,15,15,15,15,15,15,4,15,15,15,15,,
15,15,14,1,15,15,15,15,15,15,15,3,15,15,2,,
13,13,11,4,1,8,14,15,13,14,15,9,7,2,13,,
15,1,15,15,15,15,15,15,15,15,15,15,15,15,15,,
5,7,1,11,4,2,8,13,10,9,15,3,12,14,6,,
15,15,15,2,15,15,15,1,15,15,15,15,15,15,15,,
15,15,2,15,15,1,15,1,15,15,15,15,15,15,15,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
15,2,15,15,15,15,15,15,3,1,15,15,15,15,15,,
8,13,6,2,5,1,11,15,12,10,14,7,9,3,4,,
15,4,1,3,15,6,5,15,7,15,10,2,8,15,15,,
15,1,15,15,15,15,15,15,15,15,15,15,15,15,15,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
8,7,3,6,10,15,2,13,11,5,14,12,4,9,1,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
