rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,Num Cands,Num Seats
13,13,1,1,13,1,13,13,1,13,13,13,13,13.0,1.0
13,1,9,6,11,2,8,5,10,12,3,7,4,,
13,13,13,13,13,2,13,13,13,13,13,13,1,,
13,13,13,13,13,1,13,1,13,13,13,13,13,,
13,3,13,13,13,13,13,2,13,13,1,13,13,,
2,11,8,4,9,1,10,5,6,7,3,12,13,,
13,13,13,13,13,13,13,13,13,13,1,13,13,,
13,13,4,2,13,1,13,5,13,13,13,3,13,,
13,3,13,4,13,5,13,2,13,13,1,13,13,,
13,1,2,13,13,3,13,1,5,6,3,7,4,,
13,2,1,13,13,13,13,13,13,13,13,13,13,,
13,13,13,13,4,13,2,5,13,1,6,3,13,,
12,13,4,1,9,3,2,10,6,8,11,7,5,,
3,6,10,5,4,11,13,1,9,7,2,12,8,,
10,10,13,13,12,13,13,12,13,13,12,13,13,,
13,13,13,13,2,13,3,4,13,5,13,1,13,,
3,1,13,12,6,9,7,11,4,1,5,8,10,,
5,1,4,9,2,8,6,11,7,3,13,10,12,,
1,13,13,13,13,13,13,2,13,13,13,13,13,,
13,1,12,4,5,11,6,2,10,3,8,9,7,,
5,6,2,1,13,4,10,8,3,12,11,9,7,,
1,1,13,13,13,13,13,13,13,13,13,13,13,,
13,13,13,13,13,13,1,13,13,13,13,13,13,,
13,1,7,10,3,11,5,9,6,8,4,2,12,,
1,6,4,7,7,7,2,5,7,7,7,7,3,,
12,11,1,8,5,6,4,13,3,2,10,7,9,,
1,13,13,2,13,13,13,13,13,13,13,13,13,,
9,13,10,5,3,4,12,2,11,7,1,6,8,,
13,8,13,13,5,13,13,13,13,13,13,13,13,,
10,9,7,3,13,5,12,1,11,8,6,4,2,,
13,11,9,10,2,8,5,3,7,1,12,4,6,,
3,11,8,9,4,10,6,12,13,5,1,7,2,,
9,10,6,3,7,12,11,4,1,13,2,8,5,,
4,13,13,3,13,13,13,2,13,13,1,13,13,,
13,13,8,5,1,13,6,2,13,4,13,3,7,,
2,1,12,12,12,12,12,12,12,12,12,12,12,,
13,1,13,13,13,13,13,13,13,13,13,13,13,,
13,13,13,13,1,13,13,13,13,13,2,13,13,,
1,3,13,13,2,13,4,7,13,4,8,4,13,,
12,11,9,6,2,7,5,8,13,10,3,4,1,,
1,13,13,13,13,13,13,13,13,13,13,13,13,,
