rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,Num Cands,Num Seats
26,26,26,26,26,2,3,26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,,
26,26,26,26,3,2,26,26,26,1,26,26,5,26,26,26,8,7,26,26,26,6,4,26,26,26,,
5,26,26,26,7,1,26,3,2,26,26,26,26,10,26,26,9,8,11,26,6,26,26,26,26,26,,
11,18,6,22,14,1,19,12,4,24,8,26,9,25,17,15,13,7,5,16,2,23,10,20,21,3,,
26,26,26,26,1,26,26,26,26,26,26,26,3,26,26,26,26,26,4,26,26,26,2,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,,
26,11,26,26,11,26,26,26,11,26,26,12,11,2,26,1,3,26,11,11,11,26,11,26,11,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,2,26,1,26,26,26,26,26,26,26,26,26,26,,
23,14,18,24,2,16,5,1,21,9,22,3,17,13,25,26,19,15,6,4,20,12,8,10,7,11,,
4,26,26,7,1,9,3,26,26,13,15,16,18,6,26,5,8,10,17,17,2,11,14,26,26,12,,
26,26,26,26,26,2,26,7,26,26,26,26,3,26,26,6,8,5,26,4,26,26,26,26,26,1,,
26,26,26,26,26,1,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,25,25,1,26,26,26,26,26,26,26,26,,
26,26,1,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,10,26,,
26,26,26,26,26,3,26,26,26,26,26,26,26,26,26,26,1,26,2,26,26,26,26,26,26,26,,
26,26,26,26,26,1,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
23,20,10,20,3,23,3,10,3,10,10,10,1,23,3,1,23,3,3,10,10,10,20,10,10,3,,
26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2,,
26,26,26,26,26,2,3,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,,
26,12,9,21,11,2,14,4,17,22,7,5,20,6,25,1,3,25,8,15,13,16,20,23,18,10,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,26,26,,
25,11,25,25,11,26,1,25,11,25,11,12,11,25,25,25,25,25,11,11,3,25,11,25,11,25,,
26,26,26,26,26,2,26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,,
26,26,26,26,26,4,26,26,26,26,2,26,26,26,3,1,6,8,9,26,5,7,26,26,26,26,,
26,3,26,26,26,1,26,26,26,26,26,26,26,26,26,26,26,2,26,26,26,26,26,26,26,26,,
22,9,15,15,4,25,23,19,21,15,8,16,10,24,15,26,3,1,7,7,2,18,15,18,15,20,,
12,26,26,26,26,26,26,26,26,26,26,26,1,26,12,26,26,26,22,26,26,26,26,26,26,20,,
26,26,4,26,26,7,26,5,26,26,26,26,26,26,8,2,1,6,9,26,3,26,26,26,26,26,,
26,26,26,26,4,3,26,26,26,26,26,6,26,26,26,26,1,26,5,7,26,26,4,26,26,26,,
26,26,26,26,5,23,9,26,26,26,12,26,26,15,26,3,24,20,4,1,7,26,26,26,26,2,,
26,2,26,26,26,1,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
6,26,6,6,25,2,4,6,6,6,6,24,6,6,6,1,3,5,7,25,6,6,25,6,6,6,,
26,26,26,26,5,26,26,26,26,26,26,25,26,26,26,1,2,26,5,5,6,26,5,26,26,26,,
