rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,Num Cands,Num Seats
14,15,15,13,8,1,15,15,7,15,15,15,5,9,11,10,6,4,12,15,3,2,15,15,15,15,,
21,26,26,16,26,5,19,26,6,26,3,26,1,7,26,4,18,20,26,26,2,26,26,26,26,26,,
11,26,26,26,7,4,14,26,13,26,15,26,5,12,8,3,9,10,6,26,1,2,26,26,26,26,,
15,26,26,8,5,9,16,26,12,26,4,26,6,1,13,3,14,11,10,26,7,2,26,26,26,26,,
25,18,13,7,9,10,26,23,5,14,22,17,6,1,11,15,4,2,12,16,3,8,20,21,24,19,,
16,1,26,9,12,3,17,26,7,26,15,26,6,2,13,10,4,14,11,26,8,5,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
16,21,22,13,3,8,14,24,4,5,7,18,12,1,15,11,6,10,17,20,2,9,23,25,26,19,,
26,26,4,6,5,10,26,20,26,1,26,26,15,26,9,7,26,12,14,26,2,3,26,26,26,26,,
25,26,26,1,9,7,13,26,11,26,12,26,3,4,5,8,6,10,24,26,2,10,26,26,26,26,,
26,26,26,26,26,1,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,2,4,10,26,26,6,26,26,26,7,11,26,3,9,14,8,26,5,1,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
19,13,20,15,11,14,26,22,2,9,25,6,3,1,18,4,16,12,17,21,10,7,8,23,24,5,,
26,1,26,6,26,4,26,26,26,3,26,26,26,5,26,26,26,26,26,26,2,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
23,17,12,4,5,14,19,25,13,6,11,10,18,1,3,2,8,9,20,21,15,16,24,26,22,7,,
8,26,26,12,12,1,12,26,26,26,14,26,26,6,7,9,5,12,3,15,2,4,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
7,17,4,23,5,25,6,14,11,22,24,13,18,19,17,26,21,20,3,10,14,1,2,12,8,9,,
25,22,2,7,11,13,23,12,16,1,24,18,15,3,9,4,8,21,14,19,17,5,10,6,26,20,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
25,15,3,4,19,11,26,9,6,2,24,17,7,23,22,5,12,18,21,15,20,1,8,10,15,16,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
8,17,18,11,4,13,20,9,25,2,16,24,26,10,7,14,5,3,23,12,21,1,19,6,22,15,,
26,26,26,3,26,26,26,26,26,26,26,26,26,1,2,26,26,26,26,26,26,26,26,26,26,26,,
7,22,21,6,8,20,19,25,15,13,9,18,10,1,12,5,16,2,11,17,4,3,24,26,14,23,,
8,26,26,3,5,4,26,26,6,26,26,26,7,6,8,2,5,5,8,26,3,1,26,26,26,26,,
26,8,26,1,9,6,26,7,8,13,26,9,26,1,13,5,3,9,18,13,26,4,16,9,9,18,,
19,3,26,25,7,5,10,26,25,26,11,26,26,6,9,23,24,22,8,26,26,2,26,26,1,4,,
12,26,26,26,4,5,26,26,8,26,26,26,26,1,11,2,6,7,10,26,9,3,26,26,26,26,,
26,26,26,4,7,3,26,26,26,26,26,26,26,26,26,6,8,9,5,26,1,2,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,3,26,5,26,26,26,26,26,26,26,26,26,26,2,26,4,26,1,6,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
14,26,26,1,5,12,26,26,6,26,13,26,10,2,8,3,11,7,15,26,9,4,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
