rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,rank36,rank37,rank38,rank39,rank40,rank41,rank42,rank43,rank44,rank45,rank46,rank47,rank48,rank49,rank50,rank51,rank52,rank53,rank54,rank55,rank56,rank57,rank58,rank59,rank60,rank61,rank62,rank63,rank64,rank65,rank66,rank67,rank68,rank69,rank70,rank71,rank72,rank73,rank74,rank75,rank76,rank77,rank78,rank79,rank80,rank81,rank82,rank83,rank84,rank85,rank86,rank87,rank88,rank89,rank90,rank91,rank92,rank93,rank94,rank95,rank96,rank97,rank98,rank99,rank100,rank101,rank102,rank103,rank104,rank105,Num Cands,Num Seats
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105.0,1.0
105,105,105,105,105,105,105,105,2,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,,
105,105,105,105,105,4,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,2,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1,105,2,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,5,105,105,105,105,105,105,4,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,3,105,105,,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1,105,105,105,105,105,2,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,3,4,5,105,105,105,105,105,105,105,105,105,6,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,96,105,105,105,105,4,105,105,105,105,11,105,105,105,105,105,105,105,7,105,105,105,5,105,105,105,105,105,105,6,105,105,105,105,105,8,105,105,20,105,24,105,105,105,105,105,105,105,1,105,105,105,105,21,105,24,105,105,105,105,105,105,105,105,105,105,105,105,105,1,105,105,105,105,105,105,105,105,34,105,105,105,44,105,10,105,105,,
105,105,105,105,105,3,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,2,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,,
102,10,102,102,102,11,102,102,6,102,102,102,102,102,102,102,42,102,102,102,102,103,102,102,102,102,102,3,102,102,102,102,104,102,102,102,102,102,102,102,102,102,102,102,102,102,102,2,102,102,102,7,102,19,9,102,102,42,102,15,102,102,102,102,102,102,102,102,102,102,101,102,102,102,102,102,105,13,102,102,102,102,21,102,14,18,102,102,102,102,102,102,100,102,1,5,102,102,102,102,26,19,15,15,102,,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,4,105,105,105,105,105,3,105,105,105,105,105,105,5,105,105,105,105,105,105,8,105,105,105,105,105,1,105,105,105,105,105,105,105,105,105,2,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,,
105,105,105,105,105,105,105,105,105,51,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,50,105,105,105,105,30,105,105,105,105,105,105,105,105,105,105,105,33,105,45,105,41,33,37,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,47,40,105,43,105,105,105,105,105,105,,
105,105,105,105,105,4,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,3,105,105,105,105,105,105,5,105,105,105,105,1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,5,105,105,105,105,105,10,105,105,105,,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,5,105,105,105,105,105,4,105,105,105,105,1,3,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,2,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,,
105,105,105,105,105,2,105,105,6,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,4,105,105,105,105,9,105,105,105,105,105,105,105,105,105,7,105,105,105,105,8,105,105,105,105,105,105,105,105,105,105,105,105,105,5,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,3,105,105,105,105,105,105,105,105,105,105,105,105,105,1,105,105,105,105,10,105,105,,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,3,105,105,105,105,6,105,105,105,105,105,105,4,2,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,5,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,,
105,105,105,105,1,7,105,105,105,105,105,105,105,105,105,105,105,105,105,105,10,105,105,105,105,105,11,105,105,18,105,16,105,4,105,105,105,105,19,8,105,12,105,105,13,3,105,105,23,17,105,22,105,105,105,105,105,105,105,2,6,105,105,105,105,105,105,105,105,21,105,9,105,14,105,105,105,105,20,105,105,105,105,15,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,5,105,105,,
105,105,105,105,105,105,105,10,3,105,5,105,105,105,1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,8,105,105,105,105,105,105,105,105,105,4,105,105,7,3,105,3,105,105,105,105,105,105,105,6,11,105,105,105,105,14,12,105,105,105,20,105,105,105,15,13,9,105,105,105,13,105,5,2,105,105,105,105,18,105,105,105,13,105,105,105,105,105,20,19,105,105,105,105,105,17,105,105,105,,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,3,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,6,105,105,105,105,105,105,105,105,105,105,105,105,1,105,105,105,105,105,105,105,105,5,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,4,105,105,105,105,105,105,2,105,105,,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,6,105,105,105,105,105,105,105,105,105,105,105,13,105,105,105,105,105,105,105,105,105,14,105,105,7,105,105,105,105,105,105,105,105,105,105,105,105,22,105,105,105,105,105,105,105,105,105,14,105,105,105,105,105,105,105,105,105,105,12,105,105,105,105,7,5,105,105,105,13,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,8,,
105,105,105,105,105,105,105,105,1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,3,105,105,105,105,9,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,7,6,105,105,105,11,105,105,5,105,2,105,105,105,4,1,105,105,105,105,105,105,10,105,105,105,105,105,105,105,105,8,105,105,105,105,105,105,105,105,105,105,105,105,,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,2,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,3,105,105,105,105,105,105,105,105,105,105,105,105,,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,,
