rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,rank36,rank37,rank38,rank39,rank40,rank41,rank42,rank43,rank44,rank45,rank46,rank47,rank48,rank49,rank50,rank51,rank52,rank53,rank54,rank55,rank56,rank57,rank58,rank59,rank60,rank61,rank62,rank63,rank64,rank65,rank66,rank67,rank68,rank69,rank70,rank71,rank72,rank73,rank74,rank75,rank76,rank77,rank78,rank79,rank80,rank81,rank82,rank83,rank84,rank85,rank86,rank87,rank88,rank89,rank90,rank91,rank92,rank93,rank94,rank95,rank96,rank97,rank98,rank99,rank100,rank101,rank102,rank103,rank104,rank105,Num Cands,Num Seats
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,2,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,3,105,105,105,105,105,105,105,105,105,105,105,105,,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,3,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,2,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,,
105,105,105,105,105,5,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,2,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,3,105,105,105,105,105,105,105,105,1,105,105,105,105,105,105,105,105,105,105,4,105,105,105,105,105,105,105,105,105,105,,
103,103,103,103,103,103,103,103,103,103,103,103,103,2,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,105,103,103,103,5,103,103,103,104,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,1,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,15,103,103,103,2,103,103,103,103,103,103,103,103,103,103,103,103,103,,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1,105,105,105,105,105,105,105,105,105,105,105,105,,
10,105,105,105,105,10,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,12,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,11,105,105,105,105,3,8,105,6,105,105,105,105,105,105,8,1,12,105,105,105,2,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1,3,105,105,105,105,105,105,105,105,105,105,3,105,105,105,105,105,105,105,105,105,,
105,105,105,105,105,105,105,105,10,105,105,105,105,105,105,105,105,105,105,105,105,105,105,16,105,105,24,105,1,40,105,105,105,21,105,105,20,105,20,105,105,105,105,105,105,105,105,30,105,105,10,105,105,105,105,105,105,105,105,10,105,10,105,105,105,105,2,105,105,105,105,105,105,105,105,105,105,105,105,10,105,105,105,105,10,105,105,105,105,105,66,105,105,105,10,47,20,24,105,105,105,105,105,105,105,,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,7,105,105,105,105,105,105,105,6,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,7,105,105,105,105,12,105,105,105,105,105,105,105,105,105,105,105,105,105,105,15,105,105,105,105,105,,
105,105,3,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,23,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,15,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1,8,105,105,105,20,105,105,105,105,4,9,105,105,105,105,105,105,105,105,105,105,,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,2,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,,
105,105,105,105,105,2,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,3,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,,
105,105,105,105,105,8,105,105,105,105,105,105,105,105,105,105,105,5,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,6,105,105,105,105,105,105,2,105,105,105,105,105,105,105,105,105,105,105,105,105,105,2,105,105,105,105,105,105,105,105,105,105,3,105,105,105,105,105,105,105,105,105,105,105,105,105,6,105,105,105,105,105,105,105,105,4,105,105,105,105,105,105,105,105,105,105,,
