rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,Num Cands,Num Seats
15,15,15,1,1,1,15,1,1,1,1,15,1,1,15,15.0,1.0
1,1,1,1,1,1,1,1,15,15,15,15,15,15,1,,
15,15,15,1,1,1,15,1,1,1,1,15,1,1,15,,
15,1,1,1,1,1,1,1,1,15,1,15,15,15,15,,
1,1,1,1,1,15,1,15,15,15,15,15,15,15,1,,
6,15,15,8,15,7,15,15,4,2,3,15,5,1,9,,
1,1,1,1,1,1,1,1,15,15,15,15,15,15,1,,
1,1,1,1,1,1,1,1,15,15,15,15,15,15,1,,
1,1,1,1,1,1,1,1,15,15,15,15,15,15,1,,
1,1,1,1,1,1,1,1,15,15,15,15,15,15,1,,
1,1,1,1,1,1,1,1,15,15,15,15,15,15,1,,
1,1,1,1,1,1,1,1,15,15,15,15,15,15,1,,
1,1,1,1,1,1,1,1,15,15,15,15,15,15,1,,
15,15,15,15,1,1,15,1,1,1,1,15,1,1,15,,
15,15,15,15,1,1,15,1,1,1,1,15,1,1,15,,
15,1,1,1,1,1,1,15,1,1,1,15,15,15,15,,
15,15,15,1,1,1,1,1,1,15,1,15,1,1,15,,
1,1,1,1,1,1,1,1,15,15,15,15,15,15,1,,
1,15,1,1,1,1,1,1,1,15,1,15,15,15,15,,
15,15,15,15,1,1,1,1,1,1,1,15,1,1,15,,
1,1,1,1,1,1,1,1,15,15,15,15,15,15,1,,
1,1,1,1,1,1,1,1,15,15,15,15,15,15,1,,
15,15,15,1,1,1,1,1,1,1,1,15,15,1,15,,
15,15,15,1,1,1,15,1,1,1,1,15,1,1,15,,
15,15,15,1,1,1,1,1,1,1,1,15,15,1,15,,
1,1,1,1,1,15,1,1,15,15,1,15,15,15,1,,
15,15,15,15,1,1,1,1,1,1,1,15,1,1,15,,
1,1,1,1,1,1,1,1,15,15,15,15,15,15,1,,
15,1,1,1,1,15,1,1,1,15,15,1,15,15,1,,
1,1,1,1,1,1,1,1,15,15,15,15,15,15,1,,
15,15,15,15,15,15,15,15,1,1,1,15,1,1,15,,
15,1,1,15,1,1,1,15,1,15,1,15,1,1,15,,
1,1,1,1,1,1,1,1,15,15,15,15,15,15,1,,
1,1,1,1,1,1,1,1,15,15,15,15,15,15,1,,
1,15,1,1,1,1,1,15,15,15,15,15,15,15,1,,
1,1,1,1,1,1,1,1,15,15,15,15,15,15,1,,
1,1,1,1,1,1,1,1,15,15,15,15,15,15,1,,
1,1,1,1,1,1,1,1,15,15,15,15,15,15,1,,
1,1,1,1,1,1,1,1,15,15,15,15,15,15,1,,
1,1,1,1,15,1,1,1,15,15,15,15,1,15,1,,
15,15,15,1,1,1,15,1,1,1,1,15,1,1,15,,
15,15,1,1,1,15,1,1,1,1,15,15,1,1,15,,
