rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,Num Cands,Num Seats
2,10,10,1,10,10,10,5,4,3,,
6,1,6,4,6,6,5,6,1,1,,
1,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,1,,
10,1,10,10,10,10,10,3,2,10,,
10,10,10,3,10,10,10,10,2,1,,
10,10,10,10,10,10,10,1,10,10,,
1,10,10,10,10,10,10,10,10,10,,
1,3,6,10,4,8,9,5,2,7,,
1,3,10,10,10,10,10,10,2,10,,
1,2,6,6,6,5,10,6,3,4,,
