rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,Num Cands,Num Seats
10,10,3,10,10,10,10,10,2,1,10.0,1.0
9,10,10,9,1,9,9,9,1,10,,
10,5,1,10,10,2,9,10,4,3,,
7,1,6,10,9,5,8,3,4,2,,
4,10,2,10,3,10,10,10,10,1,,
10,10,10,10,10,1,10,10,10,2,,
10,10,2,10,10,10,10,10,3,1,,
10,10,10,1,10,10,10,2,10,3,,
10,10,10,10,10,10,1,10,10,10,,
10,3,10,1,10,10,2,10,10,4,,
5,5,5,4,3,1,4,4,4,2,,
10,10,10,10,10,10,10,10,10,1,,
10,10,3,10,10,2,10,10,10,1,,
1,2,9,7,10,6,3,8,5,4,,
10,10,10,4,10,3,10,1,10,2,,
2,5,4,10,8,6,9,7,3,1,,
5,6,2,10,8,3,7,9,4,1,,
10,10,10,10,10,10,10,10,1,10,,
10,1,10,10,3,10,10,10,2,4,,
10,10,10,10,10,10,10,10,2,1,,
10,2,10,10,10,10,10,10,3,1,,
3,4,5,10,1,10,10,10,10,2,,
4,2,10,10,6,10,3,10,5,1,,
10,10,10,10,10,10,10,10,10,1,,
10,10,1,2,10,10,10,10,10,1,,
1,10,10,10,10,10,2,10,10,3,,
2,10,10,10,3,10,10,10,10,1,,
5,3,10,10,10,4,10,2,1,10,,
1,10,10,10,3,10,10,10,2,10,,
5,10,3,2,10,10,10,4,10,1,,
10,1,10,10,10,3,10,10,2,10,,
10,10,10,10,10,10,10,1,10,10,,
10,10,10,10,10,10,10,10,1,2,,
10,10,10,1,10,10,10,3,2,4,,
10,10,10,2,10,10,10,10,10,1,,
4,10,5,10,6,10,10,1,3,2,,
10,10,10,10,1,10,10,10,10,2,,
10,10,10,1,10,10,10,10,10,10,,
6,10,3,10,2,4,5,10,10,1,,
3,4,10,2,10,10,10,5,10,1,,
3,10,6,8,5,1,7,9,2,4,,
3,10,10,10,10,10,10,10,1,2,,
1,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,1,,
8,1,7,10,9,5,6,4,2,3,,
4,1,7,9,10,5,8,6,3,2,,
10,10,10,10,10,10,10,10,10,1,,
10,10,10,10,10,2,10,10,10,1,,
1,5,10,3,10,10,10,2,4,10,,
10,10,10,10,10,10,1,10,2,10,,
10,10,10,1,10,10,10,10,10,10,,
1,5,10,4,2,10,10,10,6,3,,
10,10,10,10,1,10,10,10,10,10,,
10,1,10,10,3,10,10,10,2,10,,
10,10,10,1,10,10,10,10,10,2,,
3,10,2,10,10,10,10,10,10,1,,
5,10,5,5,5,5,5,5,1,5,,
10,10,10,10,10,10,1,10,10,10,,
10,10,10,10,10,10,10,10,10,1,,
10,1,10,10,10,10,10,10,10,2,,
4,6,7,9,2,10,8,3,5,1,,
6,4,10,1,5,10,10,10,2,3,,
1,4,10,3,10,10,10,10,2,10,,
1,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,1,10,10,10,10,,
2,10,1,10,10,10,10,10,10,3,,
10,10,10,10,2,10,10,1,10,10,,
10,10,10,1,10,10,10,10,10,10,,
2,1,10,6,4,9,8,7,5,3,,
1,10,10,10,10,10,10,10,10,10,,
10,3,1,10,10,10,10,10,4,2,,
4,3,10,10,1,10,10,10,10,2,,
4,1,10,10,1,10,10,10,3,10,,
2,4,10,10,10,10,10,10,3,1,,
4,4,4,3,4,4,1,4,3,2,,
10,1,8,5,3,8,4,6,9,2,,
3,10,10,1,10,10,10,10,2,10,,
10,2,10,10,10,10,10,10,1,10,,
2,10,10,10,10,3,10,10,10,1,,
10,10,2,10,10,1,10,10,10,3,,
5,4,2,10,8,6,7,9,3,1,,
4,10,10,10,3,10,10,1,10,2,,
7,4,5,2,8,6,9,10,3,1,,
2,1,7,4,5,10,8,6,9,3,,
2,10,10,10,10,10,10,10,10,1,,
1,10,10,10,10,10,10,2,10,10,,
2,2,2,2,2,2,2,2,2,1,,
10,10,10,10,1,10,10,10,10,2,,
4,10,3,1,6,10,7,10,5,2,,
1,3,10,10,10,10,10,10,10,2,,
1,2,5,3,10,10,10,10,4,10,,
10,2,10,10,10,10,10,1,10,3,,
3,5,10,10,10,10,2,10,4,1,,
1,10,10,10,10,10,10,10,10,2,,
2,10,10,10,10,10,4,10,3,1,,
10,2,10,10,10,3,10,10,10,1,,
10,10,1,10,10,10,10,10,10,10,,
2,6,10,3,1,10,10,10,4,5,,
2,4,10,3,1,10,10,10,10,10,,
10,10,10,10,10,10,10,10,2,1,,
10,10,10,10,2,3,10,4,10,1,,
10,10,10,10,10,10,10,10,2,1,,
10,10,10,10,10,10,10,10,10,1,,
3,3,3,3,3,3,3,3,2,1,,
6,5,10,3,10,2,10,10,1,4,,
10,10,3,10,10,10,10,2,10,1,,
2,10,10,10,10,10,10,1,10,10,,
10,2,10,10,10,10,10,10,1,3,,
1,10,10,10,10,10,10,10,3,10,,
1,5,2,3,10,10,4,10,10,10,,
10,10,10,10,10,10,10,1,3,2,,
10,10,10,10,10,2,10,10,10,1,,
10,10,1,10,10,10,10,10,10,2,,
10,10,10,10,10,10,10,10,10,1,,
10,3,10,10,10,10,1,4,2,10,,
1,10,10,10,10,10,10,10,10,2,,
1,10,10,2,10,10,10,10,3,10,,
7,6,10,5,9,2,1,4,3,8,,
1,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,1,10,10,10,,
10,10,10,10,10,10,10,10,1,10,,
1,2,8,9,7,6,10,5,4,3,,
