rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,Num Cands,Num Seats
7,8,3,14,9,12,1,4,5,11,2,10,16,13,6,15,17,17.0,1.0
1,17,17,17,6,4,17,17,5,17,2,17,17,7,3,17,17,,
6,12,7,15,4,2,16,3,5,11,1,9,8,14,10,13,17,,
3,15,8,9,10,1,16,12,11,5,4,13,17,7,2,6,14,,
3,17,17,17,17,1,17,17,17,17,2,17,17,17,17,17,17,,
10,11,9,15,17,5,9,3,4,11,9,15,16,1,9,2,15,,
2,16,4,15,9,1,11,6,7,13,3,14,8,10,5,12,17,,
8,9,14,13,11,6,10,4,1,3,5,12,16,7,17,2,15,,
3,17,9,13,4,2,6,8,11,14,1,10,12,5,7,17,17,,
10,13,8,14,12,2,9,7,5,11,1,17,15,4,3,6,16,,
3,13,4,8,9,2,10,5,11,12,1,16,6,15,7,14,17,,
2,16,4,15,9,1,11,6,7,13,3,14,8,10,5,12,17,,
5,12,4,14,7,1,11,3,6,10,2,16,17,13,9,8,15,,
2,11,4,14,10,12,1,8,6,7,3,13,16,15,5,9,17,,
17,1,1,1,17,17,17,17,17,1,17,17,1,17,17,1,1,,
2,9,5,10,13,4,1,6,12,8,3,11,16,14,7,14,17,,
11,17,5,17,2,3,10,5,17,10,1,17,17,10,10,5,17,,
1,5,10,13,8,2,11,4,7,9,3,16,15,6,14,12,17,,
2,13,7,12,6,1,17,4,9,10,3,16,14,5,8,11,17,,
2,14,12,16,11,1,6,4,5,15,3,8,9,13,10,7,17,,
9,11,6,10,8,1,17,4,3,12,5,15,14,7,2,13,16,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
6,14,9,12,7,1,13,5,16,15,2,8,17,4,3,10,11,,
17,17,7,17,4,2,17,3,17,8,17,17,17,6,1,5,17,,
3,17,8,17,6,1,17,4,9,17,2,17,17,7,5,17,17,,
3,17,7,11,8,1,14,4,6,12,2,13,15,16,5,10,9,,
1,13,6,14,12,3,15,4,9,8,2,16,17,11,5,10,7,,
2,11,8,14,7,1,13,4,16,10,3,12,17,5,6,9,15,,
3,10,7,14,11,1,17,5,8,13,3,12,16,6,4,9,15,,
7,17,5,17,17,2,17,17,17,6,3,4,17,17,1,17,8,,
1,7,10,13,8,2,5,3,12,9,4,16,17,6,14,15,11,,
8,12,2,16,9,1,13,5,11,14,4,15,17,6,3,7,10,,
4,10,15,8,3,1,11,6,13,9,2,14,17,7,5,12,16,,
9,17,12,11,15,2,16,4,5,13,3,10,6,8,1,7,14,,
11,12,6,16,17,7,8,3,1,9,4,14,15,5,2,13,10,,
3,15,4,11,6,2,5,16,7,10,9,14,17,12,1,13,8,,
3,14,5,15,12,1,8,6,4,11,2,7,17,13,9,10,16,,
3,15,10,14,7,1,6,6,16,14,4,5,17,9,2,11,15,,
3,13,6,15,12,1,9,4,2,10,5,7,16,11,8,14,17,,
7,14,9,10,4,2,17,8,3,12,1,11,16,6,5,13,15,,
2,12,13,15,7,10,17,3,9,11,1,16,5,6,4,8,14,,
3,10,7,16,11,1,5,9,8,12,2,6,17,15,4,13,14,,
6,15,2,5,9,3,17,13,4,12,7,16,10,8,1,11,14,,
3,15,7,14,10,5,8,11,2,16,1,9,4,13,6,17,12,,
3,15,13,8,9,1,5,4,6,14,2,7,17,12,10,11,16,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
13,12,7,15,6,4,10,1,2,9,8,16,17,5,3,11,14,,
4,14,6,17,16,1,10,11,7,12,3,15,9,5,2,13,8,,
11,16,6,12,5,3,13,15,10,17,2,7,8,9,1,14,4,,
5,13,1,10,3,4,6,9,15,7,8,11,17,14,2,12,16,,
2,14,4,16,12,1,17,5,6,9,3,7,10,8,13,15,11,,
3,13,12,15,7,1,8,6,4,14,2,9,17,10,5,11,16,,
6,17,7,14,4,1,11,8,12,10,3,13,16,9,2,5,15,,
9,10,13,7,5,1,16,8,4,14,3,12,6,11,2,15,17,,
5,7,10,14,11,1,13,6,2,8,4,16,17,12,3,9,15,,
6,12,8,15,7,2,13,5,3,11,4,14,1,10,9,17,16,,
3,13,5,14,8,11,7,10,16,11,2,15,17,12,1,9,6,,
1,13,10,14,5,7,12,2,6,17,3,16,9,8,15,4,11,,
5,9,10,14,6,3,7,8,1,11,2,16,15,13,4,12,17,,
4,11,9,12,8,1,16,5,6,14,3,13,15,7,2,10,17,,
2,11,7,16,10,5,4,1,6,12,3,13,17,9,15,8,14,,
3,16,5,17,4,2,14,9,8,15,1,10,12,7,6,11,13,,
3,14,10,17,5,6,13,1,4,9,2,15,8,7,16,12,11,,
4,10,5,11,6,1,16,8,9,7,2,12,17,14,3,13,15,,
