rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,Num Cands,Num Seats
31,31,3,31,31,31,31,31,5,31,31,1,31,31,31,31,31,2,31,6,8,31,4,31,31,31,7,31,31,31,31,,
31,31,31,31,31,31,4,31,31,31,31,2,31,31,3,31,31,31,31,31,31,31,31,31,1,31,31,31,31,31,31,,
31,31,31,31,31,31,31,5,31,31,31,31,31,31,31,4,31,31,31,1,7,31,2,31,31,31,6,31,3,31,31,,
31,31,31,31,31,31,31,7,10,31,31,2,31,31,1,31,5,3,9,31,31,31,8,31,4,31,31,31,31,31,6,,
31,5,16,17,19,13,9,31,31,31,18,12,15,31,3,21,2,20,21,11,31,31,6,8,14,31,31,4,10,1,7,,
31,31,31,31,31,2,31,31,31,31,31,31,31,31,31,31,30,31,31,31,31,31,31,31,31,31,31,31,31,31,1,,
31,31,31,31,8,31,9,7,31,31,31,1,31,31,4,31,2,3,31,31,31,31,31,31,5,11,6,31,31,31,10,,
31,31,31,31,31,31,13,3,31,31,16,6,15,8,4,31,7,31,14,11,2,9,1,31,5,31,10,31,12,31,31,,
31,28,19,24,5,8,4,18,15,31,25,9,13,11,3,23,10,26,17,1,14,12,7,31,21,22,2,16,20,27,6,,
31,31,31,31,31,31,31,31,5,31,31,1,31,31,31,31,4,31,31,2,5,31,3,31,5,31,31,31,31,31,31,,
4,31,3,31,5,4,2,31,4,31,5,6,31,31,7,6,31,4,31,1,5,31,31,31,4,5,3,5,6,5,31,,
4,18,14,14,21,1,21,15,14,14,16,17,31,31,14,31,5,21,14,14,31,21,31,3,31,31,21,14,2,22,6,,
17,20,24,8,22,11,13,23,2,31,18,27,16,15,26,25,30,29,6,1,4,14,9,7,28,19,12,5,3,21,10,,
4,2,31,31,31,31,6,31,31,31,3,31,6,31,31,31,31,31,31,1,31,31,31,31,5,31,31,31,31,31,31,,
31,31,31,31,15,31,31,31,7,31,15,31,31,31,31,31,5,31,31,1,31,31,31,31,5,31,2,31,31,31,5,,
3,6,8,31,4,9,11,31,10,31,1,31,31,31,31,31,31,31,31,31,31,31,31,2,31,31,31,5,31,7,31,,
31,31,31,31,31,31,31,10,31,31,31,31,31,31,10,31,31,31,31,31,31,31,31,31,10,31,1,31,15,31,31,,
29,30,16,4,14,28,10,13,11,27,14,3,24,20,1,15,9,7,12,19,22,26,5,31,2,23,8,6,18,25,17,,
31,31,31,31,31,31,31,31,31,31,1,31,2,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,,
1,3,31,31,31,31,31,31,4,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,31,5,31,,
31,31,1,1,31,31,31,31,16,31,31,31,31,31,31,31,31,31,30,20,22,31,25,31,31,31,20,8,10,31,31,,
2,3,4,6,13,10,5,29,8,16,31,12,30,20,14,18,15,11,9,22,9,23,6,7,11,28,17,1,10,21,19,,
7,31,30,30,31,1,12,31,30,31,9,2,30,30,6,30,3,10,30,11,30,30,30,31,5,30,30,8,31,31,4,,
31,31,31,31,4,31,31,31,31,31,31,7,31,31,31,6,31,31,31,3,1,31,5,31,31,31,2,31,31,31,31,,
4,11,8,15,25,6,24,12,18,3,14,30,17,19,29,27,9,13,22,7,23,20,1,2,10,31,16,21,28,26,5,,
31,31,31,31,31,31,31,31,31,31,31,1,31,31,2,31,31,31,31,31,31,31,31,31,3,31,4,31,31,31,31,,
1,31,2,20,3,31,20,20,31,31,20,20,20,31,20,20,20,31,20,20,20,31,31,31,20,20,20,20,20,31,31,,
31,31,31,31,31,31,31,31,31,31,31,1,4,31,1,31,2,31,31,3,31,31,31,31,31,31,31,31,31,31,31,,
1,31,31,31,31,31,31,31,31,31,31,6,2,31,4,31,31,31,31,31,31,31,31,31,31,31,5,3,31,31,31,,
31,31,31,31,31,31,10,9,13,31,11,3,31,12,2,5,4,7,31,8,31,31,31,31,1,31,31,31,31,31,6,,
31,31,31,31,31,31,31,31,31,31,31,1,31,31,3,31,2,31,31,31,31,31,31,31,4,31,31,31,31,31,31,,
31,31,31,31,31,31,31,31,31,31,31,30,31,31,1,31,31,31,31,31,31,31,30,31,31,31,31,31,31,31,31,,
31,31,7,13,5,31,1,14,31,31,8,31,10,31,31,16,12,11,31,2,31,31,31,31,9,31,6,3,4,15,31,,
31,31,31,31,31,31,31,31,31,31,31,1,31,31,2,31,31,31,31,31,31,31,31,31,3,31,31,31,31,31,31,,
25,28,6,16,27,8,13,23,3,31,14,10,17,18,22,11,24,15,1,26,20,19,4,30,12,29,2,21,5,7,9,,
31,31,31,2,31,11,9,10,31,31,31,3,31,7,4,31,12,28,31,14,31,6,1,30,5,8,29,13,31,31,27,,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,2,31,31,31,5,31,31,31,3,31,31,31,31,31,1,,
29,23,11,27,31,25,20,24,2,8,28,7,17,26,6,9,5,4,13,19,15,18,30,22,12,1,14,21,16,3,10,,
8,9,31,11,31,2,5,6,31,4,17,31,31,31,14,2,31,31,31,31,12,31,31,1,31,31,2,1,31,31,3,,
24,24,24,26,24,31,24,24,24,24,25,24,24,3,2,5,24,24,6,24,24,30,1,24,4,24,24,27,28,29,24,,
31,31,31,31,31,31,31,31,31,31,1,31,31,31,1,31,31,31,31,1,31,31,1,31,31,31,1,31,31,31,31,,
31,31,31,31,31,31,31,31,31,31,3,2,31,31,1,31,31,31,31,31,31,31,31,31,4,31,31,31,31,31,31,,
