rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,Num Cands,Num Seats
9,8,10,2,11,3,1,6,5,4,7,11.0,1.0
11,2,11,11,11,5,3,2,4,11,11,,
1,4,8,7,2,9,11,3,10,6,5,,
7,10,11,8,3,1,2,4,6,5,9,,
8,10,7,1,6,2,5,9,3,4,11,,
11,10,7,1,3,8,4,9,5,2,6,,
11,8,6,7,3,4,1,5,2,10,9,,
2,10,11,3,8,4,5,6,1,7,9,,
10,7,5,1,4,2,11,3,8,6,9,,
9,8,6,3,7,1,2,11,4,11,5,,
11,11,11,11,11,1,11,11,11,11,11,,
5,8,9,7,10,2,3,11,4,1,6,,
9,10,11,9,9,1,9,9,9,9,2,,
9,8,2,4,3,8,8,1,8,10,11,,
7,11,8,6,5,4,1,3,2,11,11,,
11,10,10,4,10,2,10,5,1,3,10,,
9,6,7,4,8,7,7,10,4,8,7,,
5,10,7,6,4,3,11,2,1,9,8,,
3,6,10,4,8,9,2,7,1,5,11,,
2,10,9,6,11,6,1,7,8,6,6,,
5,1,5,6,4,3,5,2,4,6,4,,
5,3,7,2,8,1,4,6,9,10,11,,
6,4,11,5,7,1,8,11,2,11,3,,
8,7,11,9,2,3,5,10,1,4,6,,
6,11,5,10,1,7,2,3,4,9,8,,
3,5,10,1,10,2,11,4,10,10,10,,
9,11,3,6,1,5,2,10,4,8,7,,
3,9,7,10,8,4,2,6,5,1,11,,
10,6,5,3,9,8,2,4,1,7,11,,
4,8,1,9,3,5,11,2,10,6,9,,
8,2,3,11,7,7,1,4,9,7,10,,
10,3,6,11,4,8,1,7,5,2,9,,
1,9,4,5,5,11,1,8,1,4,2,,
8,11,3,7,11,5,2,4,6,1,9,,
4,8,7,6,11,5,1,2,3,10,9,,
