rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,Num Cands,Num Seats
6,16,11,9,17,8,18,4,5,19,3,13,12,10,2,14,1,15,7,20,20.0,1.0
10,3,10,10,10,5,4,20,10,20,10,1,10,10,10,5,1,7,10,10,,
17,17,17,17,17,17,17,18,2,19,17,17,17,17,1,17,3,17,17,20,,
19,19,19,3,19,19,19,4,2,19,19,19,19,19,1,19,3,19,19,20,,
13,5,3,4,1,17,12,20,18,11,19,16,6,14,8,2,9,15,10,7,,
13,20,4,1,3,11,19,6,12,2,8,9,14,15,10,17,16,18,7,5,,
1,2,16,11,18,20,4,9,17,6,15,3,14,12,13,5,7,19,10,8,,
20,1,5,19,12,20,20,20,2,20,1,20,20,1,20,20,5,2,20,20,,
2,20,20,3,20,20,20,20,4,20,20,20,20,20,20,20,20,20,20,1,,
10,20,15,1,5,4,17,14,12,7,9,8,13,19,11,16,3,18,6,2,,
20,2,20,1,3,20,20,20,20,20,20,20,20,20,20,20,20,20,3,20,,
9,7,12,17,8,6,2,20,18,19,10,1,11,16,15,3,4,14,13,5,,
18,3,8,7,2,6,10,20,16,19,9,11,12,13,17,5,1,4,14,15,,
11,20,15,6,8,9,16,2,18,7,13,10,3,14,17,12,1,19,4,5,,
9,9,12,1,3,4,10,20,9,19,2,13,16,14,15,11,18,17,9,9,,
4,5,10,11,16,9,7,20,12,3,1,8,18,14,13,6,2,17,15,19,,
9,18,8,3,2,7,16,14,10,12,19,4,1,13,11,17,5,15,6,20,,
20,17,16,3,6,11,15,4,9,1,2,10,12,19,5,14,8,18,7,13,,
2,11,5,13,18,7,12,15,4,20,10,19,14,6,8,9,3,17,16,1,,
5,10,7,13,8,12,4,20,17,3,1,14,9,16,15,2,11,18,6,19,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
20,18,20,20,20,20,20,20,20,20,20,20,20,20,20,19,20,20,20,1,,
5,10,10,4,8,10,10,14,2,9,10,10,7,10,1,10,3,6,10,20,,
12,10,9,7,19,2,3,13,16,5,8,4,20,18,11,1,6,17,14,15,,
13,4,6,1,5,12,8,20,16,20,17,9,18,2,19,3,2,15,1,4,,
20,20,20,20,20,20,20,1,4,20,20,20,20,20,2,20,20,20,20,3,,
11,13,5,4,3,8,12,20,17,14,7,9,15,16,18,6,2,10,1,19,,
2,4,19,19,19,19,7,19,19,20,6,19,19,19,19,3,1,19,19,5,,
1,4,9,8,13,11,10,20,14,19,7,17,18,6,15,5,3,16,12,2,,
20,14,17,1,8,4,13,15,11,3,5,6,19,18,12,10,2,16,9,7,,
20,5,20,20,2,20,20,20,20,20,20,20,20,20,20,1,3,20,4,20,,
15,15,15,1,5,2,13,20,20,3,5,7,16,10,15,13,5,15,19,20,,
4,14,11,13,18,3,12,7,1,20,5,19,16,15,2,6,9,17,8,10,,
