rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,Num Cands,Num Seats
8,3,9,2,6,5,1,7,4,9.0,1.0
7,2,4,1,3,6,5,8,9,,
9,9,9,1,9,9,9,9,9,,
9,2,9,1,9,9,9,3,9,,
9,1,3,2,9,9,9,4,9,,
8,3,2,1,2,9,7,6,9,,
9,4,9,1,3,2,9,5,9,,
9,2,9,1,9,9,3,9,9,,
9,2,9,1,3,9,9,4,9,,
6,2,8,1,4,3,7,5,9,,
8,3,1,2,4,6,5,7,9,,
4,2,5,1,3,9,9,9,9,,
9,3,4,1,2,9,9,9,9,,
6,3,4,1,2,8,5,7,9,,
8,1,3,2,4,8,8,8,9,,
9,9,3,1,2,9,9,9,9,,
9,9,4,1,2,4,9,9,9,,
9,3,2,1,4,5,9,6,9,,
9,2,9,2,1,9,9,2,9,,
7,3,4,1,2,6,5,8,9,,
5,2,4,1,3,9,6,9,9,,
9,5,1,2,7,3,8,6,4,,
9,3,1,2,9,9,9,9,9,,
9,2,5,1,3,9,9,4,9,,
8,3,4,1,2,8,8,8,9,,
9,3,9,2,1,9,9,9,9,,
8,3,4,2,1,7,5,6,9,,
7,2,4,1,3,8,6,5,9,,
9,2,9,1,9,9,9,9,9,,
9,2,9,1,3,9,9,9,9,,
6,9,8,1,6,6,7,2,6,,
8,3,5,1,4,2,7,6,9,,
6,1,3,4,2,5,7,8,9,,
9,3,4,2,1,9,9,9,9,,
9,1,4,2,3,9,9,9,9,,
9,1,2,4,3,9,9,9,9,,
9,2,4,1,3,9,9,9,9,,
8,2,5,1,4,6,3,7,9,,
9,1,9,2,3,9,9,9,9,,
8,2,4,1,3,7,5,6,9,,
9,2,4,1,3,9,9,9,9,,
7,2,5,1,3,4,6,8,9,,
9,9,9,1,9,9,9,9,9,,
