rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,Num Cands,Num Seats
1,1,1,11,1,1,1,1,1,11,1,11.0,1.0
1,1,11,11,1,1,1,1,1,11,1,,
1,1,11,11,1,1,1,1,1,11,1,,
11,2,6,4,11,3,7,1,11,11,5,,
11,1,11,11,11,11,11,1,11,11,1,,
1,1,1,11,1,1,1,1,1,11,1,,
11,11,11,11,11,11,1,11,11,11,11,,
1,1,10,11,1,1,10,1,10,11,10,,
1,1,2,11,1,1,1,1,1,11,1,,
4,5,7,11,11,8,2,1,6,11,3,,
1,1,1,11,1,1,1,1,1,11,1,,
1,1,2,11,1,1,1,2,1,11,1,,
11,1,11,11,11,11,11,11,11,11,1,,
4,3,5,11,6,6,2,1,6,6,5,,
1,1,2,11,1,1,1,1,1,11,1,,
1,1,1,1,1,1,1,1,1,1,1,,
1,1,2,11,1,1,1,1,1,11,1,,
1,1,1,11,1,1,11,1,1,11,1,,
1,1,2,11,1,1,1,1,1,11,1,,
1,1,1,11,11,11,11,11,11,11,11,,
1,1,1,11,1,1,1,1,1,11,1,,
2,5,11,11,4,6,3,1,7,11,8,,
11,11,11,11,11,11,11,1,11,11,11,,
1,1,1,11,1,1,1,1,1,11,1,,
2,7,11,11,5,4,11,1,3,11,6,,
1,1,2,11,1,11,1,1,1,11,1,,
1,1,1,11,1,1,1,1,1,11,1,,
11,11,2,11,11,11,11,11,11,11,1,,
1,1,1,11,1,1,1,1,1,11,1,,
1,1,1,11,1,1,2,1,1,11,1,,
1,1,11,11,1,1,1,1,11,11,11,,
1,1,11,11,1,1,1,1,1,11,1,,
1,1,11,11,1,1,1,1,1,11,1,,
2,4,7,11,9,3,8,1,6,11,5,,
