rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,Num Cands,Num Seats
8,1,5,3,13,11,14,10,6,7,4,9,12,16,2,17,15,17.0,1.0
10,1,8,2,16,4,15,12,9,7,17,11,5,13,3,14,6,,
6,4,17,3,17,7,17,17,5,1,17,17,17,17,2,17,17,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1,,
4,1,7,2,17,17,17,5,8,6,17,17,10,17,3,17,17,,
3,5,17,4,17,17,17,17,17,2,8,17,7,6,1,17,17,,
17,3,17,1,17,5,6,8,17,4,17,17,17,7,2,17,17,,
17,2,17,3,17,17,17,8,7,1,4,17,6,17,5,17,17,,
17,17,17,1,17,17,17,17,17,17,17,17,17,17,17,17,17,,
17,3,17,4,17,17,17,17,5,6,17,7,2,17,1,17,8,,
6,3,17,2,17,8,17,17,17,8,17,17,4,17,1,17,5,,
4,7,17,3,17,17,5,17,8,2,17,17,6,17,1,17,17,,
17,17,17,1,17,17,17,17,17,17,17,17,17,17,17,17,17,,
17,17,17,17,17,17,17,17,17,17,17,17,1,17,17,17,17,,
5,6,17,2,17,17,4,8,17,1,7,17,17,17,3,17,17,,
5,8,17,1,17,17,17,17,3,17,17,17,2,7,4,6,17,,
8,4,17,3,17,17,17,7,6,17,5,17,1,17,2,17,17,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,1,17,17,,
17,1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
17,17,17,2,1,17,17,17,17,17,17,17,17,17,3,17,17,,
3,2,17,1,17,7,17,17,17,17,5,17,8,17,4,17,17,,
7,5,17,1,17,17,8,17,17,2,4,17,3,17,6,17,17,,
17,17,17,1,17,17,6,17,17,7,3,17,17,17,2,17,4,,
17,1,7,3,17,17,17,8,6,17,5,17,4,17,2,17,17,,
4,5,6,1,15,14,10,13,8,3,7,17,16,9,2,12,17,,
4,1,16,3,11,9,12,8,17,15,5,17,10,6,2,14,13,,
2,17,17,17,17,17,17,17,17,17,5,17,17,17,1,17,17,,
7,2,17,3,17,17,17,17,8,5,17,17,4,17,1,17,6,,
17,17,17,17,17,17,17,17,17,1,17,17,2,4,3,17,17,,
5,8,17,17,7,17,2,6,3,4,17,17,17,17,17,17,17,,
5,3,16,2,9,6,13,12,15,4,8,17,7,10,1,11,14,,
14,3,16,1,17,6,8,15,17,4,5,13,7,11,2,12,10,,
17,3,17,2,17,17,17,17,17,17,17,17,17,17,1,17,17,,
17,1,17,17,17,17,17,17,2,17,17,17,3,17,17,17,17,,
15,12,14,11,7,2,6,8,13,17,9,16,3,5,10,4,1,,
6,1,10,2,13,16,8,15,11,5,4,17,7,12,3,14,9,,
17,4,17,2,17,17,17,1,17,17,17,17,17,17,3,17,17,,
10,4,16,3,12,9,17,8,14,11,7,5,6,13,2,15,1,,
3,17,14,2,9,11,8,12,13,1,15,17,10,5,16,4,6,,
12,8,17,3,14,11,6,10,13,2,4,9,5,15,1,16,7,,
17,1,17,2,17,8,17,7,17,6,5,17,4,17,3,17,17,,
3,5,8,2,12,16,15,4,7,10,14,11,6,13,1,17,9,,
4,5,17,2,17,17,17,17,6,7,17,8,17,17,1,17,3,,
7,4,17,1,17,17,8,17,17,3,6,17,17,17,2,17,5,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,1,17,17,,
17,4,17,2,17,17,17,6,17,17,17,5,7,3,1,17,8,,
2,16,14,1,11,4,6,15,16,3,12,8,13,5,17,7,10,,
