rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,Num Cands,Num Seats
9,6,2,5,1,8,3,7,4,9.0,1.0
4,9,1,2,9,9,9,3,9,,
7,6,1,4,2,8,5,3,9,,
9,9,1,9,9,9,9,9,9,,
9,9,1,9,9,9,9,2,3,,
9,9,1,9,9,9,9,2,3,,
7,6,4,3,1,8,2,5,9,,
6,4,2,7,1,9,9,5,9,,
9,9,9,9,1,9,2,9,9,,
9,9,1,9,9,9,9,9,9,,
6,4,2,3,1,9,9,5,9,,
9,9,2,9,1,9,9,9,9,,
9,9,1,9,9,9,9,9,9,,
6,8,1,2,3,9,9,6,5,,
9,9,1,3,2,9,4,9,9,,
9,9,9,9,1,9,9,9,9,,
6,5,1,3,2,8,7,4,9,,
8,9,2,4,6,7,3,5,1,,
4,8,2,5,9,6,7,1,3,,
9,9,9,9,9,9,9,9,1,,
6,9,1,5,8,4,3,2,7,,
9,9,9,9,9,9,9,9,9,,
9,9,1,9,9,9,9,2,3,,
6,9,1,3,8,7,5,4,2,,
9,9,1,3,2,9,4,9,9,,
9,9,3,4,1,9,2,9,9,,
9,1,9,9,9,9,9,9,9,,
9,9,1,9,7,9,9,8,9,,
4,5,6,1,3,7,9,8,2,,
9,3,2,9,1,9,9,4,9,,
9,9,2,3,1,9,9,9,9,,
