rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,Num Cands,Num Seats
24,0,90,0,60,25,0,50,0,9.0,Unknown
30,0,40,100,10,0,0,20,0,,Unknown
1,3,2,2,1,0,0,1,0,,Unknown
0,22,99,55,44,11,0,33,0,,Unknown
2,16,13,6,10,6,4,3,2,,Unknown
0,40,100,60,100,0,0,0,0,,Unknown
0,4,5,4,0,0,0,3,0,,Unknown
0,1,0,0,0,1,0,0,0,,Unknown
0,100,100,100,100,100,0,100,0,,Unknown
0,0,1,0,1,0,0,0,0,,Unknown
0,1,0,0,0,0,0,0,0,,Unknown
0,0,0,0,0,999,0,0,0,,Unknown
0,200,0,99,100,100,200,300,0,,Unknown
0,12,0,0,2,0,0,2,0,,Unknown
10,0,0,0,4,0,0,10,5,,Unknown
0,10,0,13,10,10,0,0,0,,Unknown
10,25,50,0,5,0,0,0,0,,Unknown
1,999,600,600,600,400,1,200,1,,Unknown
0,0,3,3,0,1,0,1,1,,Unknown
0,3,10,10,5,3,0,4,0,,Unknown
0,0,10,0,10,0,0,8,0,,Unknown
0,0,0,1,0,0,0,1,1,,Unknown
3,5,4,5,2,4,0,1,0,,Unknown
300,500,300,300,300,400,999,0,0,,Unknown
0,10,10,20,30,50,0,30,0,,Unknown
0,0,2,0,0,3,0,1,0,,Unknown
0,0,0,0,0,1,0,0,0,,Unknown
0,0,10,0,10,10,0,10,0,,Unknown
0,800,900,0,600,500,0,700,0,,Unknown
0,2,0,5,3,4,0,0,0,,Unknown
0,0,800,0,0,600,0,0,0,,Unknown
0,50,25,0,0,25,0,0,0,,Unknown
0,100,0,0,100,0,0,0,0,,Unknown
3,5,8,8,5,10,3,10,5,,Unknown
0,1,0,1,1,0,0,0,0,,Unknown
0,450,100,100,400,500,100,999,0,,Unknown
0,8,0,7,6,9,5,0,0,,Unknown
20,80,100,100,100,70,40,80,5,,Unknown
0,2,0,10,9,4,0,8,0,,Unknown
0,7,8,0,10,0,0,6,0,,Unknown
0,6,2,2,1,6,0,3,0,,Unknown
0,100,100,0,100,0,0,100,0,,Unknown
0,0,0,0,0,15,0,8,10,,Unknown
0,0,0,1,1,1,0,0,0,,Unknown
0,25,50,10,50,25,0,0,0,,Unknown
6,2,3,5,1,7,8,4,9,,Unknown
200,200,100,500,400,999,300,450,600,,Unknown
0,0,2,3,0,1,0,1,0,,Unknown
120,140,200,100,200,100,160,160,130,,Unknown
0,0,0,0,0,1,0,0,0,,Unknown
100,700,500,800,700,800,400,600,400,,Unknown
1,2,1,2,1,2,1,1,1,,Unknown
0,1,0,0,0,0,0,0,0,,Unknown
10,20,0,0,0,30,0,0,0,,Unknown
100,0,0,0,100,0,800,0,0,,Unknown
0,8,8,10,0,4,0,0,0,,Unknown
0,0,999,0,999,0,0,0,0,,Unknown
133,888,144,999,155,166,111,777,122,,Unknown
0,0,0,100,0,50,0,0,0,,Unknown
1,1,1,0,2,2,0,2,0,,Unknown
0,0,0,0,0,0,999,0,0,,Unknown
0,1,3,0,2,0,0,0,0,,Unknown
0,0,20,20,0,40,0,20,0,,Unknown
0,0,1,0,1,0,0,1,0,,Unknown
0,10,0,0,0,10,0,10,0,,Unknown
1,3,2,1,2,1,1,2,1,,Unknown
0,0,2,3,0,1,0,1,0,,Unknown
1,5,7,15,8,7,2,6,2,,Unknown
