rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,Num Cands,Num Seats
10,13,1,15,6,12,7,14,11,16,3,8,17,9,4,2,5,17.0,Unknown
9,2,17,11,17,10,17,4,7,17,5,8,6,17,3,1,17,,Unknown
2,10,9,14,3,12,6,1,17,8,13,4,7,5,15,11,16,,Unknown
3,2,10,13,14,12,11,7,5,17,8,9,16,6,1,4,15,,Unknown
2,7,12,10,16,9,11,8,13,17,4,5,6,14,1,3,15,,Unknown
7,13,3,4,16,10,9,12,6,17,5,11,14,8,2,1,15,,Unknown
2,1,14,11,9,13,6,5,17,4,12,16,3,5,10,8,7,,Unknown
1,1,5,10,5,8,7,2,5,5,5,3,5,3,4,2,8,,Unknown
5,17,17,17,2,17,1,17,17,3,17,17,4,17,17,17,17,,Unknown
17,2,17,17,17,17,17,17,17,17,17,3,17,17,17,1,17,,Unknown
1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,Unknown
5,2,17,2,17,17,17,4,3,17,17,17,17,17,17,1,17,,Unknown
2,3,12,4,14,8,10,7,17,5,6,13,1,9,11,16,15,,Unknown
17,13,5,8,11,3,2,14,12,9,15,1,10,4,16,16,7,,Unknown
3,1,12,9,7,11,6,4,17,3,10,14,2,5,8,3,5,,Unknown
1,3,12,10,8,11,17,17,4,17,9,17,17,5,7,2,6,,Unknown
16,1,5,4,12,6,14,11,17,8,2,9,7,12,13,15,3,,Unknown
1,17,17,17,17,17,17,17,17,17,17,17,17,2,17,17,3,,Unknown
1,5,12,4,6,13,10,11,17,3,9,16,7,8,2,15,14,,Unknown
1,1,4,10,9,11,5,14,16,12,10,8,12,5,9,1,6,,Unknown
7,17,7,5,16,7,15,17,2,16,4,3,17,6,17,1,15,,Unknown
2,1,3,4,3,4,6,6,17,1,6,5,10,5,5,8,9,,Unknown
1,7,15,16,10,8,6,5,12,13,11,2,9,14,4,17,3,,Unknown
4,2,3,4,6,4,5,17,6,5,4,2,3,5,3,1,5,,Unknown
3,8,8,8,13,8,1,16,13,13,4,13,2,13,8,17,16,,Unknown
2,17,17,17,17,17,17,17,17,17,17,17,17,1,17,3,17,,Unknown
4,2,17,17,17,17,17,3,17,17,17,17,17,17,17,1,17,,Unknown
10,2,11,6,5,9,15,14,17,4,7,12,3,1,8,13,16,,Unknown
3,1,11,15,8,13,5,6,17,2,14,9,3,10,16,3,4,,Unknown
16,4,7,6,2,8,12,14,17,1,10,14,5,3,15,14,9,,Unknown
10,2,8,9,11,16,13,12,17,5,7,4,15,14,6,1,3,,Unknown
5,3,4,17,17,17,17,17,17,17,17,2,1,17,2,2,17,,Unknown
5,1,6,9,13,11,15,7,17,4,10,12,3,2,8,14,16,,Unknown
3,2,13,12,16,11,9,4,6,17,10,8,7,14,5,1,15,,Unknown
1,4,11,10,16,2,12,8,7,17,13,9,14,14,3,5,6,,Unknown
4,1,10,9,12,13,7,3,17,5,8,11,2,5,14,4,6,,Unknown
5,2,17,17,17,17,17,17,4,17,17,3,17,7,6,1,8,,Unknown
2,4,17,17,6,17,5,17,17,17,17,17,17,17,3,1,17,,Unknown
1,17,17,17,17,17,17,17,17,2,17,17,17,17,17,4,3,,Unknown
11,3,8,13,17,15,10,5,7,16,4,6,14,9,2,1,12,,Unknown
16,1,15,5,7,11,3,14,17,13,8,9,6,2,12,10,4,,Unknown
