rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,rank36,rank37,rank38,rank39,rank40,rank41,rank42,rank43,rank44,rank45,rank46,rank47,rank48,rank49,rank50,rank51,rank52,rank53,rank54,rank55,rank56,rank57,rank58,rank59,rank60,rank61,rank62,rank63,rank64,rank65,rank66,rank67,rank68,rank69,rank70,rank71,rank72,rank73,rank74,rank75,rank76,rank77,rank78,rank79,rank80,rank81,rank82,rank83,rank84,rank85,rank86,rank87,rank88,rank89,rank90,rank91,rank92,rank93,rank94,rank95,rank96,rank97,rank98,rank99,rank100,rank101,rank102,rank103,rank104,rank105,rank106,rank107,rank108,rank109,rank110,rank111,rank112,rank113,Num Cands,Num Seats
113,113,113,113,113,113,113,113,113,113,113,113,113,113,96,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,11,6,113,113,113,113,113,113,113,113,7,113,113,3,5,113,113,113,113,10,113,113,113,113,113,113,113,113,113,1,9,113,13,113,113,113,113,113,113,113,113,12,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,14,113,113,113,8,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,,
89,18,90,89,89,14,89,89,89,89,89,112,89,89,89,9,94,103,89,89,89,89,89,5,110,97,21,89,101,106,8,89,96,89,89,89,111,89,89,89,6,89,89,89,89,7,89,89,2,16,89,100,89,89,89,91,105,17,89,89,109,89,89,89,89,89,89,10,89,89,93,15,113,89,1,89,89,89,107,4,89,104,89,89,3,108,89,89,102,89,89,12,20,89,92,19,99,13,89,89,89,89,89,89,11,89,89,95,89,98,89,89,89,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,,
113,9,113,113,113,113,113,113,113,113,113,113,113,113,8,113,113,113,113,113,113,113,113,113,113,7,113,113,6,113,113,113,3,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,11,113,113,11,113,9,113,113,113,113,113,113,113,12,113,12,113,113,4,113,113,113,6,113,113,113,113,113,113,113,11,113,113,113,113,113,10,113,113,113,9,113,2,113,113,5,113,2,113,113,113,113,4,113,113,2,10,7,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,112,113,112,113,113,112,113,7,113,113,112,9,112,113,112,112,112,113,112,113,112,3,112,112,113,113,112,113,113,112,113,112,112,112,113,113,113,113,112,113,2,111,113,113,113,112,113,113,6,112,113,113,112,112,112,112,113,5,112,112,113,112,112,112,113,113,112,112,113,112,113,112,112,112,113,112,8,112,112,112,113,113,112,113,112,112,112,113,113,112,113,112,4,113,112,113,112,112,112,113,113,113,112,113,113,112,113,112,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,1,113,113,50,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,112,112,113,113,112,113,113,113,113,113,113,112,112,1,112,112,112,113,112,112,113,112,112,113,112,112,112,112,113,112,113,112,112,112,112,113,113,112,113,112,112,113,1,113,112,113,112,112,112,113,112,112,112,112,112,113,112,112,112,113,112,1,112,113,112,113,112,113,113,112,113,113,112,112,112,113,113,113,112,113,112,112,112,112,113,113,113,1,113,112,112,112,113,1,112,112,112,113,1,1,113,113,113,112,113,113,112,1,112,112,113,112,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,,
113,6,113,113,113,5,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,5,113,2,113,113,113,113,,
113,103,100,113,113,101,113,113,113,113,113,101,101,103,100,103,104,101,113,103,103,113,103,100,101,104,101,1,104,2,103,113,104,100,100,101,101,113,103,113,100,103,113,103,113,100,113,103,100,101,113,104,103,101,100,101,101,102,103,101,101,103,103,103,113,113,100,103,113,113,104,101,101,103,100,103,113,113,101,100,113,101,103,101,100,101,113,113,104,113,100,103,103,113,104,103,104,101,113,103,100,113,113,113,103,113,100,104,102,104,101,113,103,,
3,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,105,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,102,110,107,113,103,113,112,113,113,113,113,113,1,113,113,109,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,111,113,113,113,113,113,113,113,113,113,113,113,113,108,113,113,113,113,113,113,113,113,113,113,113,104,113,113,113,113,113,113,101,113,113,113,113,113,113,113,113,113,113,106,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,5,113,113,113,1,113,113,113,113,113,113,113,113,113,113,7,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,6,113,113,113,113,113,113,4,113,113,113,113,8,113,113,2,113,113,113,113,113,,
84,15,113,112,112,23,112,112,112,113,113,112,113,112,12,113,113,112,113,113,113,113,113,113,112,112,113,1,112,112,112,113,113,112,113,112,113,112,113,112,90,112,112,113,112,10,113,112,28,113,112,113,113,113,113,112,112,113,113,113,113,113,10,112,113,3,113,113,112,112,11,113,113,112,62,113,113,113,113,112,112,113,112,112,111,112,113,113,113,113,113,113,112,112,113,112,112,30,112,112,109,113,113,113,112,112,43,112,112,113,112,112,112,,
112,112,112,7,112,112,112,112,112,112,112,112,112,112,1,112,112,5,112,112,112,112,112,112,112,112,112,112,112,112,112,112,3,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,2,112,112,112,112,112,112,112,112,112,112,112,6,112,112,112,112,112,4,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,,
113,1,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,1,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,15,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,50,113,113,22,113,10,22,113,113,113,113,113,113,113,113,113,113,113,113,113,113,16,113,113,9,8,113,113,113,22,113,113,113,40,113,113,113,113,40,113,60,113,113,80,113,113,12,113,21,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,7,113,113,113,113,113,20,113,22,113,113,113,113,113,113,113,113,113,113,15,113,21,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
28,1,113,28,113,8,100,113,21,113,113,113,113,113,29,113,22,24,100,113,113,100,100,100,15,23,31,14,5,113,113,113,22,19,16,23,113,28,113,100,100,100,113,12,113,100,32,113,22,113,100,17,32,113,20,31,113,2,100,32,25,31,10,100,113,30,100,113,113,113,4,26,100,100,32,100,100,113,18,29,113,32,100,113,100,100,113,32,27,100,22,113,100,113,11,113,23,6,113,3,23,27,100,113,7,113,31,5,13,9,113,113,113,,
113,105,109,113,113,113,113,113,113,113,113,113,113,113,113,113,113,108,113,113,110,113,113,113,113,113,113,113,113,113,113,113,107,113,113,113,113,113,113,113,113,113,111,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,112,113,113,113,113,113,113,113,106,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,10,113,113,5,113,113,113,113,113,10,113,113,113,113,113,113,113,113,113,113,113,113,113,10,113,113,113,113,15,113,113,113,113,113,5,113,113,113,5,113,15,113,5,8,113,113,15,113,113,113,12,113,113,113,113,113,113,113,11,113,113,113,113,113,113,10,113,113,113,10,113,113,113,113,8,113,7,113,113,113,113,113,113,10,5,113,113,113,113,10,113,113,16,113,15,8,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,6,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,,
112,112,112,112,112,7,112,112,112,112,112,112,2,112,113,112,112,112,112,112,112,112,112,112,112,112,8,4,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,6,112,112,112,112,112,112,112,112,112,112,112,3,112,112,112,112,112,112,112,112,3,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,5,112,112,112,112,112,1,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,,
109,15,109,109,109,109,109,113,6,113,109,113,113,113,113,109,109,109,109,113,109,113,113,19,109,109,109,18,109,10,109,109,10,13,113,109,113,14,113,113,13,113,109,10,113,13,2,4,109,109,109,109,109,113,109,15,113,113,113,109,109,109,6,10,109,109,16,109,109,109,5,109,109,109,113,109,113,3,109,18,19,109,113,113,17,109,109,109,5,109,18,109,109,109,109,113,109,109,113,109,19,109,109,113,6,109,19,5,15,109,109,109,109,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,3,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
106,100,99,106,106,2,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,109,106,106,106,2,101,98,106,106,106,106,95,106,106,106,106,106,106,106,112,106,106,106,96,106,103,106,106,106,106,107,106,111,106,106,106,106,113,106,106,106,107,106,105,106,106,106,106,106,106,106,106,106,108,106,106,106,4,104,106,108,106,3,106,106,106,98,106,106,106,106,106,106,106,106,1,106,110,106,106,106,106,102,106,106,106,97,106,106,106,106,,
1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,17,113,14,10,113,113,113,113,113,113,113,113,4,113,113,2,113,113,113,9,113,113,113,113,113,19,20,113,15,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,12,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,16,113,113,113,8,113,113,20,13,113,7,113,6,113,113,113,113,113,113,113,113,113,113,4,113,7,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,,
113,113,1,113,113,1,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,1,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,1,1,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,1,113,113,1,113,113,113,1,113,113,113,1,113,113,113,113,,
113,3,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,10,113,113,113,113,113,113,113,113,113,113,113,113,9,113,113,113,113,113,113,113,6,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,8,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,7,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,,
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,4,4,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,5,111,2,111,111,3,111,111,6,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,1,111,111,111,113,111,111,111,111,111,111,111,111,112,111,111,111,111,111,6,111,111,111,111,,
113,4,113,113,113,113,6,113,113,113,113,113,113,113,5,113,113,3,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,4,113,113,113,113,4,2,113,5,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,6,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,4,113,5,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,111,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,111,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,112,113,113,113,113,113,113,113,113,113,113,111,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,111,113,113,113,113,113,113,113,113,111,113,113,113,113,113,113,113,113,112,113,113,112,113,113,113,113,113,113,113,113,113,113,113,113,,
113,15,113,113,113,16,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,9,113,23,1,113,113,113,113,12,113,113,113,113,113,113,113,113,113,2,113,113,113,109,113,113,113,2,113,113,12,10,113,17,113,113,113,113,42,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,30,111,113,113,113,105,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,13,113,113,113,,
113,1,113,113,113,1,113,113,1,113,113,113,2,10,2,113,2,113,113,113,113,113,113,113,3,10,1,10,1,113,113,113,1,113,1,2,113,113,10,113,113,113,113,10,113,113,1,10,1,3,113,10,10,113,113,1,113,1,113,113,1,113,1,113,11,113,113,113,10,113,10,10,113,10,10,113,113,10,1,113,113,113,113,2,113,113,113,113,1,1,3,10,113,3,2,113,10,1,113,1,2,113,10,113,1,113,113,2,113,10,1,113,113,,
113,5,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,7,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,6,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
112,111,111,112,113,111,113,112,113,112,113,111,111,111,5,111,111,111,112,111,111,113,111,105,111,111,107,110,111,111,111,2,111,110,111,111,111,112,111,113,110,111,113,111,113,107,112,111,106,111,112,111,111,111,110,3,111,111,111,111,111,111,111,111,113,111,110,111,112,113,111,111,111,111,111,111,113,113,111,111,112,111,111,111,111,111,112,113,111,113,111,111,111,113,111,111,111,111,113,1,4,113,113,113,111,113,110,111,111,111,111,113,111,,
113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,1,113,113,113,6,113,113,5,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,5,113,113,113,113,113,113,113,113,113,113,10,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,9,113,113,113,113,113,113,2,113,113,60,113,113,113,113,113,113,113,113,7,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,6,113,113,113,3,113,113,1,113,113,113,113,113,113,113,113,113,8,113,113,,
113,7,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,8,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,4,113,113,3,113,1,113,113,113,113,113,113,113,113,6,113,113,113,113,,
113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,10,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,,
13,6,31,113,113,4,105,112,73,95,113,84,74,112,7,113,32,14,113,112,112,15,112,31,112,32,4,31,32,94,112,112,32,3,31,74,113,113,112,12,1,112,113,112,113,2,113,5,31,4,113,32,113,113,8,74,94,11,112,74,84,31,113,113,95,112,113,112,113,113,32,94,84,112,7,113,50,111,112,31,110,94,113,74,9,84,95,113,32,73,31,112,112,113,32,112,32,4,112,8,10,113,31,109,112,113,113,32,31,32,4,112,31,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,6,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,1,113,113,113,5,113,113,113,113,113,113,113,113,3,113,113,,
113,19,113,113,113,16,113,113,113,113,113,113,113,113,113,113,4,113,5,113,113,113,113,8,113,4,113,8,4,113,113,113,4,8,3,113,113,5,113,113,8,113,113,2,113,8,113,113,113,113,113,4,113,113,113,113,113,17,113,113,113,113,1,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,8,113,113,113,113,113,113,113,113,4,113,113,113,113,113,4,113,4,16,113,113,8,113,113,113,15,113,113,4,8,4,113,113,113,,
