rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,Num Cands,Num Seats
2,13,13,1,13,13,13,4,3,13,13,13,5,13.0,Unknown
12,6,12,5,1,13,12,2,12,3,4,12,12,,Unknown
6,9,12,1,11,13,10,8,4,7,3,2,5,,Unknown
8,1,12,6,2,13,11,3,7,4,10,9,5,,Unknown
8,9,13,5,2,12,7,10,6,11,3,4,1,,Unknown
12,5,2,3,6,13,1,8,10,9,4,11,7,,Unknown
8,9,12,4,10,13,11,1,5,6,2,7,3,,Unknown
5,11,13,3,10,1,12,2,9,4,8,7,6,,Unknown
2,8,13,10,3,12,6,7,9,11,5,4,1,,Unknown
3,11,10,5,2,13,12,1,8,7,9,6,4,,Unknown
3,9,11,8,4,13,10,6,5,7,2,12,1,,Unknown
1,6,13,9,11,4,12,2,10,5,8,7,3,,Unknown
1,6,12,4,10,13,10,2,8,3,11,7,5,,Unknown
6,8,7,11,12,4,3,2,9,1,13,5,10,,Unknown
3,4,12,4,5,13,6,1,2,6,1,6,13,,Unknown
13,13,13,2,13,13,1,13,13,13,13,13,3,,Unknown
1,5,13,4,6,13,6,6,2,5,5,6,3,,Unknown
13,4,13,1,3,13,13,13,13,13,13,13,5,,Unknown
8,6,12,4,11,13,9,2,10,3,1,7,5,,Unknown
13,13,13,13,13,1,13,13,13,13,13,13,13,,Unknown
1,6,12,4,8,13,5,11,3,7,10,2,9,,Unknown
2,13,13,13,13,13,13,1,13,4,3,13,13,,Unknown
2,7,10,3,9,13,11,8,6,8,4,5,1,,Unknown
3,9,11,2,6,13,12,5,7,7,1,3,4,,Unknown
3,12,12,1,12,13,12,12,12,12,12,12,2,,Unknown
1,1,13,1,13,13,13,1,1,13,13,1,1,,Unknown
7,6,13,9,3,1,8,5,10,11,12,4,2,,Unknown
4,10,12,5,1,13,9,2,6,8,7,11,3,,Unknown
11,10,12,5,1,13,3,4,9,2,8,7,6,,Unknown
3,7,13,4,2,12,11,8,10,6,1,10,5,,Unknown
1,2,13,4,13,13,13,4,5,5,5,5,3,,Unknown
12,5,13,12,12,6,12,1,12,12,4,3,2,,Unknown
7,11,12,10,2,13,5,4,8,1,3,11,9,,Unknown
7,6,12,3,4,13,11,1,7,7,2,10,4,,Unknown
13,5,12,13,6,13,13,1,13,4,3,13,2,,Unknown
8,6,9,1,11,13,10,7,5,4,13,3,2,,Unknown
2,3,12,5,4,13,12,7,9,8,6,12,1,,Unknown
2,1,12,9,10,13,11,3,7,6,5,8,4,,Unknown
1,2,13,4,6,12,11,7,9,10,8,5,3,,Unknown
1,7,13,5,6,2,13,3,7,7,7,7,4,,Unknown
2,3,13,3,13,13,13,1,4,13,5,13,5,,Unknown
2,1,11,3,4,13,7,1,5,12,3,6,1,,Unknown
4,13,13,13,13,13,13,1,13,5,2,13,5,,Unknown
11,8,12,4,1,13,10,7,9,5,2,6,3,,Unknown
13,13,5,1,13,13,13,4,13,2,13,13,3,,Unknown
4,10,12,9,7,13,11,2,3,6,5,8,1,,Unknown
4,7,13,3,11,12,8,1,6,9,10,2,5,,Unknown
13,13,13,1,13,13,13,3,13,13,13,13,2,,Unknown
5,1,13,3,13,13,13,2,4,13,13,13,13,,Unknown
7,6,12,10,3,13,11,4,9,5,2,8,1,,Unknown
5,7,12,1,6,13,8,3,9,2,4,10,11,,Unknown
2,4,13,5,13,9,13,6,1,13,7,8,3,,Unknown
1,1,3,2,13,13,13,1,1,1,1,2,3,,Unknown
11,11,12,13,1,11,11,11,11,11,2,11,3,,Unknown
10,1,12,6,4,11,13,3,5,6,2,7,9,,Unknown
11,9,12,12,4,13,3,5,8,6,1,7,2,,Unknown
13,13,13,13,13,2,13,1,13,13,13,13,13,,Unknown
1,3,9,10,11,13,12,2,4,5,6,7,8,,Unknown
1,2,12,13,13,13,13,1,12,1,1,2,13,,Unknown
1,6,11,7,8,13,12,4,5,3,10,9,2,,Unknown
4,10,13,8,2,3,12,1,9,5,7,11,6,,Unknown
9,2,12,3,8,13,13,7,6,5,4,10,1,,Unknown
1,7,9,2,13,13,13,5,4,13,6,8,3,,Unknown
13,3,13,5,13,1,7,13,13,2,4,6,2,,Unknown
11,8,12,13,9,1,10,5,7,6,4,2,3,,Unknown
1,6,10,11,7,13,12,4,10,3,5,2,8,,Unknown
2,1,9,6,7,13,10,3,12,13,4,11,5,,Unknown
4,8,9,12,11,13,3,2,8,1,10,8,8,,Unknown
1,9,11,5,10,13,12,2,9,4,3,6,9,,Unknown
3,13,13,2,1,13,13,13,13,13,13,13,13,,Unknown
13,13,13,13,13,13,13,2,13,13,1,13,13,,Unknown
13,1,13,2,13,13,13,13,13,13,13,13,13,,Unknown
4,1,13,10,6,12,11,2,7,3,9,5,8,,Unknown
7,1,12,4,5,13,11,6,9,8,3,10,4,,Unknown
2,4,12,11,5,13,10,3,1,9,8,6,7,,Unknown
1,7,12,10,4,13,7,5,9,5,2,12,3,,Unknown
4,4,1,8,2,13,8,3,8,8,4,8,1,,Unknown
3,5,10,6,11,13,12,1,7,9,2,8,4,,Unknown
9,7,13,6,3,10,11,2,13,5,4,8,1,,Unknown
13,13,13,1,13,13,13,13,13,13,13,13,4,,Unknown
3,12,12,2,12,13,12,12,12,12,12,12,1,,Unknown
1,6,12,6,5,13,6,2,6,4,3,6,6,,Unknown
9,11,6,4,1,13,2,10,7,5,3,8,12,,Unknown
13,3,13,13,13,4,13,2,13,13,1,13,13,,Unknown
13,13,13,13,13,13,13,13,2,13,3,13,1,,Unknown
6,8,13,13,2,7,13,4,13,3,5,9,1,,Unknown
13,6,13,7,3,13,13,2,4,1,13,13,5,,Unknown
3,9,13,8,12,1,2,7,5,11,6,4,10,,Unknown
2,9,13,1,12,10,11,8,4,7,6,5,3,,Unknown
12,12,12,3,4,13,12,2,12,12,12,12,1,,Unknown
10,7,9,3,12,12,11,1,4,6,2,5,8,,Unknown
5,6,12,13,13,13,9,2,8,3,1,5,7,,Unknown
12,3,10,7,8,13,9,4,6,5,1,11,2,,Unknown
1,7,12,4,10,13,11,3,8,6,9,5,2,,Unknown
12,9,13,11,6,13,7,1,8,4,5,1,1,,Unknown
7,4,13,11,2,7,9,1,10,3,12,8,5,,Unknown
1,5,10,2,13,13,13,3,6,7,8,4,9,,Unknown
1,10,11,1,6,13,12,5,12,5,12,12,1,,Unknown
2,9,12,5,7,13,11,10,3,4,8,6,1,,Unknown
1,7,12,2,5,13,9,11,8,10,6,3,4,,Unknown
2,4,4,4,4,1,4,3,4,4,4,4,4,,Unknown
5,9,12,2,8,13,11,6,4,7,3,10,1,,Unknown
1,3,12,6,10,13,11,9,2,9,9,5,4,,Unknown
10,5,10,10,7,13,13,1,6,1,1,8,1,,Unknown
8,9,13,1,3,13,7,4,6,10,5,4,2,,Unknown
2,13,13,13,5,13,8,3,7,4,6,13,1,,Unknown
