rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,Num Cands,Num Seats
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,1,21,21.0,1.0
10,20,18,9,2,7,13,19,17,14,8,15,16,6,11,4,12,3,9,1,5,,
1,5,21,6,11,8,21,21,2,21,21,21,3,9,21,21,21,4,10,7,21,,
9,7,18,17,11,2,12,20,6,5,14,19,13,15,1,4,16,8,21,3,10,,
19,20,20,20,20,20,1,20,21,20,20,20,20,20,20,20,20,18,20,20,20,,
8,9,3,13,21,12,2,4,11,14,19,5,17,1,16,15,10,7,18,6,20,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,1,21,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,1,21,,
21,4,21,21,1,2,21,21,21,5,21,21,21,21,21,21,21,21,21,21,3,,
15,21,5,21,6,7,18,18,19,1,13,14,11,10,3,4,9,8,13,16,2,,
21,21,21,21,8,2,21,21,21,3,21,21,4,21,1,5,21,7,21,21,6,,
2,10,21,12,17,18,1,13,3,14,9,7,8,4,5,21,21,11,16,19,15,,
21,21,21,21,4,1,21,21,21,2,21,21,21,21,21,3,21,21,21,21,5,,
12,21,21,11,8,6,9,21,21,1,10,15,16,13,2,4,14,3,21,7,5,,
17,2,20,21,18,13,6,11,5,14,4,1,19,8,9,16,7,10,3,12,15,,
21,21,21,21,5,21,21,21,21,21,21,21,4,3,21,21,21,21,21,1,2,,
5,21,21,21,6,21,21,21,1,21,21,21,4,21,21,21,5,21,7,21,21,,
4,7,8,19,5,3,13,14,18,17,2,21,6,11,12,16,20,1,9,15,10,,
19,5,18,21,4,3,12,16,10,2,8,17,20,15,7,9,14,1,13,11,6,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,1,21,,
7,5,12,12,1,5,4,5,13,4,11,1,7,7,1,1,7,1,5,12,1,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,1,21,21,,
21,10,3,8,1,19,4,2,13,5,6,7,11,14,18,16,15,17,12,20,9,,
9,6,20,13,17,7,10,18,19,14,8,11,21,2,4,15,12,5,16,3,1,,
5,4,21,21,2,21,21,21,21,21,21,21,21,21,21,3,21,21,1,21,21,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,1,21,,
4,18,19,11,14,17,20,9,10,13,12,15,16,3,6,2,21,1,7,5,8,,
8,14,20,16,10,4,19,21,1,7,11,18,5,15,2,6,17,9,12,3,13,,
21,21,2,21,21,21,21,21,21,21,21,21,21,21,21,21,1,21,21,21,21,,
18,1,21,21,3,8,10,21,21,14,5,21,21,15,1,21,21,11,6,21,21,,
21,2,5,21,1,21,3,21,21,1,3,21,21,1,21,21,21,21,21,3,1,,
21,21,21,5,21,2,21,21,21,4,21,21,3,21,21,21,21,21,1,21,21,,
