rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,Num Cands,Num Seats
13,5,4,5,6,6,6,5,1,2,3,13,5,13.0,1.0
6,2,8,13,10,12,4,11,7,1,9,5,3,,
3,2,3,4,13,3,2,4,13,13,13,4,1,,
9,2,7,12,11,5,10,4,8,13,3,6,1,,
9,6,1,5,10,8,7,13,4,12,2,11,3,,
6,3,8,10,5,2,4,2,9,10,7,5,1,,
13,13,13,13,13,13,13,2,13,13,13,1,13,,
6,2,7,12,9,11,3,5,8,13,10,4,1,,
3,2,4,11,10,6,1,8,9,13,12,7,5,,
10,6,12,11,10,2,3,4,5,13,10,10,1,,
13,2,13,13,13,13,2,13,13,13,13,13,1,,
13,13,13,13,13,13,13,13,13,13,13,13,13,,
13,4,1,11,6,3,9,2,10,12,8,7,5,,
11,5,4,12,2,10,6,7,10,13,10,3,1,,
3,2,1,13,6,9,10,7,8,12,11,4,5,,
3,1,8,9,6,7,4,11,10,12,13,5,2,,
9,13,1,12,4,9,10,9,9,11,3,5,2,,
2,7,5,13,10,11,9,12,3,6,8,1,4,,
9,8,12,10,5,2,1,11,6,13,3,7,4,,
10,2,8,9,7,3,5,4,12,13,11,6,1,,
8,2,6,7,10,9,3,4,11,13,12,5,1,,
6,9,10,13,8,5,4,11,3,1,2,7,12,,
10,3,6,9,8,4,2,1,12,13,7,11,5,,
10,4,12,1,8,9,2,3,13,11,7,6,5,,
6,8,4,5,13,9,10,7,2,1,3,13,11,,
7,4,13,13,13,8,3,13,6,13,2,5,1,,
10,4,11,8,7,3,9,6,13,12,1,5,2,,
13,13,13,13,13,13,13,13,13,13,13,13,13,,
9,4,6,1,7,8,12,7,12,13,12,3,2,,
5,1,6,13,13,4,2,7,13,13,12,13,3,,
6,2,13,7,13,13,3,4,13,13,13,5,1,,
