rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,Num Cands,Num Seats
4,10,2,10,1,10,10,3,10,10,10.0,1.0
8,7,9,2,6,1,5,10,4,3,,
6,10,3,8,7,4,9,2,1,5,,
7,8,8,6,8,5,2,1,3,4,,
2,7,10,9,6,5,8,1,4,3,,
3,4,1,10,10,5,10,6,2,10,,
3,10,9,4,5,1,7,8,2,6,,
1,7,10,5,2,4,6,9,8,3,,
5,9,2,3,4,8,10,6,1,7,,
5,10,10,6,3,10,1,2,10,4,,
1,7,10,8,6,9,4,2,3,5,,
7,3,10,8,6,5,9,1,2,4,,
1,10,4,3,2,7,6,5,8,10,,
5,10,8,5,3,6,7,1,2,4,,
5,6,10,4,10,1,10,3,2,10,,
10,10,10,1,10,2,10,3,10,10,,
7,3,4,10,1,8,5,9,2,6,,
8,5,3,10,4,6,7,1,2,9,,
9,4,5,1,5,7,3,8,2,10,,
4,2,10,8,9,6,3,7,1,5,,
10,10,10,2,10,10,10,3,1,10,,
6,4,9,8,7,10,2,5,3,1,,
6,7,1,3,2,10,8,5,10,4,,
5,10,7,8,1,8,6,2,3,4,,
3,5,6,10,7,10,4,2,1,8,,
1,10,6,3,5,4,10,2,10,7,,
1,10,10,10,10,10,10,2,4,3,,
3,10,10,1,10,1,9,3,3,10,,
8,7,4,5,3,9,2,1,6,10,,
4,4,3,3,1,4,4,2,2,3,,
6,2,7,9,5,10,4,3,1,8,,
6,2,9,8,7,10,1,4,3,5,,
1,2,2,1,10,1,2,10,10,10,,
5,6,4,3,1,2,8,9,10,7,,
4,6,5,10,9,8,7,1,2,3,,
7,1,9,5,3,6,4,10,2,8,,
8,5,10,7,2,3,9,1,6,4,,
3,5,10,9,7,6,1,2,4,8,,
8,1,3,1,4,6,3,6,10,5,,
1,7,6,10,5,8,3,2,4,9,,
1,10,6,4,3,5,10,2,10,9,,
9,5,4,2,3,1,7,10,8,6,,
10,10,10,10,10,10,10,1,10,10,,
10,2,4,10,10,1,10,10,4,10,,
4,8,1,5,2,6,9,3,7,10,,
7,8,5,3,4,8,2,6,1,8,,
3,4,10,2,8,1,7,6,9,5,,
10,10,10,2,1,3,10,10,10,10,,
6,8,5,4,1,3,7,2,9,10,,
1,10,10,2,10,1,10,1,2,10,,
