rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,Num Cands,Num Seats
6,3,9,2,1,7,10,8,11,13,12,4,5,,
13,13,13,6,6,6,13,13,1,13,13,13,4,,
10,12,6,2,1,3,7,8,13,13,13,11,9,,
2,13,3,13,13,13,13,1,13,13,13,13,13,,
11,8,9,2,1,3,5,10,6,13,12,4,7,,
2,3,4,13,13,1,13,13,13,13,13,13,13,,
13,13,13,13,11,12,1,13,13,13,13,13,13,,
8,4,5,1,13,13,2,8,9,13,13,3,6,,
1,3,6,13,12,11,4,2,8,10,9,5,7,,
1,6,2,12,9,13,4,7,11,10,8,3,5,,
13,13,13,2,1,2,13,13,13,13,13,13,13,,
9,8,6,2,1,7,11,10,3,13,12,4,5,,
4,5,13,2,1,3,7,6,13,13,13,8,13,,
5,9,6,11,10,13,2,12,4,8,1,7,3,,
1,13,2,13,13,13,3,4,13,13,13,13,13,,
3,13,1,13,13,13,13,13,13,13,2,1,13,,
11,11,11,2,1,3,11,11,10,13,13,11,11,,
13,13,13,13,13,13,13,13,13,1,1,13,13,,
11,7,8,2,1,3,5,10,6,13,13,4,9,,
13,1,13,13,2,13,5,2,13,13,13,5,13,,
9,3,6,4,1,11,10,5,13,2,7,12,8,,
1,8,3,11,7,13,6,12,9,5,2,4,10,,
7,13,3,13,13,13,13,13,13,1,2,13,13,,
4,3,13,13,2,13,1,13,13,13,13,13,13,,
4,2,3,13,13,13,13,13,13,13,13,13,1,,
13,13,13,2,1,13,13,13,13,13,13,13,13,,
2,13,4,13,13,13,1,3,13,12,13,5,13,,
2,5,3,11,13,12,8,6,11,4,11,1,7,,
7,3,4,7,7,5,7,7,1,7,7,6,2,,
10,2,5,9,3,12,4,8,7,6,13,1,11,,
10,4,6,1,3,2,9,11,7,13,12,5,8,,
10,12,12,13,13,1,13,13,13,13,13,8,9,,
4,12,1,8,8,13,7,2,10,11,5,9,3,,
13,13,13,2,1,3,13,13,13,13,13,13,13,,
13,13,13,1,1,13,13,13,13,13,13,13,13,,
7,11,5,1,2,3,10,9,4,12,13,8,6,,
1,5,3,13,13,13,13,13,4,13,13,2,13,,
2,3,7,1,5,6,13,4,8,13,13,13,13,,
4,7,6,1,1,8,11,3,10,13,12,5,10,,
13,1,13,13,4,4,13,13,13,13,13,13,13,,
1,13,6,5,4,13,3,13,13,13,13,1,5,,
4,10,4,12,10,10,2,4,4,12,12,1,4,,
5,1,5,5,13,6,3,5,13,13,13,2,4,,
13,13,1,13,2,13,13,13,13,13,13,13,13,,
1,13,13,13,13,13,13,13,13,13,13,13,13,,
2,13,13,13,13,1,13,13,13,3,13,13,13,,
4,5,7,3,2,1,10,6,11,13,12,8,9,,
13,13,13,13,13,13,13,13,13,13,13,1,13,,
4,3,5,1,1,1,2,4,2,5,5,3,3,,
6,13,5,3,2,4,10,7,11,9,8,1,12,,
4,5,2,11,9,10,1,3,13,7,6,8,12,,
2,13,3,4,13,13,4,13,13,13,1,13,13,,
1,12,6,11,9,13,3,2,5,10,4,8,7,,
1,1,1,1,2,1,2,2,2,3,3,2,2,,
11,11,11,2,1,3,11,11,11,13,12,11,11,,
1,5,3,8,11,12,4,2,8,13,11,6,7,,
8,3,6,2,1,11,5,9,7,13,12,4,10,,
8,5,7,2,1,3,5,7,4,12,13,7,7,,
2,3,6,13,13,13,1,5,13,13,13,4,13,,
6,3,8,13,12,10,4,6,7,2,1,11,9,,
13,13,13,4,2,3,13,13,1,13,13,13,13,,
7,11,13,13,13,1,7,13,10,13,13,10,7,,
2,13,1,13,13,13,3,4,13,13,6,13,13,,
10,6,9,3,1,2,8,11,7,13,12,5,4,,
10,5,8,2,1,6,9,7,11,13,12,4,3,,
2,3,13,13,13,13,13,5,13,4,13,1,13,,
