rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,Num Cands,Num Seats
1,2,10,10,10,10,10,10,10,10,10.0,1.0
2,8,1,10,5,3,9,6,4,7,,
4,5,10,3,1,10,10,10,10,10,,
1,6,7,8,2,3,9,10,4,5,,
5,10,1,7,6,9,3,4,2,8,,
3,8,5,2,10,4,1,6,7,9,,
10,10,10,10,2,10,1,10,10,10,,
10,3,4,7,8,2,1,5,6,9,,
3,1,10,10,10,2,10,10,4,10,,
1,10,10,10,10,10,5,10,10,10,,
10,7,3,5,8,5,1,5,1,7,,
10,10,10,10,10,10,1,1,10,2,,
10,10,10,10,10,3,1,10,2,10,,
1,8,10,5,4,3,10,2,6,7,,
10,10,10,3,10,2,1,10,10,10,,
10,10,10,10,1,10,1,10,2,2,,
10,2,6,7,9,6,1,4,10,9,,
1,10,10,9,10,9,10,10,10,10,,
9,8,3,1,5,4,2,10,6,7,,
10,10,2,1,10,10,3,10,4,10,,
10,10,2,10,10,10,10,10,10,1,,
10,6,3,4,1,9,1,7,8,5,,
9,6,7,10,1,3,8,5,2,4,,
10,6,10,3,2,5,1,8,4,7,,
10,10,10,3,1,4,10,2,10,10,,
9,6,5,3,2,7,4,8,10,1,,
1,10,10,10,10,10,3,10,2,10,,
10,10,10,10,10,10,10,10,10,10,,
4,1,8,7,9,6,10,5,3,2,,
7,9,6,8,5,10,4,3,2,1,,
10,5,5,7,5,2,1,3,5,5,,
10,10,10,10,10,10,10,10,1,10,,
10,9,9,9,9,9,1,9,9,9,,
10,10,1,10,10,10,10,10,10,10,,
4,10,3,1,5,9,2,7,6,8,,
