rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,Num Cands,Num Seats
3,9,2,9,1,9,9,9,9,9.0,1.0
9,9,9,9,2,1,9,9,3,,
1,8,2,6,5,3,7,4,9,,
8,7,1,2,4,3,6,9,5,,
9,9,1,9,1,1,9,9,9,,
9,1,2,4,7,3,8,5,6,,
7,6,2,5,3,1,8,4,9,,
9,9,2,9,1,3,9,9,9,,
3,9,2,6,5,1,9,9,4,,
4,9,1,6,2,3,7,8,8,,
9,9,1,9,2,3,9,9,9,,
5,4,3,5,5,1,5,5,2,,
5,5,2,4,1,3,5,5,5,,
9,9,9,2,9,1,3,9,9,,
3,2,1,3,6,3,4,5,4,,
9,5,1,2,3,4,6,9,9,,
7,4,3,6,5,2,7,4,1,,
7,5,3,8,2,1,7,9,4,,
7,6,1,9,3,4,5,2,8,,
5,4,9,6,3,2,8,1,7,,
3,9,2,9,9,1,9,9,9,,
6,4,1,7,2,3,8,9,5,,
8,3,1,9,2,1,9,9,8,,
7,6,1,9,3,2,8,5,4,,
7,4,1,5,2,3,9,9,6,,
3,4,7,8,5,6,1,2,9,,
9,7,1,5,2,4,8,6,3,,
8,6,2,7,6,3,9,9,1,,
9,9,3,4,2,1,9,9,3,,
8,6,1,5,2,3,7,9,4,,
7,8,2,1,8,2,8,8,8,,
9,9,1,3,2,9,9,9,9,,
1,1,1,2,1,1,9,9,2,,
2,9,4,3,6,1,9,9,5,,
3,2,1,7,4,6,8,9,9,,
9,5,1,3,2,4,9,9,9,,
9,7,4,5,3,1,6,9,2,,
