rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,Num Cands,Num Seats
31,7,31,4,6,31,31,31,31,31,31,8,31,31,31,1,31,31,31,31,31,31,31,31,31,31,5,31,31,2,3,,
31,2,31,4,31,31,31,31,31,31,31,31,31,31,31,31,5,1,31,31,31,31,31,31,31,31,31,31,3,31,31,,
31,31,8,3,7,5,31,31,31,31,31,1,31,31,31,2,31,4,31,31,31,6,31,31,31,31,31,31,31,31,31,,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,,
31,3,6,31,31,5,31,31,31,31,4,31,31,31,31,1,31,2,31,31,31,31,31,31,31,7,9,31,31,31,8,,
11,13,20,12,18,7,28,22,24,6,4,1,9,17,31,19,25,3,10,21,30,23,18,29,8,5,14,26,27,2,13,,
1,31,7,2,5,4,31,31,31,31,31,8,10,31,31,31,6,3,9,31,31,11,31,31,31,31,31,31,31,31,31,,
31,31,1,4,5,2,31,31,31,31,6,7,31,31,31,8,10,3,12,31,31,9,31,31,31,31,31,31,31,31,11,,
1,31,31,7,8,15,31,31,31,9,4,11,13,31,2,31,12,14,5,10,31,31,31,31,31,3,31,31,31,31,6,,
7,31,31,9,31,10,31,31,31,5,2,3,6,31,31,31,31,8,11,31,31,31,31,31,31,4,31,31,31,1,31,,
5,9,31,8,3,12,31,31,31,2,7,6,31,31,31,31,31,31,1,4,31,10,31,11,31,31,31,31,31,31,31,,
31,31,3,31,31,1,31,31,31,31,31,31,31,31,31,31,31,2,31,31,31,4,31,31,31,31,31,31,31,31,31,,
15,4,13,8,3,16,5,11,26,28,17,6,7,25,24,10,12,29,1,2,30,18,21,23,20,9,30,27,19,22,14,,
31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,31,31,31,31,31,31,31,31,31,31,,
24,16,24,1,24,31,31,24,16,24,16,16,16,31,24,24,31,2,16,16,31,31,16,16,16,16,31,16,16,16,24,,
4,31,31,31,9,12,5,31,31,1,3,14,8,16,31,31,31,7,10,31,31,31,13,31,31,2,15,6,31,11,31,,
31,31,31,31,31,31,31,31,31,31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,,
31,31,30,31,26,31,27,5,28,3,1,21,16,7,15,31,31,9,31,31,14,8,31,4,24,6,31,29,31,2,31,,
31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,31,31,31,31,31,31,31,31,31,31,,
5,2,31,1,31,1,31,31,31,31,31,31,31,31,2,1,31,1,31,31,31,31,31,31,31,31,31,31,31,31,1,,
2,31,1,1,1,2,31,31,31,3,1,2,2,31,31,2,1,1,31,31,31,1,3,31,31,31,2,31,31,31,1,,
14,17,19,3,9,4,24,6,7,12,27,13,5,10,30,8,23,2,25,11,16,18,29,1,26,22,28,20,31,15,21,,
31,31,31,31,31,31,31,31,31,31,31,3,31,4,31,31,31,31,1,2,31,31,31,31,31,31,31,31,31,31,31,,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,31,31,31,31,31,2,31,31,31,31,31,31,,
1,31,31,31,31,31,31,31,31,31,3,31,31,31,31,31,31,4,31,31,31,3,31,31,31,31,31,31,31,31,1,,
31,7,31,4,31,1,31,31,31,31,31,31,31,31,3,5,31,1,31,31,31,31,31,31,31,31,31,31,31,31,6,,
29,9,31,14,25,8,13,19,12,27,22,23,28,6,1,30,24,2,26,20,5,7,16,10,4,18,17,11,21,3,15,,
4,31,31,31,9,31,5,31,31,1,3,31,8,31,31,31,31,7,10,31,31,31,31,31,31,2,31,6,31,31,31,,
31,6,11,4,31,1,31,31,31,31,10,31,31,31,31,3,5,2,8,7,31,31,31,31,31,31,31,31,31,31,9,,
3,31,6,8,8,31,31,6,31,31,2,31,10,10,3,31,5,31,2,1,31,31,5,31,31,31,31,31,31,31,31,,
31,31,8,11,8,8,11,11,31,17,11,8,31,31,11,11,8,31,31,8,31,8,8,31,11,11,11,31,31,31,8,,
31,31,31,31,31,31,31,4,31,31,31,31,31,31,3,31,31,31,31,31,31,1,31,31,31,31,31,31,31,31,2,,
6,4,31,31,5,31,31,31,31,8,3,31,7,31,31,31,31,31,1,2,31,9,31,31,31,31,31,31,31,31,31,,
10,10,19,31,10,10,7,10,10,10,1,2,4,9,19,19,19,31,31,10,31,26,5,19,19,8,19,10,27,6,3,,
7,31,31,4,31,1,31,31,31,31,2,8,31,31,31,7,5,10,4,31,31,3,31,31,31,31,31,31,6,31,10,,
4,27,27,27,9,27,5,27,27,1,3,27,8,27,27,27,27,7,10,27,27,28,27,27,27,2,27,6,27,27,28,,
31,2,6,4,6,6,31,31,31,31,6,31,31,31,31,31,31,1,31,31,31,31,5,31,31,31,31,31,3,31,6,,
8,29,30,2,8,2,25,12,15,31,31,25,20,28,28,29,13,2,11,29,28,5,8,29,14,31,11,29,14,28,1,,
31,6,31,3,31,2,31,31,31,31,31,31,31,31,5,7,31,1,31,31,31,31,31,31,31,31,31,31,31,31,4,,
31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,31,31,31,31,31,31,31,31,31,31,,
28,31,29,1,28,2,29,31,31,31,31,4,29,31,30,31,29,4,28,31,31,30,30,31,31,31,31,31,31,31,28,,
25,27,3,5,13,4,8,30,14,24,18,15,31,7,19,1,11,2,22,20,9,6,29,26,23,21,10,17,28,16,12,,
31,31,31,31,31,31,31,31,31,2,3,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,31,31,31,31,,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,31,,
2,6,18,11,3,14,10,20,24,8,7,12,9,19,22,31,16,23,1,13,29,17,5,26,27,4,21,30,25,28,15,,
31,6,4,2,31,1,31,31,31,31,31,31,31,31,3,2,5,1,31,31,31,31,31,31,1,31,31,31,31,31,3,,
31,31,31,31,31,31,31,31,31,1,3,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,31,31,31,31,31,,
4,28,28,28,9,28,5,28,28,2,3,28,8,28,28,28,28,7,10,28,28,31,28,28,28,1,28,6,28,28,31,,
5,31,31,31,6,31,31,31,31,31,1,2,31,31,31,31,31,31,7,31,31,31,8,31,31,4,31,31,31,3,31,,
31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,,
31,5,27,31,31,31,31,31,31,2,1,18,31,31,24,31,31,15,20,20,31,31,31,15,31,25,31,17,31,4,17,,
6,31,17,7,3,9,12,8,31,31,4,10,11,14,31,15,16,31,1,2,31,5,31,31,31,13,31,31,31,31,31,,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,31,31,31,31,31,31,1,31,31,31,31,31,31,,
2,13,13,13,7,6,13,9,13,12,10,13,1,13,4,13,13,13,11,13,13,3,8,13,13,5,13,13,13,13,13,,
24,4,28,30,1,26,2,2,5,2,1,1,15,5,13,19,6,23,3,14,31,20,4,10,9,4,1,7,8,27,1,,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,2,31,31,31,31,31,31,31,31,31,31,31,31,31,,
9,31,7,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,2,1,31,31,5,8,31,31,31,10,4,6,31,,
31,31,31,2,31,1,31,31,31,31,31,31,31,31,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,31,31,,
7,11,29,10,13,3,10,27,26,5,4,18,1,9,2,14,28,21,20,17,30,9,6,31,8,22,15,25,24,12,19,,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,31,31,31,31,31,31,31,31,,
19,7,15,12,30,10,23,4,25,24,29,16,10,17,9,14,27,21,2,1,31,28,8,20,26,3,22,13,18,10,11,,
3,31,31,4,31,4,31,31,31,2,1,2,4,31,31,31,31,4,4,31,31,31,31,31,31,3,31,31,31,1,31,,
31,31,31,31,31,2,31,31,31,31,31,31,31,31,31,31,31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,,
31,31,31,31,1,1,18,1,3,31,18,31,6,31,31,31,3,31,5,31,31,31,31,31,31,8,31,1,17,2,31,,
8,31,31,31,5,3,31,31,31,31,6,8,10,31,9,31,11,31,31,4,31,7,1,31,31,31,31,31,31,31,31,,
7,30,15,14,4,6,9,30,30,10,5,3,1,17,2,30,12,16,11,19,30,13,17,30,31,8,18,30,30,30,20,,
31,29,31,31,28,31,31,31,31,31,27,30,31,31,31,31,31,31,1,2,31,31,31,31,31,31,31,31,31,31,31,,
22,6,14,4,16,2,30,23,21,10,11,15,17,26,7,1,13,3,9,20,31,30,19,8,26,12,18,26,26,30,5,,
31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,2,31,31,31,31,31,31,31,31,31,31,31,,
3,13,29,9,12,1,29,8,4,29,30,29,29,29,13,5,13,7,29,11,31,6,10,29,29,29,29,13,13,29,2,,
16,4,13,8,3,17,7,11,30,28,15,5,6,26,24,10,12,29,1,2,31,18,21,23,20,9,25,27,19,22,14,,
10,12,7,8,2,3,24,31,28,15,5,1,11,31,24,25,9,14,6,24,24,17,26,24,24,27,13,24,12,31,4,,
3,20,31,31,4,31,11,14,31,11,12,11,10,11,31,13,31,31,1,2,31,3,11,31,31,5,11,31,31,11,11,,
31,31,31,31,31,6,31,31,31,31,5,31,31,31,1,31,31,31,31,2,31,3,7,31,31,31,31,31,31,31,4,,
31,5,31,3,6,2,31,31,31,31,31,31,31,31,8,7,31,1,31,31,31,31,31,31,31,31,31,31,31,31,4,,
31,31,31,31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,,
31,2,2,1,31,1,31,31,31,31,31,31,31,31,1,1,1,1,31,31,31,31,31,31,31,31,31,31,31,31,2,,
6,31,15,13,12,16,31,31,31,3,2,4,7,31,18,20,14,11,31,10,22,21,17,31,31,1,8,9,19,5,31,,
31,31,31,15,31,3,31,31,31,31,31,31,31,12,8,13,5,4,31,31,7,31,31,31,31,31,31,31,31,31,31,,
4,29,29,29,9,29,5,29,29,2,3,29,7,29,29,29,29,8,10,29,29,31,29,29,29,1,29,6,29,29,31,,
9,31,13,4,7,1,31,31,31,30,2,3,6,31,31,31,11,10,5,31,31,16,14,31,31,8,12,31,31,31,15,,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,31,31,31,31,31,31,31,31,31,31,31,,
7,6,1,5,3,4,31,31,31,31,8,31,9,31,31,31,10,11,31,31,31,2,31,31,31,31,31,31,31,31,31,,
2,10,31,1,7,4,31,31,31,31,31,31,5,31,6,11,3,9,31,31,31,31,31,31,31,31,31,31,31,31,8,,
8,6,10,2,31,3,12,22,15,17,12,11,16,31,7,4,9,1,31,11,31,17,31,31,22,17,31,16,31,16,5,,
1,31,1,1,1,1,31,31,31,31,31,1,31,31,1,31,1,1,1,31,31,31,31,31,31,31,31,31,31,31,1,,
31,31,31,31,31,7,31,31,31,5,3,31,1,31,2,31,31,31,31,31,31,4,31,31,31,31,31,31,31,31,6,,
1,31,31,31,31,31,31,1,31,31,1,31,31,1,31,31,1,31,1,1,31,31,1,31,31,1,1,31,31,31,31,,
5,5,4,5,5,3,5,5,5,5,5,5,5,5,5,1,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,,
31,31,31,31,6,3,31,31,31,31,4,31,31,31,31,31,31,31,1,2,31,31,31,31,31,31,5,31,31,31,31,,
31,31,31,31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,,
23,6,23,3,30,31,24,23,23,23,30,23,23,23,4,2,30,1,23,23,23,23,30,30,23,23,23,23,30,30,5,,
7,31,31,5,31,4,31,31,31,31,2,1,31,31,31,31,31,6,31,31,31,31,31,31,31,31,3,31,31,31,31,,
3,3,31,1,31,1,31,31,31,4,31,3,4,31,2,31,5,1,31,31,31,31,31,31,31,31,31,31,31,31,2,,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,31,31,31,31,31,31,31,31,31,31,31,,
31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,,
31,3,1,31,2,10,31,31,31,31,31,9,8,31,31,31,4,31,7,31,31,6,31,31,5,31,31,31,31,31,31,,
31,6,4,3,31,2,31,31,31,31,31,31,31,31,7,5,31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,2,31,31,31,31,31,31,31,31,31,31,31,,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,2,31,31,31,31,31,31,31,31,31,31,31,,
31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,,
7,10,31,2,9,1,31,31,31,31,31,8,11,31,4,31,29,5,29,31,31,29,30,31,31,31,30,31,31,31,3,,
7,31,3,9,31,1,31,31,31,31,8,31,31,31,5,2,6,10,31,31,31,31,31,12,31,11,31,31,31,31,4,,
9,7,4,8,31,2,31,31,31,31,10,31,31,31,4,5,12,2,31,31,31,31,31,31,1,31,31,31,31,31,31,,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,1,31,31,31,31,31,31,31,31,31,31,31,,
2,30,8,9,12,5,14,30,30,3,1,2,2,30,13,27,11,3,10,6,30,31,29,30,30,2,4,7,30,13,31,,
18,1,5,7,12,2,31,10,31,13,3,8,17,31,31,19,11,5,4,9,31,16,31,31,31,31,20,31,14,31,15,,
30,30,29,1,31,29,30,31,30,30,29,1,31,29,30,31,29,30,30,30,31,30,31,30,29,31,31,30,31,30,1,,
31,5,6,2,31,3,31,31,31,31,31,31,31,31,4,1,31,3,31,31,31,31,31,31,31,31,31,31,31,31,4,,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,1,31,31,31,31,31,31,31,31,31,31,31,,
6,31,31,31,7,31,31,10,10,2,3,31,31,31,8,31,31,31,31,31,31,31,5,10,31,1,31,31,9,4,31,,
8,4,1,2,6,3,31,31,31,9,10,31,7,31,31,31,5,31,31,31,31,11,31,31,31,31,31,31,31,31,31,,
31,31,4,31,4,31,3,31,31,2,3,31,31,31,31,31,4,31,4,31,31,31,31,31,31,31,31,1,31,2,4,,
31,4,31,31,31,3,31,31,31,31,31,31,31,31,31,1,31,2,31,31,31,31,31,31,31,31,31,31,31,31,5,,
29,4,30,3,29,2,29,29,29,29,31,29,28,29,3,3,30,1,29,29,29,29,29,28,28,29,28,29,28,29,4,,
31,3,31,2,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,,
31,31,31,2,31,1,31,31,31,31,31,31,31,31,31,4,31,3,31,31,31,31,31,31,31,31,31,31,31,31,5,,
6,8,10,3,31,1,31,31,31,31,31,31,31,31,7,5,31,2,31,31,31,31,31,31,31,31,31,31,31,31,4,,
4,27,27,27,9,27,5,27,27,1,3,27,8,27,27,27,27,7,10,27,27,28,27,27,27,2,27,6,27,27,28,,
3,31,31,31,31,31,31,31,31,5,4,2,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,31,31,31,31,,
12,16,22,11,28,26,17,27,23,9,14,18,15,2,21,19,13,25,5,1,20,29,8,4,31,24,10,30,6,7,3,,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,2,31,3,31,31,31,31,31,31,31,31,31,,
4,27,27,27,9,27,5,27,27,1,3,27,8,27,11,27,27,7,10,27,27,28,27,27,27,2,27,6,27,27,28,,
6,15,31,11,9,3,10,13,31,31,2,31,1,31,31,31,12,31,8,14,31,31,4,31,31,5,31,31,31,31,31,,
31,31,31,31,31,3,31,31,31,31,31,31,31,31,4,31,31,1,31,31,31,31,31,31,2,31,31,31,31,31,31,,
5,4,13,8,3,17,7,11,31,27,28,10,6,26,24,16,12,31,1,2,31,18,21,23,20,9,25,15,19,22,14,,
11,3,1,19,2,10,2,4,21,6,5,7,5,14,22,10,13,9,6,8,31,21,30,23,20,8,7,9,13,30,2,,
31,31,31,31,31,31,31,31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,,
2,31,2,31,2,31,2,2,31,31,2,31,31,31,31,31,31,31,1,2,31,31,2,31,2,31,31,31,31,31,2,,
31,31,31,31,6,31,31,31,6,6,31,31,1,31,6,31,6,6,31,31,31,31,31,31,31,31,31,31,31,31,31,,
2,31,31,7,31,31,31,31,31,3,1,31,31,8,31,9,31,31,31,5,31,31,31,10,31,4,6,31,31,31,31,,
31,31,31,31,31,9,31,31,31,10,8,31,31,31,31,31,1,4,31,31,31,31,31,31,31,31,31,31,31,10,31,,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,31,31,31,31,31,31,31,31,31,31,31,,
