rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,Num Cands,Num Seats
4,4,8,3,4,8,1,2,8.0,1.0
8,8,2,8,8,8,1,8,,
1,1,5,1,1,8,1,1,,
2,4,8,3,5,8,6,1,,
3,4,8,2,5,8,8,1,,
4,8,8,3,4,4,1,2,,
2,3,7,4,5,6,8,1,,
7,7,2,7,7,7,7,1,,
6,1,4,5,7,2,3,8,,
5,6,2,4,7,1,8,3,,
5,8,8,1,8,8,8,3,,
6,5,7,4,2,8,1,3,,
5,4,6,3,2,8,7,1,,
5,3,6,2,4,8,7,1,,
8,8,3,8,8,2,8,1,,
1,1,4,1,1,8,1,8,,
8,8,3,8,8,2,8,3,,
2,4,8,3,1,5,8,1,,
6,6,4,5,2,1,7,3,,
5,5,3,7,4,8,2,1,,
5,4,7,6,3,2,8,1,,
8,8,3,8,8,2,8,1,,
6,7,6,6,6,1,8,6,,
6,6,3,6,6,2,7,1,,
2,6,5,4,3,8,1,7,,
4,3,6,2,5,8,8,1,,
8,8,3,8,8,3,2,2,,
8,8,3,8,8,2,8,1,,
3,8,2,8,8,4,1,4,,
8,8,8,8,2,8,1,8,,
8,8,8,8,8,8,8,8,,
7,2,6,5,3,8,1,4,,
8,3,5,6,2,4,8,1,,
4,5,8,3,2,7,6,1,,
4,2,3,5,1,8,6,7,,
6,6,8,5,2,8,1,7,,
3,2,7,4,6,8,1,5,,
8,8,8,8,8,8,8,8,,
8,8,8,8,8,8,8,1,,
8,8,3,8,8,2,8,1,,
8,8,8,8,8,8,8,8,,
2,7,4,8,1,5,3,6,,
5,4,7,3,2,6,8,1,,
4,5,3,7,6,2,8,1,,
8,8,3,8,8,2,8,1,,
8,8,3,8,8,2,8,1,,
4,5,2,3,6,8,7,1,,
5,6,2,4,3,8,7,1,,
3,5,6,2,4,8,7,1,,
5,4,6,2,3,8,7,1,,
8,8,2,8,8,1,8,8,,
8,8,3,8,8,8,2,1,,
8,8,8,8,8,8,8,1,,
4,4,7,3,4,8,1,2,,
8,8,8,8,3,8,1,2,,
5,5,7,5,5,8,1,5,,
4,5,1,2,6,7,8,3,,
8,8,3,8,8,8,2,1,,
8,8,8,8,8,8,4,3,,
8,8,8,8,8,8,2,1,,
8,8,3,8,8,2,8,1,,
6,5,7,4,3,1,8,2,,
8,8,3,8,8,2,8,1,,
2,8,8,4,3,8,8,1,,
3,7,5,6,2,8,1,4,,
