rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,Num Cands,Num Seats
2,1,4,5,8,3,7,7,8.0,1.0
8,4,5,3,2,1,8,8,,
8,8,8,8,8,8,1,8,,
8,3,6,1,7,2,5,4,,
5,2,1,3,8,4,6,7,,
8,3,6,2,8,7,1,5,,
8,8,8,2,8,8,1,3,,
5,6,4,1,3,7,8,2,,
8,8,8,8,8,8,1,8,,
8,7,2,5,4,1,3,6,,
4,1,5,7,6,2,3,8,,
8,8,8,8,8,8,1,8,,
1,2,5,6,8,3,7,8,,
8,3,5,4,8,8,1,2,,
5,3,2,7,6,8,1,4,,
5,4,2,3,6,8,7,1,,
8,8,8,1,8,8,8,8,,
7,2,4,6,5,1,3,8,,
8,8,8,1,8,8,8,8,,
3,8,3,4,2,1,5,2,,
7,6,2,5,8,4,3,1,,
6,2,3,8,4,5,7,1,,
5,1,2,4,6,8,3,7,,
8,8,8,8,8,8,1,8,,
2,6,3,7,4,8,1,5,,
8,8,8,8,8,1,8,8,,
6,2,6,4,8,1,3,6,,
8,8,8,8,8,8,1,8,,
8,8,2,1,8,7,8,8,,
3,1,2,4,8,7,6,5,,
3,5,6,7,8,2,1,4,,
