rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,rank36,rank37,rank38,rank39,rank40,rank41,rank42,rank43,rank44,rank45,rank46,rank47,rank48,rank49,rank50,rank51,rank52,rank53,Num Cands,Num Seats
30,21,14,40,46,33,17,16,38,1,18,10,25,45,36,19,32,47,39,11,9,28,2,49,4,48,37,6,52,42,51,23,26,5,24,8,34,20,13,3,12,19,41,7,35,22,27,15,31,29,44,50,43,,
53,53,53,53,53,53,53,53,53,1,53,53,53,53,53,53,53,53,53,53,2,53,3,53,53,53,53,53,53,53,53,53,53,53,53,5,53,53,53,4,53,53,53,53,53,53,53,53,53,53,53,53,53,,
40,35,8,7,48,42,35,10,37,35,25,34,9,45,2,14,12,53,40,8,35,8,11,40,53,5,22,4,53,25,53,7,53,3,28,45,22,30,53,45,3,6,35,40,14,40,1,40,8,40,53,45,13,,
8,6,3,4,17,12,5,10,17,6,8,11,8,21,18,6,15,20,18,1,19,10,1,18,13,16,7,8,21,12,21,17,16,1,15,19,9,15,8,13,3,2,16,9,9,17,7,16,11,20,19,21,7,,
53,18,6,9,Skipped,53,17,10,Skipped,21,8,24,22,53,12,Skipped,15,Skipped,Skipped,2,Skipped,4,5,Skipped,53,25,3,53,53,14,Skipped,Skipped,53,1,13,Skipped,16,23,20,53,26,7,Skipped,Skipped,19,53,11,Skipped,Skipped,Skipped,Skipped,53,Skipped,,
4,53,1,53,53,3,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,10,53,53,53,53,53,53,53,53,53,53,53,5,2,53,53,53,53,53,6,53,53,53,53,53,53,53,53,53,53,53,,
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,1,53,53,53,53,53,53,53,53,53,53,53,,
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,48,53,53,53,53,53,53,53,53,53,53,35,53,53,51,53,53,49,53,53,53,53,53,53,53,53,53,53,53,,
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,1,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,,
50,49,49,49,49,46,49,49,48,53,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,53,49,43,49,42,49,49,45,47,49,49,49,49,49,49,49,44,49,49,49,49,49,49,51,49,,
3,53,1,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,4,1,53,5,53,53,51,53,53,53,53,53,53,53,53,53,53,53,,
4,53,53,53,2,15,7,53,6,53,12,13,18,53,53,12,53,11,53,53,53,53,5,53,1,53,53,2,53,53,5,53,53,53,53,8,10,53,3,4,17,53,53,12,53,16,53,2,53,53,11,53,53,,
53,53,9,14,53,53,15,53,53,2,53,19,53,53,53,53,20,53,53,5,11,13,3,53,1,53,53,8,53,53,53,17,53,10,53,18,53,53,4,6,16,12,53,53,53,53,7,53,53,53,53,53,53,,
13,22,18,27,53,42,14,11,43,6,17,25,35,53,44,53,28,53,10,3,37,9,1,53,2,34,5,19,45,20,40,24,46,7,23,30,21,12,8,15,39,4,33,32,41,26,16,38,53,36,29,31,53,,
8,Skipped,20,Skipped,Skipped,19,Skipped,Skipped,Skipped,2,Skipped,12,Skipped,Skipped,Skipped,Skipped,Skipped,17,5,Skipped,6,Skipped,15,Skipped,1,Skipped,Skipped,Skipped,11,Skipped,7,Skipped,22,Skipped,Skipped,9,Skipped,Skipped,3,4,18,Skipped,21,13,Skipped,10,Skipped,16,Skipped,Skipped,14,Skipped,Skipped,,
14,12,3,8,Skipped,18,16,Skipped,53,1,Skipped,15,Skipped,Skipped,Skipped,Skipped,19,Skipped,20,6,7,12,2,Skipped,9,Skipped,Skipped,11,Skipped,Skipped,52,Skipped,15,5,16,10,Skipped,Skipped,18,2,4,13,Skipped,15,Skipped,53,Skipped,53,Skipped,Skipped,16,17,Skipped,,
29,25,2,14,Skipped,Skipped,8,10,Skipped,23,9,4,27,Skipped,13,30,34,Skipped,Skipped,1,Skipped,7,11,31,19,Skipped,15,21,Skipped,17,Skipped,3,18,28,33,Skipped,12,32,22,20,24,6,Skipped,16,Skipped,Skipped,5,Skipped,Skipped,35,26,Skipped,Skipped,,
1,53,6,53,9,53,53,53,4,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,5,53,53,53,53,53,53,53,10,53,53,3,53,53,7,2,53,53,53,53,53,53,53,8,53,53,53,53,53,,
53,53,4,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,2,53,53,1,53,5,53,53,53,53,53,53,53,53,3,53,5,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,,
34,37,2,19,43,38,7,16,53,13,11,22,26,Skipped,6,27,31,Skipped,Skipped,4,35,8,1,Skipped,9,20,36,17,Skipped,44,Skipped,18,40,3,15,25,14,21,30,24,5,12,Skipped,10,29,42,28,23,33,32,39,Skipped,41,,
23,51,4,38,46,19,6,13,33,3,40,15,28,48,45,20,22,21,35,7,17,50,1,Skipped,10,Skipped,45,8,Skipped,46,Skipped,Skipped,5,14,26,12,29,24,11,9,2,34,37,16,30,32,49,25,41,31,43,18,47,,
53,24,14,8,41,53,23,13,53,33,12,10,16,36,32,5,34,53,40,2,43,11,1,44,25,29,7,27,53,9,53,38,53,4,21,42,18,17,39,19,20,3,53,26,31,53,6,37,30,22,15,35,28,,
53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,49,53,53,53,53,53,45,53,53,53,53,52,53,53,53,53,53,53,,
30,26,4,Skipped,15,18,1,14,29,5,10,22,Skipped,13,Skipped,Skipped,Skipped,8,Skipped,Skipped,Skipped,Skipped,7,53,3,Skipped,Skipped,Skipped,Skipped,Skipped,19,6,20,21,Skipped,15,Skipped,Skipped,2,Skipped,23,11,Skipped,12,16,9,Skipped,Skipped,Skipped,17,52,Skipped,Skipped,,
10,53,20,20,53,53,53,53,20,1,53,53,53,53,53,53,53,53,53,53,25,45,53,53,45,53,53,53,53,53,5,53,53,25,53,53,53,53,2,53,53,10,53,53,53,5,53,53,53,53,53,53,45,,
3,53,53,53,53,53,2,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,1,53,53,53,53,53,53,53,53,53,53,53,53,53,53,,
53,53,2,53,53,53,53,53,5,53,53,53,53,53,53,53,53,53,53,53,53,53,4,53,50,53,53,53,53,53,53,53,53,53,53,1,53,53,53,53,53,3,53,53,53,53,53,53,53,53,53,53,53,,
21,1,10,15,52,20,3,3,20,2,1,8,19,Skipped,Skipped,Skipped,Skipped,52,Skipped,9,31,11,10,Skipped,52,52,1,52,Skipped,10,Skipped,Skipped,Skipped,8,6,25,Skipped,1,49,52,1,1,Skipped,10,Skipped,53,5,52,9,7,20,Skipped,10,,
22,35,12,31,49,46,26,21,38,4,20,14,27,32,7,13,34,48,30,5,19,24,1,45,2,41,36,10,52,40,39,11,42,9,15,3,44,17,6,8,18,16,50,43,29,51,28,23,33,25,53,47,37,,
53,53,6,Skipped,14,15,12,53,Skipped,1,19,7,53,Skipped,Skipped,20,53,23,17,53,53,Skipped,2,53,10,53,13,Skipped,8,53,16,53,21,53,53,11,Skipped,53,53,9,53,22,Skipped,5,Skipped,4,53,53,53,18,3,22,53,,
11,11,6,11,11,11,11,9,11,5,11,11,11,11,11,11,11,11,11,7,11,3,53,11,1,11,11,11,11,11,7,11,11,10,11,4,11,7,11,8,11,52,11,11,11,11,2,11,11,11,11,11,11,,
51,51,51,51,51,51,51,51,51,53,51,51,51,51,51,51,51,51,52,51,53,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,,
2,2,1,1,Skipped,Skipped,2,2,3,1,2,2,3,Skipped,3,2,2,Skipped,Skipped,1,Skipped,2,2,Skipped,1,3,2,2,Skipped,3,Skipped,Skipped,Skipped,1,3,2,3,2,2,3,2,1,Skipped,Skipped,3,2,2,2,3,3,2,Skipped,3,,
8,53,53,53,53,53,7,53,53,53,53,53,53,53,53,53,53,53,53,53,9,53,10,53,2,53,53,4,53,53,53,53,53,53,53,1,53,53,5,3,53,53,53,53,53,53,53,6,53,53,53,53,53,,
2,3,9,10,7,53,8,6,6,53,4,2,53,53,53,53,53,53,53,53,9,4,4,53,5,53,5,53,53,53,8,15,53,5,53,7,53,53,1,7,53,5,11,7,53,53,9,53,9,2,53,53,53,,
53,53,53,Skipped,53,Skipped,53,53,Skipped,53,53,53,53,53,2,53,53,53,1,53,53,53,Skipped,53,5,3,53,53,53,53,Skipped,53,53,53,53,4,Skipped,53,53,53,53,53,53,53,Skipped,53,53,53,53,Skipped,53,53,53,,
53,1,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,,
43,31,10,21,53,13,34,20,25,45,53,36,53,53,8,53,35,53,1,42,5,37,50,2,40,7,51,53,24,53,28,40,27,4,23,49,53,28,29,53,6,53,3,45,53,44,53,26,15,34,53,32,48,,
20,5,1,35,33,41,4,6,44,13,14,27,12,40,34,30,23,47,43,19,38,18,8,42,24,21,16,39,52,15,46,2,37,9,31,29,25,7,3,32,36,11,51,26,45,49,10,48,28,50,53,22,17,,
3,52,4,52,52,52,52,9,52,53,52,10,52,52,52,52,52,52,52,2,53,52,1,52,7,52,52,52,52,52,52,52,52,52,52,5,52,52,52,8,52,52,52,52,52,6,52,52,52,53,52,52,52,,
53,53,53,10,53,53,53,53,53,53,3,53,53,53,53,53,53,53,53,4,53,53,53,53,9,53,6,53,7,53,53,53,53,1,53,5,53,53,53,53,53,2,53,53,8,53,53,53,53,53,53,53,53,,
53,53,3,15,53,53,53,53,53,53,38,53,53,53,9,43,53,53,53,2,53,7,1,53,53,53,7,24,53,20,53,53,53,2,10,53,53,35,47,6,53,20,53,53,35,49,6,53,53,40,53,53,45,,
17,46,10,9,12,16,31,28,22,3,45,21,52,35,26,50,42,14,25,27,41,51,3,53,1,44,24,5,33,48,15,47,49,30,23,20,18,29,7,1,19,8,43,34,38,13,28,11,39,37,32,36,40,,
Skipped,Skipped,Skipped,18,Skipped,Skipped,Skipped,23,Skipped,11,40,Skipped,37,Skipped,Skipped,20,Skipped,Skipped,Skipped,3,Skipped,10,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,30,25,Skipped,Skipped,39,Skipped,Skipped,30,2,Skipped,Skipped,25,Skipped,Skipped,Skipped,Skipped,46,45,Skipped,Skipped,,
27,19,7,3,28,Skipped,Skipped,25,26,Skipped,12,13,29,Skipped,Skipped,24,31,Skipped,Skipped,5,6,11,2,33,32,Skipped,17,8,Skipped,20,Skipped,Skipped,Skipped,9,15,Skipped,14,23,34,33,1,4,33,18,21,Skipped,10,16,22,Skipped,30,Skipped,Skipped,,
49,49,49,49,49,49,53,49,49,49,49,49,49,49,49,49,49,49,49,49,49,1,49,49,49,49,49,49,49,49,49,49,49,49,49,50,49,49,51,49,49,49,49,49,49,49,52,49,49,49,49,49,49,,
49,49,49,48,49,49,52,49,49,49,49,49,49,49,49,49,49,49,49,49,49,1,49,49,49,49,49,49,49,49,49,49,49,49,49,53,49,49,50,49,49,49,49,49,49,49,51,49,49,49,49,49,49,,
18,29,Skipped,Skipped,8,20,14,Skipped,24,5,12,16,Skipped,Skipped,Skipped,7,19,13,26,Skipped,Skipped,Skipped,2,Skipped,9,Skipped,27,22,11,Skipped,3,Skipped,17,Skipped,Skipped,21,25,Skipped,23,10,15,28,Skipped,4,Skipped,6,Skipped,1,Skipped,Skipped,30,Skipped,Skipped,,
52,24,14,6,39,45,13,12,46,17,8,25,23,42,41,28,36,48,31,2,35,10,3,43,15,38,20,33,53,5,40,27,50,1,22,34,18,11,4,49,26,7,30,29,19,51,9,44,21,16,47,32,37,,
53,47,53,53,53,53,52,53,53,53,53,53,53,53,53,53,53,53,53,1,53,53,53,53,47,53,53,53,53,53,53,53,53,53,53,46,5,49,53,53,53,53,53,53,53,53,53,53,53,53,48,53,35,,
53,3,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,1,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,2,53,53,53,53,53,53,53,53,53,53,53,53,,
25,41,12,10,44,48,2,14,47,7,8,24,34,33,31,26,37,43,38,3,16,3,23,53,1,32,27,11,52,36,46,21,35,15,22,9,40,17,6,19,30,13,50,39,28,18,5,49,29,20,42,51,45,,
53,53,3,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,1,53,2,53,53,53,53,53,53,53,53,53,53,53,4,53,53,53,53,53,53,53,5,53,53,53,53,6,53,53,53,53,53,53,,
53,53,53,53,53,53,53,53,5,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,1,53,53,3,53,53,53,53,53,53,53,4,53,53,53,2,53,53,53,53,53,53,53,53,53,53,53,53,53,,
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,,
25,13,10,23,31,42,11,19,49,1,24,29,30,53,50,28,39,34,51,7,20,15,3,52,2,43,41,16,38,35,40,36,32,5,47,9,45,37,8,6,18,4,33,17,22,21,14,27,46,12,26,44,48,,
53,53,5,5,53,53,5,5,53,53,1,15,15,53,15,15,14,53,53,2,53,4,6,15,53,13,5,53,53,15,53,15,15,5,6,15,15,15,15,53,15,5,53,15,15,53,2,53,15,15,53,53,15,,
53,53,4,53,53,8,13,18,53,1,53,17,53,53,22,15,53,53,53,16,27,53,9,53,10,53,26,6,53,53,23,53,12,20,53,25,53,53,3,7,53,14,53,53,11,2,53,53,53,24,19,21,53,,
52,52,52,52,52,50,52,52,52,52,52,52,52,4,46,52,52,52,52,48,52,1,52,52,52,52,52,52,52,2,3,52,52,52,52,52,51,52,45,52,52,47,52,52,49,52,53,52,52,52,52,52,52,,
Skipped,Skipped,4,Skipped,12,10,13,Skipped,8,3,Skipped,Skipped,Skipped,Skipped,Skipped,14,Skipped,Skipped,Skipped,17,Skipped,Skipped,7,Skipped,1,Skipped,15,Skipped,Skipped,Skipped,6,Skipped,Skipped,Skipped,Skipped,9,Skipped,Skipped,2,40,Skipped,Skipped,Skipped,5,Skipped,9,Skipped,18,Skipped,16,11,16,Skipped,,
4,53,53,53,52,39,53,53,53,5,53,36,53,Skipped,53,53,6,46,1,38,1,52,5,38,1,51,53,2,3,Skipped,53,Skipped,17,39,41,7,Skipped,53,5,2,Skipped,53,40,53,53,10,53,4,Skipped,50,28,8,Skipped,,
12,19,4,53,53,53,15,11,53,3,29,7,25,53,53,21,22,53,53,53,19,20,2,31,1,53,53,53,53,53,53,23,53,9,13,5,53,25,6,10,37,16,53,53,53,53,8,14,53,20,47,53,17,,
53,53,3,53,53,53,53,53,53,53,53,53,53,53,53,2,53,53,53,4,53,53,12,53,1,53,10,53,53,53,53,53,53,8,53,53,11,9,7,53,53,6,53,53,5,53,53,53,53,13,53,53,53,,
11,10,53,4,12,53,53,53,53,53,12,53,53,53,12,1,53,53,53,7,53,53,53,53,53,53,12,12,53,53,11,53,53,11,12,53,53,53,10,5,6,3,53,2,53,53,53,53,10,53,53,53,53,,
Skipped,Skipped,6,6,Skipped,Skipped,7,6,Skipped,6,Skipped,Skipped,8,Skipped,9,9,Skipped,Skipped,Skipped,2,Skipped,5,4,Skipped,53,6,8,8,Skipped,Skipped,Skipped,Skipped,Skipped,3,5,Skipped,Skipped,Skipped,Skipped,9,Skipped,5,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
53,53,2,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,4,53,53,53,53,53,53,53,53,53,53,53,53,5,53,53,53,53,53,3,53,53,53,53,53,53,53,53,1,53,53,,
47,47,47,46,47,47,49,51,47,47,47,47,47,47,47,47,47,47,47,47,47,1,47,47,47,47,47,47,47,47,47,47,47,47,47,52,47,47,48,53,47,47,47,47,47,47,50,47,47,47,47,47,47,,
22,53,2,53,11,53,17,18,16,5,6,10,23,53,53,24,53,12,53,53,53,53,8,53,53,53,14,53,38,53,53,53,20,53,53,53,19,53,21,53,7,4,53,1,53,15,53,53,53,53,3,13,53,,
49,49,49,49,49,49,50,49,49,49,49,49,49,49,49,49,49,49,49,49,49,1,49,49,49,49,49,49,49,49,49,49,49,49,49,53,49,49,51,49,49,49,49,49,49,49,52,49,49,49,49,49,49,,
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,53,53,50,53,53,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,,
22,45,11,18,53,30,40,12,31,3,13,25,27,Skipped,26,24,Skipped,53,53,2,8,7,4,Skipped,53,40,21,29,53,32,53,Skipped,Skipped,5,16,33,17,15,6,53,14,1,28,23,9,45,45,Skipped,Skipped,20,50,10,19,,
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,7,53,53,53,53,53,5,53,53,53,53,53,53,53,53,53,53,53,53,3,53,53,53,53,53,53,2,53,53,53,53,1,53,53,53,53,53,10,,
25,20,10,19,34,Skipped,6,18,37,7,22,11,Skipped,Skipped,33,9,Skipped,Skipped,Skipped,12,30,14,1,32,24,Skipped,3,26,Skipped,15,Skipped,Skipped,31,4,Skipped,28,17,16,29,27,21,8,36,5,Skipped,53,2,35,Skipped,13,23,Skipped,Skipped,,
53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,53,53,53,53,38,53,53,53,53,53,53,53,53,53,53,51,53,53,53,53,53,41,53,53,53,53,53,53,53,53,53,53,53,,
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,1,53,53,53,53,53,53,53,53,53,53,2,53,53,3,53,53,53,53,53,53,53,53,53,53,53,53,53,53,,
26,14,1,13,32,42,9,7,36,11,21,8,24,Skipped,49,12,28,47,33,5,30,20,2,40,4,41,39,18,48,50,34,16,51,3,27,23,35,46,31,10,29,15,38,17,19,22,6,44,37,45,25,43,52,,
53,6,4,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,2,53,53,3,53,53,53,53,53,53,53,1,53,53,53,37,53,5,53,53,53,53,53,53,53,53,53,53,53,,
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,2,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,1,53,53,53,53,53,53,,
53,1,53,1,53,53,53,53,53,53,13,53,14,53,16,53,8,53,53,1,53,1,12,53,53,19,11,18,53,1,53,53,53,1,1,53,53,19,53,53,53,15,53,53,53,53,9,53,53,53,53,53,10,,
17,11,3,19,34,51,4,9,37,2,40,14,24,49,26,46,35,31,44,16,15,33,1,47,5,50,23,6,48,42,45,20,53,7,39,32,28,29,18,12,10,8,22,13,21,27,36,38,21,41,43,25,51,,
53,53,53,53,53,Skipped,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,Skipped,53,53,53,53,53,53,53,53,53,53,53,53,53,Skipped,53,53,53,53,53,53,53,53,,
33,26,2,11,36,53,31,4,51,34,21,41,22,43,9,17,20,46,37,10,49,12,8,42,35,39,1,30,52,28,50,3,44,6,15,19,23,16,40,48,25,14,24,27,5,45,13,38,29,7,32,47,18,,
11,10,9,Skipped,16,Skipped,15,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,12,13,Skipped,5,Skipped,3,Skipped,Skipped,8,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,14,Skipped,Skipped,4,2,Skipped,6,Skipped,Skipped,Skipped,7,Skipped,Skipped,Skipped,Skipped,17,Skipped,Skipped,,
53,53,53,25,53,36,53,53,30,53,53,53,53,53,53,53,53,53,53,53,53,53,50,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,40,44,53,27,53,53,20,18,1,53,53,40,53,53,53,,
53,53,53,53,53,53,53,53,53,6,53,53,53,53,53,53,53,53,53,53,53,53,1,53,2,53,53,53,53,53,53,53,53,7,53,4,53,53,5,3,53,53,53,53,53,53,53,53,53,53,53,53,53,,
53,53,42,35,53,40,53,53,53,53,53,53,53,53,53,53,53,53,53,38,53,53,34,53,37,53,53,53,53,53,53,53,53,53,53,26,53,53,47,53,53,52,53,53,37,53,53,53,53,53,53,53,53,,
19,21,10,30,24,16,9,53,32,1,27,12,53,53,53,53,53,53,4,13,6,53,2,53,3,53,53,5,9,53,22,28,53,17,53,25,23,29,7,15,26,18,14,31,53,11,53,8,53,20,53,53,53,,
25,38,27,8,30,34,41,7,22,13,24,36,16,Skipped,11,12,Skipped,15,31,18,33,44,1,Skipped,28,40,23,5,45,35,43,Skipped,Skipped,3,39,19,9,26,20,2,32,6,14,4,17,10,29,21,Skipped,Skipped,42,37,Skipped,,
21,53,1,11,Skipped,53,5,6,53,18,8,53,13,Skipped,53,53,40,Skipped,39,3,20,12,15,Skipped,Skipped,53,10,Skipped,Skipped,14,Skipped,16,39,2,17,45,19,40,Skipped,Skipped,53,9,43,Skipped,Skipped,Skipped,4,Skipped,53,40,Skipped,Skipped,7,,
Skipped,16,4,9,13,Skipped,9,8,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,12,Skipped,2,12,15,3,Skipped,1,Skipped,19,7,Skipped,Skipped,18,Skipped,Skipped,6,Skipped,Skipped,17,Skipped,7,8,10,8,Skipped,Skipped,Skipped,20,11,Skipped,Skipped,19,53,Skipped,Skipped,,
48,48,48,48,48,48,52,49,48,48,48,48,48,48,48,48,48,48,48,48,48,1,48,48,48,48,46,48,48,48,48,48,48,48,48,50,48,48,51,48,48,48,48,48,48,48,53,48,48,48,48,47,48,,
53,53,43,53,53,53,53,39,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,37,53,53,41,53,53,53,53,53,53,53,10,53,53,53,53,53,47,53,53,53,53,53,53,53,53,53,53,39,,
46,16,3,11,11,42,8,23,46,12,44,26,37,35,45,1,34,37,26,6,11,47,6,50,4,45,33,20,52,51,32,8,52,43,15,37,25,41,8,21,6,44,49,3,46,25,51,29,11,42,31,46,49,,
