rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,Num Cands,Num Seats
6,4,16,20,9,10,1,17,11,13,Skipped,8,5,14,Skipped,2,18,12,3,19,Skipped,15,7,,
23,Skipped,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,,
3,3,2,3,3,2,2,3,3,2,3,3,3,1,23,2,3,3,2,3,2,3,1,,
12,16,7,22,1,13,2,14,15,17,10,3,8,6,19,4,23,21,11,20,9,18,5,,
14,10,19,20,1,7,5,18,13,16,9,8,3,17,23,6,22,12,2,21,11,15,4,,
23,1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,,
18,1,14,11,5,17,10,2,9,4,8,20,6,21,22,3,13,19,23,12,16,15,7,,
23,2,23,23,23,23,2,1,23,23,23,23,5,23,23,4,6,23,23,3,23,23,23,,
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,,
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,,
12,9,19,20,4,10,2,16,18,17,5,6,7,8,23,1,22,21,11,14,15,13,3,,
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,,
14,2,1,18,3,4,5,13,17,16,10,8,9,20,22,7,21,11,15,23,12,19,6,,
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,,
23,23,23,23,23,23,23,23,23,1,23,23,23,23,23,23,23,23,23,23,23,23,23,,
23,23,23,23,23,23,23,1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,,
23,23,23,23,23,23,23,23,23,23,23,1,23,23,23,23,23,23,23,23,23,23,23,,
8,5,15,18,2,14,6,10,22,11,3,12,9,13,23,7,19,17,1,16,4,21,20,,
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,,
9,4,11,10,3,5,6,16,18,20,17,13,8,12,22,1,21,7,19,15,Skipped,14,2,,
19,3,11,18,9,6,1,17,12,14,10,5,4,16,Skipped,7,Skipped,15,2,Skipped,8,13,2,,
9,8,3,17,18,7,16,10,20,2,1,11,22,4,14,6,13,19,12,21,5,23,15,,
23,23,23,23,23,23,2,23,23,23,23,23,5,23,23,1,23,3,4,23,6,23,23,,
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,,
20,21,3,14,18,2,7,10,23,22,13,8,11,5,15,9,19,16,4,17,12,6,1,,
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,,
23,23,23,23,23,1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,,
21,5,8,12,2,18,6,15,20,17,11,7,3,10,23,1,22,16,4,19,13,14,9,,
10,4,3,11,7,7,1,11,8,8,7,8,6,21,Skipped,2,23,12,5,22,Skipped,8,7,,
17,3,13,16,5,1,4,19,21,12,14,8,6,15,23,7,20,18,11,22,10,9,2,,
12,6,10,21,4,8,2,18,16,19,7,13,5,20,23,1,22,17,9,15,3,14,11,,
