rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,Num Cands,Num Seats
12,12,5,1,8,12,4,2,3,7,12,6,12.0,1.0
1,12,12,12,12,12,12,12,12,12,12,12,,
4,8,3,1,7,11,10,2,9,12,6,5,,
12,12,1,3,5,6,1,12,12,4,2,7,,
12,12,1,12,3,12,12,2,12,12,12,12,,
1,6,4,2,8,12,7,3,9,11,10,5,,
12,5,7,1,9,4,10,3,6,8,11,2,,
12,12,12,12,12,12,12,1,12,12,12,12,,
3,5,9,2,6,11,7,12,8,1,4,10,,
12,12,3,5,4,12,2,12,1,12,12,12,,
12,12,12,12,12,12,12,12,12,1,12,12,,
8,11,6,5,4,7,2,1,9,12,10,3,,
12,11,1,2,4,6,7,9,3,8,5,10,,
12,12,12,12,12,12,1,12,12,12,12,2,,
7,11,3,10,1,4,8,2,5,6,9,12,,
12,12,12,4,3,12,2,12,12,1,12,12,,
1,12,12,12,3,12,2,12,12,12,12,12,,
12,3,6,1,5,10,7,9,4,8,11,2,,
12,3,1,4,12,12,12,2,12,12,12,12,,
12,12,1,2,12,12,12,3,4,12,12,12,,
12,12,1,12,12,12,12,12,12,12,12,12,,
10,3,1,6,12,2,7,5,8,9,11,4,,
7,11,12,2,1,8,11,10,6,3,10,2,,
12,3,1,12,12,12,2,12,4,12,12,12,,
12,12,2,12,3,12,12,1,3,12,12,12,,
12,12,12,12,12,12,12,1,12,12,12,12,,
6,10,12,2,1,8,5,11,3,7,9,4,,
12,12,10,11,3,6,9,1,8,2,5,7,,
10,11,2,1,3,4,10,10,6,10,12,5,,
12,12,12,2,12,5,12,12,4,1,12,3,,
11,10,1,5,8,12,3,6,4,2,9,7,,
12,12,12,12,12,12,1,12,12,12,12,12,,
12,12,9,10,12,12,12,12,11,12,12,12,,
7,12,8,1,3,5,2,11,4,10,9,6,,
12,12,4,12,12,12,1,12,12,2,3,12,,
11,5,3,1,4,10,8,2,6,12,9,7,,
12,12,2,12,1,12,12,12,12,12,12,12,,
12,6,5,8,4,9,10,2,7,3,11,1,,
4,10,5,3,11,7,12,6,2,8,9,1,,
12,9,6,10,1,3,11,2,5,8,7,4,,
12,11,8,1,7,4,3,2,6,9,10,5,,
12,12,12,12,1,12,12,12,12,12,12,12,,
12,10,7,3,6,2,1,8,9,5,11,4,,
12,1,12,12,2,12,2,12,12,12,12,12,,
12,2,10,12,10,10,2,12,1,3,1,2,,
12,12,12,12,12,12,12,1,12,12,12,12,,
11,3,1,5,6,9,4,8,7,10,12,2,,
12,12,12,1,4,12,12,2,12,3,12,12,,
2,7,10,8,12,6,1,5,11,4,9,3,,
6,12,5,4,1,12,7,12,3,6,12,2,,
12,12,12,12,12,12,12,12,12,1,12,2,,
