rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,Num Cands,Num Seats
6,8,12,11,1,10,14,7,2,15,9,4,3,5,13,15.0,1.0
5,8,12,10,1,13,14,7,2,15,11,6,3,4,9,,
6,5,12,10,1,11,14,8,2,15,9,7,3,4,13,,
7,9,13,10,1,11,14,8,2,15,6,5,4,3,12,,
6,8,12,9,1,11,14,7,2,15,10,5,3,4,13,,
6,11,9,10,1,12,14,5,2,15,8,7,3,4,13,,
5,11,10,7,1,12,14,8,2,15,9,6,3,4,13,,
7,10,12,11,2,9,14,6,3,15,8,5,4,1,13,,
5,9,11,10,1,12,14,6,2,15,8,7,3,4,13,,
7,9,11,6,2,12,14,8,1,15,10,5,3,4,13,,
6,8,11,10,2,12,14,7,1,15,9,5,3,4,13,,
4,10,11,5,2,13,14,8,1,15,9,6,3,7,12,,
6,7,13,10,1,12,14,5,2,15,11,9,3,4,9,,
7,10,11,8,1,12,14,4,2,15,9,5,3,6,13,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
8,11,13,7,1,9,14,6,2,15,10,4,5,3,12,,
6,8,12,9,1,11,14,10,2,15,7,5,3,4,13,,
5,8,12,9,1,10,14,9,2,15,11,6,3,4,13,,
6,8,12,9,2,11,15,7,1,14,10,5,4,3,13,,
6,9,15,10,1,11,14,6,2,13,5,4,3,8,12,,
8,5,11,12,2,10,15,7,1,14,9,6,4,3,13,,
6,10,12,8,1,11,14,7,3,15,9,5,2,4,13,,
5,9,11,10,1,12,14,7,2,15,8,6,3,4,13,,
9,5,11,8,1,12,14,7,2,15,10,6,3,4,13,,
6,9,10,8,1,11,15,5,2,15,15,4,3,7,12,,
3,10,12,9,5,11,15,6,2,14,8,1,7,4,13,,
6,7,12,10,1,11,14,9,1,15,8,5,3,4,13,,
7,6,8,9,2,12,15,14,1,10,11,4,3,5,13,,
5,7,12,9,2,11,13,6,1,15,10,8,3,4,14,,
4,9,12,4,1,12,14,7,1,15,10,8,3,4,12,,
5,8,11,10,1,12,14,6,2,15,9,7,4,3,13,,
5,10,13,8,1,12,14,7,4,15,9,6,3,2,11,,
6,8,13,10,1,9,14,5,2,15,12,4,3,7,11,,
6,8,12,10,1,9,14,7,2,15,11,5,3,4,13,,
9,8,12,11,3,10,15,5,1,14,7,6,2,4,13,,
6,9,11,12,1,10,14,5,2,15,8,4,3,7,13,,
6,9,11,10,1,12,14,5,3,15,8,7,2,4,13,,
5,8,11,10,2,12,14,7,1,15,9,4,3,6,13,,
5,6,12,10,1,11,14,9,2,15,8,7,3,4,13,,
6,8,12,9,1,11,14,5,2,15,10,4,3,7,13,,
6,9,12,10,3,11,15,7,1,14,8,4,2,5,13,,
11,7,8,9,2,12,14,6,1,15,10,5,3,4,13,,
15,15,15,15,15,15,15,15,1,15,15,15,15,15,15,,
7,6,11,9,2,12,14,8,1,15,10,5,3,4,13,,
8,10,13,6,2,11,15,7,1,14,9,4,3,5,12,,
6,9,11,7,1,12,14,8,2,15,10,4,3,5,13,,
5,8,11,10,2,12,14,6,1,15,9,7,3,4,13,,
5,8,11,9,1,12,14,6,2,15,10,7,3,4,13,,
5,10,11,7,1,12,14,8,2,15,9,4,3,6,13,,
5,9,11,10,1,12,14,6,2,15,8,7,3,4,13,,
6,7,11,10,1,12,15,8,2,14,9,3,4,5,13,,
5,9,11,10,1,12,14,6,2,15,8,7,3,4,13,,
5,6,12,9,1,11,15,8,2,14,10,7,4,3,13,,
6,9,11,8,1,12,14,7,2,15,10,5,4,3,13,,
5,8,11,10,1,12,14,7,2,15,9,6,4,3,13,,
6,9,12,10,1,11,14,7,2,15,8,5,3,4,13,,
6,10,12,9,2,11,13,7,1,15,8,5,3,4,14,,
8,6,13,9,1,11,14,7,2,15,10,4,3,5,12,,
7,6,13,11,1,10,14,9,2,15,8,5,3,4,12,,
7,9,11,10,1,12,15,8,2,15,6,5,3,4,13,,
8,5,12,9,1,11,14,7,3,15,10,6,2,4,13,,
1,8,12,11,3,7,15,5,2,14,9,10,4,6,13,,
6,10,13,9,1,11,14,7,2,15,8,4,3,5,12,,
6,10,12,8,1,11,14,7,2,15,9,4,3,5,13,,
7,8,10,12,1,11,15,5,4,14,9,6,2,3,13,,
6,8,12,11,1,10,14,7,3,15,9,5,2,4,13,,
6,8,11,9,1,12,14,10,2,15,7,4,3,5,13,,
6,10,12,9,1,11,15,7,2,13,8,5,3,4,14,,
5,9,11,10,1,12,14,6,2,15,8,7,3,4,13,,
7,5,15,15,1,15,15,8,3,15,15,6,2,4,15,,
10,9,13,8,1,12,12,6,3,2,15,7,5,4,11,,
6,8,12,7,1,10,13,5,3,15,11,9,4,2,14,,
7,8,12,10,1,11,15,6,2,14,9,5,4,3,13,,
5,10,12,8,2,11,14,7,1,15,9,6,4,3,13,,
5,10,13,10,1,11,14,6,3,15,10,7,2,4,13,,
5,10,12,8,1,11,14,7,4,15,9,6,2,3,13,,
5,8,12,10,1,11,14,7,2,15,9,6,4,3,13,,
7,10,11,8,2,12,14,6,1,15,9,5,3,4,13,,
6,9,12,8,1,11,14,7,2,15,10,4,3,5,13,,
7,8,12,9,1,11,14,6,2,15,10,5,3,4,13,,
6,8,12,7,1,11,14,10,2,15,9,5,3,4,13,,
3,10,12,9,4,11,15,6,2,14,8,1,7,5,13,,
7,9,12,8,1,11,14,5,2,15,10,6,3,4,13,,
5,10,9,11,1,12,13,6,3,14,8,4,2,7,15,,
6,9,12,10,3,11,14,7,2,15,8,5,1,4,13,,
