rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,Num Cands,Num Seats
1,10,10,10,10,10,10,10,10,10,10.0,1.0
1,8,10,10,10,9,8,9,8,8,,
1,10,10,10,3,10,10,10,2,10,,
9,3,9,1,4,10,2,9,9,9,,
1,4,10,7,2,10,5,10,3,6,,
1,5,6,8,7,10,4,9,3,2,,
1,10,10,10,10,10,10,10,10,10,,
5,3,5,4,4,5,2,5,1,4,,
8,3,1,5,6,10,7,9,2,4,,
8,2,1,4,7,7,7,10,3,10,,
10,10,10,10,10,10,10,10,1,10,,
6,1,3,7,4,9,2,8,5,10,,
1,10,10,4,10,5,10,10,3,2,,
1,10,10,10,10,10,10,10,10,10,,
7,2,3,8,9,5,6,4,1,10,,
10,10,10,10,10,10,1,10,10,10,,
1,10,10,10,10,10,10,10,10,2,,
1,8,10,10,10,9,8,9,8,8,,
5,3,9,1,7,10,2,9,4,6,,
1,2,10,10,10,10,3,10,2,10,,
10,1,3,10,4,10,2,10,5,10,,
1,2,4,4,4,4,2,4,4,4,,
10,10,2,10,10,10,1,10,10,10,,
1,4,10,3,6,2,10,10,5,9,,
10,3,4,10,10,1,10,2,10,10,,
10,4,9,1,2,6,7,5,3,8,,
10,10,10,10,10,10,1,10,10,10,,
1,5,10,4,10,6,10,10,2,3,,
1,10,10,10,10,10,10,10,10,10,,
10,4,10,3,10,5,10,1,2,10,,
4,7,3,8,6,5,1,9,2,10,,
5,3,5,4,4,5,2,5,1,4,,
10,3,1,5,10,4,2,10,10,10,,
8,7,2,6,9,3,10,5,1,4,,
7,2,4,5,3,9,1,10,6,8,,
1,4,10,10,10,3,10,10,2,5,,
4,2,3,6,7,5,3,9,1,8,,
10,3,2,4,10,5,1,10,6,10,,
1,3,2,4,5,9,3,10,3,2,,
3,10,10,10,10,2,10,10,10,1,,
1,10,10,10,10,10,10,10,10,10,,
10,3,7,5,6,4,1,9,2,9,,
10,1,10,10,4,5,3,10,2,10,,
1,5,10,10,10,10,6,10,6,5,,
1,4,10,3,6,5,7,9,2,8,,
10,2,4,10,10,10,3,10,1,5,,
1,10,10,10,10,10,2,10,3,10,,
10,2,1,10,4,10,3,10,5,10,,
5,1,6,3,7,9,2,8,4,10,,
9,2,8,4,3,7,1,6,5,10,,
8,5,9,6,10,3,4,1,2,7,,
10,5,3,4,8,7,6,9,1,2,,
1,2,6,4,10,5,3,10,10,10,,
8,1,3,6,4,7,2,10,5,9,,
1,10,10,10,7,10,10,10,7,10,,
1,6,10,3,5,4,10,2,10,10,,
8,1,4,10,3,5,2,9,7,6,,
8,1,3,6,4,7,2,10,5,10,,
8,3,4,2,6,9,1,10,5,7,,
10,4,5,3,6,7,2,10,1,10,,
10,2,7,4,5,8,1,6,3,9,,
10,10,10,10,10,10,1,10,10,10,,
2,5,1,7,9,10,4,8,3,6,,
10,1,10,3,10,2,4,10,10,10,,
1,2,10,10,6,10,5,10,3,4,,
8,1,2,4,9,6,3,10,5,7,,
1,5,3,7,8,6,10,9,2,4,,
1,10,10,10,10,10,10,10,10,10,,
10,2,10,10,10,10,3,10,1,10,,
1,10,10,4,10,3,5,10,10,2,,
1,5,10,6,2,10,4,10,3,10,,
6,3,8,1,5,10,2,9,7,4,,
10,10,10,10,10,10,1,10,10,10,,
2,6,9,4,5,3,7,10,8,1,,
4,7,8,6,1,3,5,10,2,9,,
1,10,8,5,8,6,6,10,10,10,,
10,10,10,10,10,10,1,10,10,10,,
1,1,1,1,10,10,1,10,10,10,,
10,1,5,3,7,9,6,4,2,8,,
10,7,1,5,2,10,3,10,6,4,,
1,10,10,4,10,10,5,10,2,3,,
1,3,6,4,6,4,5,6,2,5,,
8,4,2,10,9,5,1,6,3,7,,
1,10,10,10,10,10,10,10,10,10,,
6,2,1,5,8,7,4,9,3,10,,
4,7,9,6,10,3,1,8,2,5,,
1,10,10,10,10,9,8,10,8,8,,
1,10,10,9,9,10,10,9,8,9,,
1,3,4,9,10,7,8,6,2,5,,
8,5,6,2,1,9,4,7,10,3,,
10,2,4,5,1,6,3,7,8,10,,
10,3,1,5,7,6,2,9,4,8,,
1,3,4,7,9,8,2,10,5,6,,
10,3,10,2,10,5,1,10,4,10,,
