rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,Num Cands,Num Seats
1,1,12,2,12,12,12,2,12,12,12,12,12.0,1.0
2,1,4,10,12,3,11,5,11,12,12,11,,
12,2,2,3,12,1,12,1,12,12,12,12,,
12,12,12,12,12,12,12,12,12,1,12,12,,
12,3,5,9,11,2,8,4,1,10,6,7,,
10,12,2,3,10,1,10,10,11,10,10,10,,
1,4,2,12,12,12,12,12,3,12,12,12,,
4,1,5,3,6,10,8,7,2,12,11,9,,
4,5,12,12,12,3,12,12,2,1,12,12,,
6,1,3,7,4,2,12,12,12,5,12,12,,
2,5,1,6,4,12,3,9,7,8,10,11,,
2,3,7,8,4,2,9,9,1,6,1,5,,
11,1,2,11,11,11,3,11,4,11,11,11,,
5,4,1,3,12,2,12,7,9,6,8,12,,
12,1,2,3,12,4,12,12,12,12,12,12,,
3,2,1,4,6,12,5,12,3,12,12,12,,
12,1,2,12,12,3,6,12,4,5,12,12,,
12,11,1,12,12,12,12,12,12,12,12,12,,
12,12,3,12,12,2,12,12,12,4,12,1,,
12,12,2,1,12,3,12,12,12,12,12,12,,
2,1,12,12,12,12,12,12,3,12,12,12,,
5,3,2,12,8,1,6,4,9,12,12,7,,
12,12,2,12,12,12,12,1,12,12,12,12,,
9,3,2,7,1,6,4,12,8,11,5,10,,
12,1,12,12,12,2,12,12,12,12,12,12,,
6,3,1,4,5,2,7,10,11,8,9,12,,
12,12,12,1,12,12,12,12,12,12,12,12,,
1,2,4,12,10,3,6,5,7,11,9,8,,
5,12,9,1,3,2,6,4,11,7,8,11,,
2,3,12,12,12,12,6,12,4,5,1,7,,
9,4,3,1,7,2,12,8,5,12,12,6,,
9,2,3,4,11,1,7,8,6,10,5,12,,
