rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,Num Cands,Num Seats
16,16,6,3,16,16,16,16,1,2,16,16,16,5,16,4,16.0,1.0
7,15,1,3,16,4,8,13,6,11,12,9,14,2,5,10,,
15,7,3,2,7,13,11,14,11,16,11,12,5,4,7,1,,
6,7,9,16,14,12,8,3,1,4,13,5,15,11,2,10,,
16,16,16,16,16,2,16,16,16,1,16,16,16,3,16,16,,
16,16,16,16,16,16,16,16,1,16,16,16,16,16,16,16,,
4,16,5,16,16,16,7,16,6,2,16,1,16,8,3,16,,
1,16,8,4,16,6,16,7,3,16,16,5,7,16,2,16,,
1,16,16,16,2,16,16,16,16,16,16,16,16,3,16,16,,
3,10,5,14,8,13,2,9,6,1,15,11,16,4,7,12,,
16,16,2,3,16,16,16,16,16,16,16,16,16,1,16,16,,
1,16,16,16,3,16,16,4,5,16,16,16,6,16,2,16,,
3,16,1,7,16,14,6,12,4,5,16,13,16,2,8,16,,
15,11,5,7,9,15,6,15,2,4,16,11,10,8,3,1,,
3,16,11,12,16,16,1,7,10,2,16,16,16,16,6,4,,
5,16,6,16,16,16,16,16,1,4,16,16,16,2,3,16,,
4,14,7,3,12,10,9,11,8,2,16,6,13,1,5,15,,
16,4,16,16,3,5,16,2,16,16,16,16,16,16,16,1,,
16,16,16,16,16,16,16,16,16,16,16,16,16,16,1,2,,
9,12,4,6,7,16,2,10,11,14,14,15,3,5,8,1,,
2,16,7,6,16,16,9,16,1,3,16,8,10,5,4,11,,
6,16,2,3,12,7,4,11,5,1,11,14,13,11,11,15,,
2,3,7,6,1,9,13,13,13,13,14,15,16,4,8,5,,
16,16,16,16,16,5,16,16,3,1,16,4,16,16,2,16,,
1,12,13,8,11,7,2,10,4,9,16,5,6,3,14,15,,
16,16,2,16,16,16,16,16,16,4,16,3,16,1,16,16,,
1,3,16,16,4,16,16,16,16,16,16,16,16,16,2,16,,
3,16,4,16,16,8,16,8,5,1,16,7,8,2,6,16,,
3,14,4,13,6,9,8,16,1,7,11,10,15,2,5,12,,
6,16,16,1,16,4,16,16,3,16,16,16,16,5,1,16,,
6,13,4,2,13,14,13,13,1,13,16,15,3,7,13,5,,
16,16,16,16,16,1,16,16,16,16,16,16,16,16,1,16,,
4,16,1,16,16,16,16,16,5,16,16,3,16,16,16,2,,
7,5,2,1,15,16,1,16,3,15,15,16,15,6,15,15,,
3,16,16,1,16,16,16,16,4,16,16,16,16,2,16,16,,
13,16,16,16,16,1,16,16,14,16,16,2,16,15,3,16,,
16,16,2,16,16,16,7,8,4,1,16,9,6,3,5,16,,
2,16,4,16,16,16,16,16,5,16,16,16,16,3,1,16,,
3,16,16,16,16,16,16,16,2,1,16,16,16,16,16,16,,
2,11,5,10,13,4,14,7,8,9,16,3,12,6,1,15,,
16,16,16,3,16,16,16,16,16,16,16,16,16,2,16,1,,
5,16,1,3,16,16,16,16,2,7,16,16,16,4,6,16,,
