rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,Num Cands,Num Seats
4,25,3,25,7,25,25,25,25,25,6,1,25,25,25,25,8,25,25,5,2,25,25,25,25,25.0,1.0
5,3,25,25,25,25,25,25,25,25,7,1,25,25,25,25,25,4,25,25,2,25,25,25,6,,
17,19,24,20,12,15,1,6,22,14,21,4,10,5,16,18,3,23,9,11,13,2,8,7,25,,
25,4,25,25,25,1,25,25,25,25,25,25,25,25,25,2,25,25,6,25,25,3,5,25,25,,
25,25,25,25,25,25,25,25,25,25,25,25,1,3,1,25,25,25,25,1,25,25,25,25,1,,
25,8,4,25,11,10,12,15,25,7,25,4,25,1,25,2,25,25,25,4,3,10,14,13,25,,
25,6,5,25,8,25,8,25,25,25,25,5,25,25,25,25,1,25,25,5,8,7,2,25,25,,
25,25,25,25,25,25,25,25,25,25,25,25,2,25,25,25,25,25,25,25,25,25,25,25,1,,
3,15,2,1,13,25,12,10,14,2,6,4,25,25,25,25,8,25,7,11,5,25,25,9,25,,
5,25,25,25,12,25,2,25,3,25,11,25,16,1,17,25,25,18,25,25,25,6,10,25,15,,
22,5,9,24,11,4,12,13,16,25,23,7,19,18,20,3,15,17,1,8,10,2,6,14,21,,
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,,
25,3,7,25,8,1,9,25,25,25,25,10,25,25,25,5,25,25,25,25,6,2,4,25,25,,
25,25,25,25,25,25,25,25,25,25,25,25,2,25,1,25,25,25,25,4,25,25,25,25,3,,
9,7,6,1,25,25,25,8,25,2,5,25,25,25,25,25,10,25,25,25,25,25,25,3,4,,
25,25,25,1,25,25,3,4,25,5,25,25,25,25,25,25,25,25,25,25,2,25,25,25,25,,
25,25,4,25,25,25,25,25,25,3,25,1,7,25,25,25,8,25,25,2,6,25,25,5,25,,
25,25,25,25,25,25,2,25,3,25,25,25,25,1,25,25,25,25,25,25,25,25,25,25,25,,
25,25,10,25,11,25,25,12,1,25,25,9,5,6,4,25,25,2,25,7,25,25,25,8,3,,
5,15,11,19,12,16,13,14,1,18,8,7,9,21,22,17,20,6,24,4,10,2,25,3,23,,
3,25,25,2,5,25,25,6,25,1,4,8,25,25,25,25,7,25,25,25,25,25,25,25,25,,
25,25,25,25,25,25,25,2,25,25,25,25,25,25,25,25,25,25,25,1,25,3,25,25,25,,
25,25,25,25,21,25,25,21,25,25,25,25,25,2,9,25,25,15,25,1,25,25,25,25,25,,
25,25,3,2,25,25,25,25,25,1,25,1,5,25,25,25,25,25,4,25,3,25,25,1,5,,
3,10,4,25,8,25,25,25,25,25,25,1,25,25,25,25,7,25,25,5,2,9,11,6,25,,
5,9,10,21,17,8,25,18,14,16,15,12,23,11,20,6,3,19,1,24,4,2,7,13,22,,
25,7,25,3,25,4,10,6,25,25,25,25,25,25,25,25,25,25,1,25,25,5,2,25,25,,
2,20,5,1,13,18,14,15,11,9,4,10,22,21,23,19,6,25,8,7,3,17,12,16,24,,
25,25,25,25,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2,25,,
25,25,25,25,25,25,4,5,25,25,25,25,1,25,3,25,25,25,25,25,25,25,25,25,2,,
25,25,25,25,25,25,25,25,25,25,25,25,1,25,1,25,25,25,25,1,25,25,25,25,1,,
