rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,Num Cands,Num Seats
12,12,12,1,12,12,12,12,12,12,12,12,12.0,1.0
7,11,2,1,4,6,12,5,9,8,10,3,,
2,7,7,1,12,7,7,12,12,7,7,12,,
12,12,12,12,12,1,12,12,12,12,12,12,,
6,11,7,1,4,10,8,12,3,5,2,9,,
2,4,5,12,1,7,10,6,9,3,11,8,,
9,7,4,12,1,11,8,3,6,5,2,10,,
7,9,4,8,6,3,11,1,12,2,10,5,,
2,10,1,12,5,6,7,3,9,4,8,11,,
1,1,1,12,1,1,1,1,12,1,1,1,,
3,12,4,1,7,10,6,5,2,9,11,8,,
12,12,12,12,12,1,12,12,12,12,12,12,,
3,11,9,4,12,2,8,7,5,1,6,10,,
1,3,4,12,5,7,9,10,2,11,8,6,,
2,3,10,1,8,6,12,11,5,9,7,4,,
4,7,6,10,8,1,9,3,5,2,12,11,,
7,3,8,1,2,4,12,11,10,6,9,5,,
8,10,7,1,11,7,9,2,3,12,5,6,,
3,4,2,10,1,3,5,4,11,5,12,7,,
12,12,12,1,12,12,12,12,12,12,12,12,,
12,7,9,4,11,8,10,5,1,2,3,6,,
7,2,4,1,11,6,3,8,9,12,5,10,,
6,8,4,5,7,2,10,1,12,3,11,9,,
9,7,6,8,3,11,12,5,1,2,10,4,,
5,2,11,1,4,12,8,9,10,3,7,6,,
6,2,7,12,5,10,11,1,8,3,4,9,,
6,7,7,12,2,10,4,7,1,5,3,11,,
12,12,12,1,12,12,12,12,12,12,12,12,,
6,12,3,12,12,1,12,4,12,5,12,12,,
2,10,6,1,11,7,3,5,4,8,9,8,,
4,8,1,10,6,3,7,2,11,5,12,9,,
12,12,12,1,12,12,12,12,12,12,12,12,,
12,12,12,1,12,12,12,12,12,12,12,12,,
12,12,7,12,12,12,6,12,12,1,3,12,,
5,8,3,6,11,2,12,4,7,1,9,10,,
12,12,12,1,12,12,12,12,12,12,12,12,,
4,6,11,1,7,3,11,2,5,12,8,9,,
10,6,1,11,7,5,3,9,12,4,8,2,,
9,7,4,1,12,10,5,3,11,2,8,6,,
11,9,8,3,12,7,10,4,1,2,5,6,,
10,9,12,3,11,4,8,2,5,7,1,6,,
8,3,7,1,6,4,12,2,9,11,5,10,,
1,10,2,12,3,4,5,6,7,9,8,11,,
12,12,12,1,12,12,12,12,12,12,12,12,,
8,3,6,12,9,11,1,10,2,4,7,5,,
7,6,5,11,3,2,12,4,8,1,9,10,,
12,12,12,1,12,12,12,12,12,12,12,12,,
11,7,4,3,2,1,10,12,6,5,9,8,,
4,10,8,12,3,1,6,5,9,2,11,7,,
12,12,12,1,12,12,12,12,12,12,12,12,,
1,1,1,12,1,1,1,1,1,1,1,1,,
4,11,3,6,12,8,7,9,1,10,2,5,,
5,7,6,11,12,1,10,3,4,2,9,8,,
12,12,12,12,12,12,12,12,12,12,12,12,,
3,10,8,12,9,7,2,5,6,4,11,1,,
12,5,6,1,10,11,8,7,4,2,9,3,,
10,7,11,12,6,8,4,2,9,1,5,3,,
12,12,12,1,12,12,12,12,12,12,12,12,,
4,10,2,1,11,8,7,9,12,3,6,5,,
4,3,4,12,3,3,2,3,3,4,3,1,,
12,12,12,1,12,12,12,12,12,12,12,12,,
3,9,6,10,7,4,12,5,2,1,11,8,,
9,12,3,11,7,4,2,8,5,1,10,6,,
