rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,Num Cands,Num Seats
15,15,15,15,15,1,15,15,15,15,15,15,15,15,15,15.0,1.0
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
4,15,15,5,15,15,15,8,6,3,15,7,2,15,1,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
15,15,15,15,15,14,15,15,15,15,15,15,15,15,15,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
15,15,15,15,15,1,15,15,15,15,15,15,15,15,15,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,1,,
15,15,15,15,15,15,15,15,15,15,1,15,15,15,15,,
15,15,15,15,15,15,15,15,15,15,1,15,15,15,15,,
15,15,15,15,15,14,15,15,15,15,15,15,15,15,15,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
15,15,15,15,15,1,15,15,15,15,15,15,15,15,15,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
15,15,15,15,15,15,15,15,15,1,15,15,15,15,15,,
15,15,15,15,15,14,15,15,15,15,15,15,15,15,15,,
15,15,15,15,15,15,15,15,15,15,1,15,15,15,15,,
15,15,15,15,15,15,15,15,15,15,1,15,15,15,15,,
15,15,15,15,15,1,15,15,15,1,15,15,15,15,15,,
15,15,15,15,15,1,15,15,15,15,15,15,15,15,15,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
15,15,15,15,15,15,15,15,15,1,15,15,15,15,15,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
15,15,15,15,15,15,15,15,15,1,15,15,15,15,15,,
13,9,10,7,5,4,12,3,6,2,14,11,8,15,1,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,1,,
9,10,11,4,15,5,13,2,7,6,1,14,3,12,8,,
15,15,15,15,15,1,15,15,15,15,15,15,15,15,15,,
15,15,15,15,15,1,15,15,15,15,15,15,15,15,15,,
15,15,15,15,15,3,15,15,15,15,15,15,15,15,15,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,1,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,1,,
