rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,Num Cands,Num Seats
10,2,10,10,10,10,1,10,10,10,10.0,1.0
10,10,10,10,10,3,1,3,10,10,,
10,10,4,10,10,10,1,2,4,3,,
6,8,4,9,10,3,1,2,5,7,,
10,10,10,10,10,10,1,10,10,10,,
10,10,3,10,10,4,1,1,10,10,,
4,10,10,10,10,3,1,2,10,10,,
10,8,2,10,9,4,1,5,3,6,,
10,1,10,10,10,10,2,10,10,10,,
10,10,10,10,10,10,1,10,10,10,,
3,5,10,8,4,6,1,2,9,7,,
2,1,2,2,2,2,10,2,2,2,,
10,3,10,10,10,2,1,10,10,10,,
10,10,10,10,10,10,1,10,10,10,,
10,10,10,10,10,10,1,10,10,10,,
10,10,10,10,10,10,1,10,10,10,,
4,2,10,10,10,5,1,3,10,10,,
10,10,2,10,10,3,1,2,10,10,,
2,10,6,9,8,3,1,7,5,4,,
7,10,10,9,10,4,1,2,5,10,,
10,2,10,10,10,10,1,10,10,10,,
10,10,7,10,10,10,1,10,7,7,,
5,9,10,5,5,5,1,5,5,5,,
10,10,10,10,10,10,1,10,10,10,,
10,1,10,10,10,10,3,10,10,10,,
2,8,5,10,10,3,1,7,6,4,,
3,1,10,10,10,10,5,10,10,10,,
8,4,10,7,6,3,1,9,5,3,,
4,3,6,10,9,7,1,8,5,2,,
10,5,4,10,10,10,1,2,3,6,,
10,10,10,10,10,10,1,4,10,10,,
10,6,4,10,10,3,1,3,2,4,,
5,2,8,3,10,6,4,1,7,9,,
4,8,6,8,7,4,1,4,8,10,,
1,2,6,10,4,10,10,10,1,5,,
2,10,10,10,10,5,1,3,7,10,,
10,1,10,10,10,10,10,10,10,10,,
