rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,Num Cands,Num Seats
8,8,8,8,8,1,8,8,8.0,1.0
8,8,8,8,8,8,8,8,,
8,8,8,8,1,8,8,8,,
8,8,8,8,1,8,8,8,,
8,8,8,8,8,8,8,8,,
8,8,8,8,8,8,8,8,,
8,8,8,8,1,8,8,8,,
8,8,8,8,1,8,8,8,,
8,8,8,8,8,1,8,8,,
8,8,8,8,8,8,8,8,,
8,8,1,8,8,8,8,8,,
8,8,8,8,8,1,8,8,,
8,8,8,8,1,8,8,8,,
8,8,8,8,1,8,8,8,,
1,3,4,5,8,6,2,7,,
8,8,8,8,1,8,8,8,,
8,8,8,8,8,1,8,8,,
8,8,8,8,1,8,8,8,,
8,8,8,8,8,8,8,8,,
8,8,8,8,8,8,8,8,,
8,8,8,8,1,8,8,8,,
1,8,8,8,8,8,8,8,,
8,7,7,7,7,1,7,7,,
8,8,8,8,8,1,8,8,,
8,8,1,8,8,8,8,8,,
8,8,8,8,8,8,8,8,,
8,8,8,8,8,8,8,8,,
1,8,8,8,8,8,8,8,,
8,8,8,8,1,8,8,8,,
8,8,8,8,1,8,8,8,,
6,8,1,8,8,8,8,8,,
8,8,8,8,1,8,8,8,,
8,8,8,8,8,1,8,8,,
8,8,8,8,8,1,8,8,,
8,8,8,8,8,8,8,1,,
8,8,8,8,8,8,8,1,,
8,8,8,8,8,1,8,8,,
1,8,8,8,8,8,8,8,,
8,8,8,8,8,1,8,8,,
1,8,8,8,8,8,8,8,,
8,8,8,8,1,8,8,8,,
2,4,7,3,5,8,1,6,,
8,8,8,8,1,8,8,8,,
1,8,8,8,8,8,8,8,,
8,8,1,8,8,8,8,8,,
8,8,8,8,2,1,8,8,,
8,8,8,8,8,8,8,1,,
8,1,8,8,8,8,8,1,,
8,8,8,8,8,1,8,8,,
8,8,8,8,8,8,8,1,,
8,8,8,8,1,8,8,8,,
8,8,8,8,8,8,8,8,,
8,8,8,8,8,8,8,8,,
8,8,1,8,8,8,8,8,,
8,8,8,8,8,8,8,8,,
8,8,1,8,8,8,8,8,,
8,8,8,8,8,8,8,1,,
8,8,8,8,1,8,8,8,,
8,8,8,8,8,8,8,8,,
8,8,8,8,8,1,8,8,,
8,8,8,8,8,1,8,8,,
8,8,8,8,1,8,8,8,,
8,8,8,1,8,8,8,8,,
8,1,8,8,8,8,8,1,,
8,8,8,8,1,8,8,8,,
1,8,8,8,8,8,8,8,,
8,8,8,8,1,8,8,8,,
8,8,8,8,8,8,8,8,,
8,8,8,8,8,1,8,8,,
8,8,8,8,1,8,8,8,,
