rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,Num Cands,Num Seats
1,2,2,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,2,2,,
3,2,3,3,2,3,2,1,3,3,1,2,3,2,2,3,1,3,3,3,3,2,3,1,,
23,24,8,6,23,23,1,23,2,5,23,9,23,7,23,23,23,23,3,4,23,23,23,23,,
6,23,15,18,24,16,1,11,2,14,8,4,9,7,22,5,21,10,3,20,13,17,19,12,,
8,24,3,5,8,24,1,5,3,4,8,3,5,8,24,5,24,10,9,2,8,24,5,24,,
24,24,24,24,6,24,1,5,1,24,9,24,24,2,24,24,24,24,8,3,24,24,24,24,,
16,24,19,9,17,18,2,3,4,15,11,12,7,5,20,1,24,8,14,13,10,24,6,24,,
24,1,5,24,24,24,2,24,4,8,24,3,24,6,24,24,9,24,7,24,24,24,24,24,,
1,24,24,1,2,1,1,1,1,1,1,24,2,1,24,24,24,1,1,1,2,24,2,24,,
3,2,3,3,2,3,2,1,3,3,1,2,3,2,2,3,1,3,3,3,3,2,3,1,,
