rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,Num Cands,Num Seats
6,4,5,1,6,3,2,6,6,6,10.0,1.0
1,4,7,9,3,2,5,10,8,6,,
2,3,4,9,10,1,7,8,5,6,,
2,7,5,8,3,4,1,6,9,10,,
6,2,3,7,4,5,10,8,1,9,,
2,6,8,5,4,1,7,9,3,10,,
4,6,2,7,3,10,8,5,1,9,,
9,3,9,10,10,1,4,8,10,7,,
3,4,9,10,2,1,7,7,5,6,,
3,4,8,6,7,1,10,5,2,9,,
1,6,2,8,10,5,4,9,3,7,,
2,1,6,4,3,7,8,5,10,9,,
1,9,10,7,8,2,3,5,4,6,,
4,8,1,10,5,3,2,6,7,9,,
9,8,7,10,2,6,3,4,5,1,,
2,5,1,10,7,3,9,4,6,8,,
5,6,4,3,1,9,7,8,2,10,,
4,2,7,7,10,5,1,9,6,3,,
1,10,2,3,4,8,10,7,6,5,,
1,6,7,9,2,8,5,4,3,10,,
2,1,6,7,3,8,5,10,4,9,,
6,5,7,2,1,8,3,9,4,10,,
1,3,4,9,10,2,8,7,6,5,,
6,7,3,1,5,10,8,2,4,9,,
3,7,8,1,6,10,4,9,2,5,,
10,1,10,10,2,10,10,10,10,10,,
5,8,9,10,2,3,7,1,4,6,,
6,5,7,2,1,8,3,9,4,10,,
1,6,2,7,5,9,3,8,4,10,,
10,4,3,2,5,9,7,6,1,8,,
6,1,2,4,5,8,3,10,7,9,,
1,3,5,6,4,2,8,9,7,10,,
2,1,8,9,3,4,7,5,6,10,,
2,1,5,7,6,10,3,8,4,9,,
1,2,6,10,5,3,8,10,7,4,,
5,6,2,9,1,7,4,10,3,8,,
3,2,9,7,4,1,8,5,6,10,,
4,3,6,10,1,7,5,8,2,9,,
1,3,6,7,9,10,10,5,4,2,,
7,2,3,8,5,6,9,4,1,10,,
10,2,4,9,8,3,5,1,6,7,,
7,4,9,6,10,5,1,3,2,8,,
2,3,6,7,5,8,9,4,1,10,,
1,10,10,10,10,10,10,10,2,10,,
4,1,8,9,6,3,7,5,2,10,,
1,8,2,5,10,9,3,9,4,6,,
